"municipio","Ano","Uf.Sigla","Municipio.Primario","Numero.De.Conflitos","CD_MUN"
"RN_Caicó",2022,"RN","Caicó",1,2402006
"RN_Goianinha",2022,"RN","Goianinha",1,2404200
"RN_Jucurutu",2021,"RN","Jucurutu",2,2406106
"RN_Macaíba",2021,"RN","Macaíba",3,2407104
"RN_Macau",2022,"RN","Macau",1,2407203
"RN_Maxaranguape",2022,"RN","Maxaranguape",1,2407500
"RN_Maxaranguape",2022,"RN","Maxaranguape",1,2407500
"RN_Natal",2021,"RN","Natal",1,2408102
"RN_Pedra Grande",2022,"RN","Pedra Grande",1,2409506
"RN_Riachuelo",2022,"RN","Riachuelo",1,2410900
"RN_Rio do Fogo",2022,"RN","Rio do Fogo",2,2408953
"RN_Santa Maria",2022,"RN","Santa Maria",1,2409332
"RO_Alta Floresta D'Oeste",2022,"RO","Alta Floresta D'Oeste",1,1100015
"RO_Alta Floresta D'Oeste",2022,"RO","Alta Floresta D'Oeste",1,1100015
"RO_Alta Floresta D'Oeste",2022,"RO","Alta Floresta D'Oeste",1,1100015
"RO_Alta Floresta D'Oeste",2021,"RO","Alta Floresta D'Oeste",2,1100015
"RO_Alto Alegre dos Parecis",2022,"RO","Alto Alegre dos Parecis",1,1100379
"RO_Ariquemes",2022,"RO","Ariquemes",1,1100023
"RO_Buritis",2022,"RO","Buritis",1,1100452
"RO_Buritis",2021,"RO","Buritis",1,1100452
"RO_Buritis",2022,"RO","Buritis",1,1100452
"RO_Cacoal",2021,"RO","Cacoal",3,1100049
"RO_Cacoal",2022,"RO","Cacoal",1,1100049
"RO_Cacoal",2022,"RO","Cacoal",1,1100049
"RO_Campo Novo de Rondônia",2022,"RO","Campo Novo de Rondônia",2,1100700
"RO_Campo Novo de Rondônia",2021,"RO","Campo Novo de Rondônia",1,1100700
"RO_Candeias do Jamari",2022,"RO","Candeias do Jamari",1,1100809
"RO_Candeias do Jamari",2021,"RO","Candeias do Jamari",1,1100809
"RO_Chupinguaia",2021,"RO","Chupinguaia",1,1100924
"RO_Chupinguaia",2022,"RO","Chupinguaia",2,1100924
"RO_Chupinguaia",2022,"RO","Chupinguaia",1,1100924
"RO_Chupinguaia",2021,"RO","Chupinguaia",7,1100924
"RO_Chupinguaia",2022,"RO","Chupinguaia",1,1100924
"RO_Corumbiara",2022,"RO","Corumbiara",1,1100072
"RO_Costa Marques",2022,"RO","Costa Marques",1,1100080
"RO_Costa Marques",2021,"RO","Costa Marques",1,1100080
"RO_Costa Marques",2022,"RO","Costa Marques",1,1100080
"RO_Cujubim",2021,"RO","Cujubim",3,1100940
"RO_Cujubim",2022,"RO","Cujubim",2,1100940
"RO_Cujubim",2021,"RO","Cujubim",1,1100940
"RO_Espigão D'Oeste",2021,"RO","Espigão D'Oeste",1,1100098
"RO_Espigão D'Oeste",2022,"RO","Espigão D'Oeste",3,1100098
"RO_Governador Jorge Teixeira",2021,"RO","Governador Jorge Teixeira",5,1101005
"RO_Governador Jorge Teixeira",2022,"RO","Governador Jorge Teixeira",5,1101005
"RO_Guajará-Mirim",2021,"RO","Guajará-Mirim",1,1100106
"RO_Guajará-Mirim",2021,"RO","Guajará-Mirim",1,1100106
"RO_Guajará-Mirim",2022,"RO","Guajará-Mirim",4,1100106
"RO_Machadinho D'Oeste",2022,"RO","Machadinho D'Oeste",1,1100130
"RO_Machadinho D'Oeste",2021,"RO","Machadinho D'Oeste",1,1100130
"RO_Machadinho D'Oeste",2022,"RO","Machadinho D'Oeste",1,1100130
"RO_Machadinho D'Oeste",2022,"RO","Machadinho D'Oeste",1,1100130
"RO_Machadinho D'Oeste",2022,"RO","Machadinho D'Oeste",1,1100130
"RO_Machadinho D'Oeste",2022,"RO","Machadinho D'Oeste",1,1100130
"RO_Machadinho D'Oeste",2021,"RO","Machadinho D'Oeste",1,1100130
"RO_Machadinho D'Oeste",2022,"RO","Machadinho D'Oeste",2,1100130
"RO_Machadinho D'Oeste",2021,"RO","Machadinho D'Oeste",2,1100130
"RO_Machadinho D'Oeste",2022,"RO","Machadinho D'Oeste",1,1100130
"RO_Machadinho D'Oeste",2021,"RO","Machadinho D'Oeste",2,1100130
"RO_Nova Brasilândia D'Oeste",2022,"RO","Nova Brasilândia D'Oeste",4,1100148
"RO_Nova Mamoré",2021,"RO","Nova Mamoré",2,1100338
"RO_Nova Mamoré",2022,"RO","Nova Mamoré",3,1100338
"RO_Pimenta Bueno",2021,"RO","Pimenta Bueno",1,1100189
"RO_Pimenteiras do Oeste",2021,"RO","Pimenteiras do Oeste",2,1101468
"RO_Pimenteiras do Oeste",2022,"RO","Pimenteiras do Oeste",1,1101468
"RO_Porto Velho",2021,"RO","Porto Velho",11,1100205
"RO_Porto Velho",2022,"RO","Porto Velho",2,1100205
"RO_Porto Velho",2021,"RO","Porto Velho",1,1100205
"RO_Porto Velho",2021,"RO","Porto Velho",1,1100205
"RO_Porto Velho",2021,"RO","Porto Velho",5,1100205
"RO_Porto Velho",2021,"RO","Porto Velho",1,1100205
"RO_Porto Velho",2022,"RO","Porto Velho",1,1100205
"RO_Porto Velho",2021,"RO","Porto Velho",1,1100205
"RO_Porto Velho",2022,"RO","Porto Velho",3,1100205
"RO_Porto Velho",2021,"RO","Porto Velho",1,1100205
"RO_Porto Velho",2022,"RO","Porto Velho",1,1100205
"RO_Porto Velho",2022,"RO","Porto Velho",2,1100205
"RO_Porto Velho",2021,"RO","Porto Velho",1,1100205
"RO_Porto Velho",2022,"RO","Porto Velho",3,1100205
"RO_Porto Velho",2021,"RO","Porto Velho",1,1100205
"RO_Porto Velho",2021,"RO","Porto Velho",1,1100205
"RO_Porto Velho",2022,"RO","Porto Velho",1,1100205
"RO_Rio Crespo",2022,"RO","Rio Crespo",2,1100262
"RO_São Francisco do Guaporé",2022,"RO","São Francisco do Guaporé",1,1101492
"RO_Seringueiras",2022,"RO","Seringueiras",2,1101500
"RO_Seringueiras",2021,"RO","Seringueiras",1,1101500
"RO_Seringueiras",2021,"RO","Seringueiras",3,1101500
"RO_Seringueiras",2022,"RO","Seringueiras",1,1101500
"RO_Seringueiras",2022,"RO","Seringueiras",1,1101500
"RO_Seringueiras",2022,"RO","Seringueiras",2,1101500
"RO_Theobroma",2022,"RO","Theobroma",2,1101609
"RO_Theobroma",2021,"RO","Theobroma",1,1101609
"RO_Vilhena",2022,"RO","Vilhena",1,1100304
"RO_Vilhena",2022,"RO","Vilhena",1,1100304
"RO_Vilhena",2021,"RO","Vilhena",1,1100304
"RO_Vilhena",2021,"RO","Vilhena",1,1100304
"RO_Vilhena",2022,"RO","Vilhena",1,1100304
"RO_Vilhena",2022,"RO","Vilhena",1,1100304
"RO_Vilhena",2022,"RO","Vilhena",1,1100304
"RO_Vilhena",2021,"RO","Vilhena",1,1100304
"RR_Alto Alegre",2021,"RR","Alto Alegre",1,1400050
"RR_Amajari",2021,"RR","Amajari",1,1400027
"RR_Boa Vista",2021,"RR","Boa Vista",1,1400100
"RR_Boa Vista",2021,"RR","Boa Vista",1,1400100
"RR_Cantá",2022,"RR","Cantá",1,1400175
"RR_Cantá",2021,"RR","Cantá",2,1400175
"RR_Cantá",2022,"RR","Cantá",1,1400175
"RR_Caracaraí",2021,"RR","Caracaraí",1,1400209
"RR_Caracaraí",2022,"RR","Caracaraí",1,1400209
"RR_Caracaraí",2021,"RR","Caracaraí",1,1400209
"RR_Caracaraí",2021,"RR","Caracaraí",1,1400209
"RR_Caroebe",2021,"RR","Caroebe",1,1400233
"RR_Mucajaí",2022,"RR","Mucajaí",28,1400308
"RR_Mucajaí",2021,"RR","Mucajaí",1,1400308
"RR_Mucajaí",2021,"RR","Mucajaí",30,1400308
"RR_Mucajaí",2022,"RR","Mucajaí",1,1400308
"RR_Normandia",2022,"RR","Normandia",1,1400407
"RR_Pacaraima",2022,"RR","Pacaraima",2,1400456
"RR_Pacaraima",2021,"RR","Pacaraima",1,1400456
"RR_Pacaraima",2021,"RR","Pacaraima",2,1400456
"RR_Rorainópolis",2021,"RR","Rorainópolis",2,1400472
"RR_Rorainópolis",2021,"RR","Rorainópolis",2,1400472
"RR_Rorainópolis",2022,"RR","Rorainópolis",2,1400472
"RR_São Luiz",2021,"RR","São Luiz",1,1400605
"RR_Uiramutã",2021,"RR","Uiramutã",5,1400704
"RR_Uiramutã",2022,"RR","Uiramutã",2,1400704
"RS_Água Santa",2022,"RS","Água Santa",2,4300059
"RS_Alegrete",2022,"RS","Alegrete",1,4300406
"RS_Arambaré",2022,"RS","Arambaré",1,4300851
"RS_Barra do Ribeiro",2021,"RS","Barra do Ribeiro",1,4301909
"RS_Cachoeirinha",2022,"RS","Cachoeirinha",1,4303103
"RS_Cachoeirinha",2021,"RS","Cachoeirinha",1,4303103
"RS_Camaquã",2021,"RS","Camaquã",1,4303509
"RS_Canela",2021,"RS","Canela",2,4304408
"RS_Canela",2022,"RS","Canela",1,4304408
"RS_Canela",2022,"RS","Canela",2,4304408
"RS_Canguçu",2022,"RS","Canguçu",1,4304507
"RS_Charrua",2022,"RS","Charrua",1,4305371
"RS_Faxinalzinho",2022,"RS","Faxinalzinho",1,4308052
"RS_Maquiné",2022,"RS","Maquiné",1,4311775
"RS_Nonoai",2021,"RS","Nonoai",2,4312708
"RS_Nova Santa Rita",2021,"RS","Nova Santa Rita",2,4313375
"RS_Osório",2022,"RS","Osório",1,4313508
"RS_Passo Fundo",2021,"RS","Passo Fundo",1,4314100
"RS_Porto Alegre",2022,"RS","Porto Alegre",1,4314902
"RS_Porto Alegre",2021,"RS","Porto Alegre",3,4314902
"RS_Porto Alegre",2022,"RS","Porto Alegre",2,4314902
"RS_Porto Alegre",2021,"RS","Porto Alegre",1,4314902
"RS_Redentora",2022,"RS","Redentora",3,4315404
"RS_Redentora",2021,"RS","Redentora",1,4315404
"RS_Restinga Seca",2022,"RS","Restinga Seca",1,4315503
"RS_Ronda Alta",2021,"RS","Ronda Alta",1,4316105
"RS_Salto do Jacuí",2022,"RS","Salto do Jacuí",1,4316451
"RS_Santa Maria",2022,"RS","Santa Maria",1,4316907
"RS_São Francisco de Paula",2022,"RS","São Francisco de Paula",3,4318200
"RS_São Francisco de Paula",2021,"RS","São Francisco de Paula",2,4318200
"RS_São Gabriel",2022,"RS","São Gabriel",1,4318309
"RS_São Miguel das Missões",2022,"RS","São Miguel das Missões",1,4319158
"RS_Tapes",2022,"RS","Tapes",2,4321105
"RS_Viamão",2021,"RS","Viamão",1,4323002
"SC_Araquari",2021,"SC","Araquari",1,4201307
"SC_Araquari",2022,"SC","Araquari",1,4201307
"SC_Araquari",2022,"SC","Araquari",6,4201307
"SC_Balneário Barra do Sul",2022,"SC","Balneário Barra do Sul",2,4202057
"SC_Biguaçu",2022,"SC","Biguaçu",1,4202305
"SC_Brunópolis",2022,"SC","Brunópolis",1,4202875
"SC_Campos Novos",2021,"SC","Campos Novos",1,4203600
"SC_Capivari de Baixo",2021,"SC","Capivari de Baixo",1,4203956
"SC_Doutor Pedrinho",2022,"SC","Doutor Pedrinho",1,4205159
"SC_Doutor Pedrinho",2021,"SC","Doutor Pedrinho",1,4205159
"SC_Florianópolis",2021,"SC","Florianópolis",1,4205407
"SC_Florianópolis",2022,"SC","Florianópolis",1,4205407
"SC_Florianópolis",2021,"SC","Florianópolis",1,4205407
"SC_Palhoça",2021,"SC","Palhoça",1,4211900
"SC_Palhoça",2021,"SC","Palhoça",1,4211900
"SC_Palhoça",2022,"SC","Palhoça",2,4211900
"SC_Palhoça",2022,"SC","Palhoça",1,4211900
"SC_Palhoça",2021,"SC","Palhoça",1,4211900
"SC_Palhoça",2021,"SC","Palhoça",1,4211900
"SC_Palhoça",2021,"SC","Palhoça",1,4211900
"SC_Palhoça",2021,"SC","Palhoça",1,4211900
"SC_Palhoça",2021,"SC","Palhoça",1,4211900
"SC_Palhoça",2022,"SC","Palhoça",1,4211900
"SC_Palhoça",2021,"SC","Palhoça",1,4211900
"SC_Palhoça",2021,"SC","Palhoça",1,4211900
"SC_Palhoça",2021,"SC","Palhoça",1,4211900
"SC_Palhoça",2022,"SC","Palhoça",1,4211900
"SC_Palhoça",2021,"SC","Palhoça",1,4211900
"SC_Palhoça",2021,"SC","Palhoça",1,4211900
"SC_Palhoça",2021,"SC","Palhoça",1,4211900
"SC_Palhoça",2021,"SC","Palhoça",1,4211900
"SC_São Cristovão do Sul",2021,"SC","São Cristovão do Sul",1,4216057
"SC_Urussanga",2022,"SC","Urussanga",1,4219002
"SE_Aracaju",2022,"SE","Aracaju",1,2800308
"SE_Brejo Grande",2022,"SE","Brejo Grande",2,2800704
"SE_Brejo Grande",2021,"SE","Brejo Grande",1,2800704
"SE_Canindé de São Francisco",2021,"SE","Canindé de São Francisco",1,2801207
"SE_Neópolis",2021,"SE","Neópolis",1,2804409
"SE_Pacatuba",2021,"SE","Pacatuba",1,2804904
"SE_Pacatuba",2022,"SE","Pacatuba",1,2804904
"SP_Agudos",2022,"SP","Agudos",1,3500709
"SP_Apiaí",2022,"SP","Apiaí",1,3502705
"SP_Araraquara",2022,"SP","Araraquara",1,3503208
"SP_Araraquara",2021,"SP","Araraquara",1,3503208
"SP_Barra do Turvo",2021,"SP","Barra do Turvo",2,3505401
"SP_Barra do Turvo",2021,"SP","Barra do Turvo",2,3505401
"SP_Barra do Turvo",2021,"SP","Barra do Turvo",1,3505401
"SP_Barra do Turvo",2021,"SP","Barra do Turvo",1,3505401
"SP_Caiuá",2021,"SP","Caiuá",1,3509106
"SP_Cananéia",2021,"SP","Cananéia",1,3509908
"SP_Cananéia",2021,"SP","Cananéia",2,3509908
"SP_Cananéia",2021,"SP","Cananéia",2,3509908
"SP_Cananéia",2021,"SP","Cananéia",1,3509908
"SP_Cubatão",2021,"SP","Cubatão",1,3513504
"SP_Descalvado",2022,"SP","Descalvado",1,3513702
"SP_Eldorado",2022,"SP","Eldorado",1,3514809
"SP_Eldorado",2021,"SP","Eldorado",1,3514809
"SP_Eldorado",2021,"SP","Eldorado",1,3514809
"SP_Eldorado",2021,"SP","Eldorado",1,3514809
"SP_Eldorado",2022,"SP","Eldorado",1,3514809
"SP_Eldorado",2021,"SP","Eldorado",1,3514809
"SP_Eldorado",2021,"SP","Eldorado",1,3514809
"SP_Eldorado",2021,"SP","Eldorado",2,3514809
"SP_Eldorado",2021,"SP","Eldorado",1,3514809
"SP_Eldorado",2021,"SP","Eldorado",2,3514809
"SP_Eldorado",2021,"SP","Eldorado",1,3514809
"SP_Eldorado",2022,"SP","Eldorado",1,3514809
"SP_Euclides da Cunha Paulista",2021,"SP","Euclides da Cunha Paulista",1,3515350
"SP_Euclides da Cunha Paulista",2021,"SP","Euclides da Cunha Paulista",1,3515350
"SP_Franco da Rocha",2021,"SP","Franco da Rocha",1,3516408
"SP_Gália",2021,"SP","Gália",3,3516606
"SP_Gália",2022,"SP","Gália",1,3516606
"SP_Guarulhos",2021,"SP","Guarulhos",2,3518800
"SP_Iguape",2021,"SP","Iguape",1,3520301
"SP_Iguape",2021,"SP","Iguape",1,3520301
"SP_Iguape",2022,"SP","Iguape",1,3520301
"SP_Iguape",2021,"SP","Iguape",1,3520301
"SP_Iguape",2021,"SP","Iguape",1,3520301
"SP_Ilhabela",2021,"SP","Ilhabela",1,3520400
"SP_Ilhabela",2022,"SP","Ilhabela",1,3520400
"SP_Iporanga",2021,"SP","Iporanga",2,3521200
"SP_Iporanga",2021,"SP","Iporanga",2,3521200
"SP_Iporanga",2021,"SP","Iporanga",1,3521200
"SP_Iporanga",2021,"SP","Iporanga",2,3521200
"SP_Iporanga",2021,"SP","Iporanga",1,3521200
"SP_Iporanga",2021,"SP","Iporanga",2,3521200
"SP_Iporanga",2021,"SP","Iporanga",2,3521200
"SP_Iporanga",2021,"SP","Iporanga",1,3521200
"SP_Iporanga",2021,"SP","Iporanga",1,3521200
"SP_Iporanga",2021,"SP","Iporanga",1,3521200
"SP_Iporanga",2022,"SP","Iporanga",1,3521200
"SP_Itaóca",2021,"SP","Itaóca",2,3522158
"SP_Itu",2021,"SP","Itu",1,3523909
"SP_Jacareí",2022,"SP","Jacareí",1,3524402
"SP_Jacareí",2021,"SP","Jacareí",1,3524402
"SP_Marabá Paulista",2021,"SP","Marabá Paulista",1,3528700
"SP_Matão",2021,"SP","Matão",1,3529302
"SP_Miracatu",2021,"SP","Miracatu",1,3529906
"SP_Mirante do Paranapanema",2021,"SP","Mirante do Paranapanema",1,3530201
"SP_Mirante do Paranapanema",2021,"SP","Mirante do Paranapanema",1,3530201
"SP_Mongaguá",2021,"SP","Mongaguá",8,3531100
"SP_Paulicéia",2021,"SP","Paulicéia",1,3536406
"SP_Pradópolis",2021,"SP","Pradópolis",1,3540903
"SP_Presidente Bernardes",2022,"SP","Presidente Bernardes",1,3541208
"SP_Presidente Venceslau",2021,"SP","Presidente Venceslau",2,3541505
"SP_Registro",2022,"SP","Registro",1,3542602
"SP_Registro",2021,"SP","Registro",1,3542602
"SP_Restinga",2021,"SP","Restinga",1,3542701
"SP_Ribeirão Preto",2021,"SP","Ribeirão Preto",2,3543402
"SP_Rosana",2021,"SP","Rosana",1,3544251
"SP_Rosana",2022,"SP","Rosana",1,3544251
"SP_Rosana",2021,"SP","Rosana",1,3544251
"SP_Sandovalina",2021,"SP","Sandovalina",5,3545506
"SP_Santo Anastácio",2022,"SP","Santo Anastácio",1,3547700
"SP_São Paulo",2021,"SP","São Paulo",1,3550308
"SP_São Paulo",2021,"SP","São Paulo",1,3550308
"SP_Teodoro Sampaio",2022,"SP","Teodoro Sampaio",2,3554300
"SP_Tremembé",2021,"SP","Tremembé",1,3554805
"SP_Tremembé",2021,"SP","Tremembé",1,3554805
"SP_Ubatuba",2021,"SP","Ubatuba",2,3555406
"SP_Valinhos",2022,"SP","Valinhos",2,3556206
"SP_Valinhos",2021,"SP","Valinhos",2,3556206
"TO_Araguaína",2022,"TO","Araguaína",5,1702109
"TO_Araguatins",2022,"TO","Araguatins",1,1702208
"TO_Araguatins",2022,"TO","Araguatins",1,1702208
"TO_Arraias",2022,"TO","Arraias",1,1702406
"TO_Arraias",2021,"TO","Arraias",1,1702406
"TO_Barra do Ouro",2021,"TO","Barra do Ouro",9,1703073
"TO_Barra do Ouro",2022,"TO","Barra do Ouro",10,1703073
"TO_Barra do Ouro",2021,"TO","Barra do Ouro",3,1703073
"TO_Campos Lindos",2022,"TO","Campos Lindos",1,1703842
"TO_Caseara",2021,"TO","Caseara",1,1703909
"TO_Caseara",2022,"TO","Caseara",1,1703909
"TO_Caseara",2022,"TO","Caseara",1,1703909
"TO_Caseara",2022,"TO","Caseara",1,1703909
"TO_Caseara",2022,"TO","Caseara",1,1703909
"TO_Caseara",2022,"TO","Caseara",1,1703909
"TO_Caseara",2022,"TO","Caseara",1,1703909
"TO_Caseara",2022,"TO","Caseara",1,1703909
"TO_Caseara",2022,"TO","Caseara",1,1703909
"TO_Couto Magalhães",2022,"TO","Couto Magalhães",1,1706001
"TO_Crixás do Tocantins",2021,"TO","Crixás do Tocantins",1,1706258
"TO_Crixás do Tocantins",2022,"TO","Crixás do Tocantins",1,1706258
"TO_Dianópolis",2022,"TO","Dianópolis",1,1707009
"TO_Filadélfia",2022,"TO","Filadélfia",3,1707702
"TO_Filadélfia",2021,"TO","Filadélfia",4,1707702
"TO_Formoso do Araguaia",2022,"TO","Formoso do Araguaia",1,1708205
"TO_Formoso do Araguaia",2022,"TO","Formoso do Araguaia",1,1708205
"TO_Formoso do Araguaia",2022,"TO","Formoso do Araguaia",1,1708205
"TO_Goiatins",2022,"TO","Goiatins",1,1709005
"TO_Guaraí",2022,"TO","Guaraí",1,1709302
"TO_Ipueiras",2022,"TO","Ipueiras",2,1709807
"TO_Lagoa da Confusão",2021,"TO","Lagoa da Confusão",1,1711902
"TO_Lagoa da Confusão",2021,"TO","Lagoa da Confusão",1,1711902
"TO_Lagoa da Confusão",2022,"TO","Lagoa da Confusão",1,1711902
"TO_Lagoa da Confusão",2022,"TO","Lagoa da Confusão",1,1711902
"TO_Marianópolis do Tocantins",2021,"TO","Marianópolis do Tocantins",2,1712504
"TO_Mateiros",2021,"TO","Mateiros",1,1712702
"TO_Mateiros",2021,"TO","Mateiros",1,1712702
"TO_Mateiros",2021,"TO","Mateiros",1,1712702
"TO_Mateiros",2021,"TO","Mateiros",1,1712702
"TO_Mateiros",2021,"TO","Mateiros",1,1712702
"TO_Mateiros",2021,"TO","Mateiros",1,1712702
"TO_Mateiros",2022,"TO","Mateiros",1,1712702
"TO_Mateiros",2021,"TO","Mateiros",1,1712702
"TO_Mateiros",2021,"TO","Mateiros",1,1712702
"TO_Miracema do Tocantins",2021,"TO","Miracema do Tocantins",1,1713205
"TO_Nova Olinda",2021,"TO","Nova Olinda",1,1714880
"TO_Nova Olinda",2022,"TO","Nova Olinda",1,1714880
"TO_Oliveira de Fátima",2021,"TO","Oliveira de Fátima",1,1715507
"TO_Palmas",2021,"TO","Palmas",1,1721000
"TO_Palmas",2021,"TO","Palmas",2,1721000
"TO_Palmas",2021,"TO","Palmas",1,1721000
"TO_Palmeirante",2021,"TO","Palmeirante",3,1715705
"TO_Palmeirante",2021,"TO","Palmeirante",2,1715705
"TO_Palmeirante",2022,"TO","Palmeirante",4,1715705
"TO_Paranã",2022,"TO","Paranã",1,1716208
"TO_Paranã",2022,"TO","Paranã",1,1716208
"TO_Paranã",2022,"TO","Paranã",1,1716208
"TO_Pium",2021,"TO","Pium",5,1717503
"TO_Pium",2022,"TO","Pium",1,1717503
"TO_Pium",2022,"TO","Pium",1,1717503
"TO_Pium",2022,"TO","Pium",2,1717503
"TO_Ponte Alta do Tocantins",2021,"TO","Ponte Alta do Tocantins",1,1717909
"TO_Porto Nacional",2021,"TO","Porto Nacional",2,1718204
"TO_Porto Nacional",2021,"TO","Porto Nacional",1,1718204
"TO_Porto Nacional",2022,"TO","Porto Nacional",1,1718204
"TO_Porto Nacional",2021,"TO","Porto Nacional",2,1718204
"TO_Rio dos Bois",2021,"TO","Rio dos Bois",1,1718709
"TO_Santa Tereza do Tocantins",2021,"TO","Santa Tereza do Tocantins",1,1719004
"TO_São Félix do Tocantins",2021,"TO","São Félix do Tocantins",1,1720150
"TO_Tocantínia",2022,"TO","Tocantínia",3,1721109
"TO_Tocantínia",2021,"TO","Tocantínia",1,1721109
"TO_Tocantinópolis",2022,"TO","Tocantinópolis",3,1721208
