"CD_MUN","agua_2021","agua_2022","terra_2021","terra_2022","violencia_2021","violencia_2022","trabalhoescravo_2021","trabalhoescravo_2022"
5216007,NA,NA,NA,NA,NA,NA,0,0
5216304,NA,NA,NA,NA,NA,NA,0,0
5216403,NA,NA,NA,NA,NA,NA,10,0
5216452,NA,NA,NA,NA,NA,NA,0,0
5216809,NA,NA,NA,NA,NA,NA,0,0
5216908,NA,NA,NA,NA,NA,NA,0,0
5217104,NA,NA,NA,NA,NA,NA,0,0
5217302,NA,NA,NA,NA,NA,NA,0,0
5217401,NA,NA,NA,NA,NA,NA,0,13
5217708,NA,NA,NA,NA,NA,NA,33,0
5218003,NA,NA,NA,NA,NA,NA,0,0
5218052,NA,NA,NA,NA,NA,NA,0,0
5218102,NA,NA,NA,NA,NA,NA,0,0
5218300,NA,NA,NA,NA,NA,NA,0,0
5218391,NA,NA,NA,NA,NA,NA,0,0
5218508,NA,NA,NA,NA,NA,NA,0,421
5218607,NA,NA,NA,NA,NA,NA,0,0
5218706,NA,NA,NA,NA,NA,NA,0,0
5218789,NA,NA,NA,NA,NA,NA,0,0
5218805,NA,NA,NA,NA,NA,NA,43,43
5219001,NA,NA,NA,NA,NA,NA,0,0
5219100,NA,NA,NA,NA,NA,NA,0,37
5219209,NA,NA,NA,NA,NA,NA,0,29
5219258,NA,NA,NA,NA,NA,NA,0,0
5219357,NA,NA,NA,NA,NA,NA,0,0
5219407,NA,NA,NA,NA,NA,NA,0,0
5219456,NA,NA,NA,NA,NA,NA,0,0
5219506,NA,NA,NA,NA,NA,NA,0,0
5219704,NA,NA,NA,NA,NA,NA,0,0
5219712,NA,NA,NA,NA,NA,NA,0,0
5219738,NA,NA,NA,NA,NA,NA,0,0
5219753,NA,NA,NA,NA,NA,NA,0,10
5219803,NA,NA,NA,NA,NA,NA,0,0
5219902,NA,NA,NA,NA,NA,NA,0,0
5220058,NA,NA,NA,NA,NA,NA,0,0
5220108,NA,NA,NA,NA,NA,NA,0,0
5220157,NA,NA,NA,NA,NA,NA,0,0
5220207,NA,NA,NA,NA,NA,NA,0,0
5220264,NA,NA,NA,NA,NA,NA,0,0
5220280,NA,NA,NA,NA,NA,NA,0,0
5220405,NA,NA,NA,NA,NA,NA,0,51
5220454,NA,NA,NA,NA,NA,NA,0,0
5220504,NA,NA,NA,NA,NA,NA,0,5
5220686,NA,NA,NA,NA,NA,NA,0,0
5220702,NA,NA,NA,NA,NA,NA,0,4
5221007,NA,NA,NA,NA,NA,NA,0,0
5221197,NA,NA,NA,NA,NA,NA,0,0
5221304,NA,NA,NA,NA,NA,NA,0,0
5221403,NA,NA,NA,NA,NA,NA,0,65
5221452,NA,NA,NA,NA,NA,NA,0,0
5221502,NA,NA,NA,NA,NA,NA,0,0
5221577,NA,NA,NA,NA,NA,NA,0,0
5221601,NA,NA,NA,NA,NA,NA,0,0
5221700,NA,NA,NA,NA,NA,NA,0,0
5221809,NA,NA,NA,NA,NA,NA,0,0
5221858,NA,NA,NA,NA,NA,NA,0,0
5221908,NA,NA,NA,NA,NA,NA,0,0
5222054,NA,NA,NA,NA,NA,NA,0,0
5222203,NA,NA,NA,NA,NA,NA,0,0
5222302,NA,NA,NA,NA,NA,NA,0,0
2100501,NA,NA,NA,NA,NA,NA,0,0
2112001,NA,NA,NA,NA,NA,NA,0,0
3100104,NA,NA,NA,NA,NA,NA,12,0
3100203,NA,NA,NA,NA,NA,NA,0,0
3100708,NA,NA,NA,NA,NA,NA,0,0
3100807,NA,NA,NA,NA,NA,NA,0,0
3101409,NA,NA,NA,NA,NA,NA,0,7
3101607,NA,NA,NA,NA,NA,NA,0,0
3101904,NA,NA,NA,NA,NA,NA,0,0
3102001,NA,NA,NA,NA,NA,NA,0,0
3102605,NA,NA,NA,NA,NA,NA,0,52
3103504,NA,NA,NA,NA,NA,NA,0,0
3103751,NA,NA,NA,NA,NA,NA,0,0
3103801,NA,NA,NA,NA,NA,NA,0,0
3103900,NA,NA,NA,NA,NA,NA,0,2
3104007,NA,NA,NA,NA,NA,NA,0,0
3104106,NA,NA,NA,NA,NA,NA,0,0
3104205,NA,NA,NA,NA,NA,NA,0,0
3104304,NA,NA,NA,NA,NA,NA,0,0
3105103,NA,NA,NA,NA,NA,NA,1,0
3105301,NA,NA,NA,NA,NA,NA,0,0
3107000,NA,NA,NA,NA,NA,NA,0,0
3107109,NA,NA,NA,NA,NA,NA,8,8
3107406,NA,NA,NA,NA,NA,NA,0,0
3107604,NA,NA,NA,NA,NA,NA,0,0
3107901,NA,NA,NA,NA,NA,NA,0,0
3108206,NA,NA,NA,NA,NA,NA,0,0
3108305,NA,NA,NA,NA,NA,NA,0,0
3108404,NA,NA,NA,NA,NA,NA,0,0
3108552,NA,NA,NA,NA,NA,NA,0,0
3108909,NA,NA,NA,NA,NA,NA,0,0
3109105,NA,NA,NA,NA,NA,NA,0,0
3109303,NA,NA,NA,NA,NA,NA,0,0
3109402,NA,NA,NA,NA,NA,NA,36,0
3109451,NA,NA,NA,NA,NA,NA,0,0
3109501,NA,NA,NA,NA,NA,NA,12,0
3109709,NA,NA,NA,NA,NA,NA,0,0
3109808,NA,NA,NA,NA,NA,NA,0,0
3110301,NA,NA,NA,NA,NA,NA,0,0
3110400,NA,NA,NA,NA,NA,NA,0,0
3110509,NA,NA,NA,NA,NA,NA,0,0
3110608,NA,NA,NA,NA,NA,NA,0,0
3110707,NA,NA,NA,NA,NA,NA,0,0
3110905,NA,NA,NA,NA,NA,NA,0,0
3111002,NA,NA,NA,NA,NA,NA,6,0
3111101,NA,NA,NA,NA,NA,NA,0,0
3111200,NA,NA,NA,NA,NA,NA,0,0
3111309,NA,NA,NA,NA,NA,NA,0,0
3111408,NA,NA,NA,NA,NA,NA,0,0
3111507,NA,NA,NA,NA,NA,NA,32,32
3111606,NA,NA,NA,NA,NA,NA,0,0
3111804,NA,NA,NA,NA,NA,NA,0,0
3111903,NA,NA,NA,NA,NA,NA,0,0
3112000,NA,NA,NA,NA,NA,NA,0,0
3112406,NA,NA,NA,NA,NA,NA,0,0
3112604,NA,NA,NA,NA,NA,NA,0,0
3112802,NA,NA,NA,NA,NA,NA,0,0
3113602,NA,NA,NA,NA,NA,NA,0,0
3113909,NA,NA,NA,NA,NA,NA,0,0
3114006,NA,NA,NA,NA,NA,NA,0,0
3114105,NA,NA,NA,NA,NA,NA,0,0
3114303,NA,NA,NA,NA,NA,NA,0,0
3114402,NA,NA,NA,NA,NA,NA,27,0
3114550,NA,NA,NA,NA,NA,NA,0,0
3114709,NA,NA,NA,NA,NA,NA,0,0
3115003,NA,NA,NA,NA,NA,NA,0,0
3115102,NA,NA,NA,NA,NA,NA,0,0
3115607,NA,NA,NA,NA,NA,NA,0,0
3115805,NA,NA,NA,NA,NA,NA,0,0
3116159,NA,NA,NA,NA,NA,NA,0,0
3116407,NA,NA,NA,NA,NA,NA,0,0
3116902,NA,NA,NA,NA,NA,NA,0,23
3117108,NA,NA,NA,NA,NA,NA,0,0
3117207,NA,NA,NA,NA,NA,NA,0,0
3117306,NA,NA,NA,NA,NA,NA,0,0
3117801,NA,NA,NA,NA,NA,NA,0,0
3117900,NA,NA,NA,NA,NA,NA,0,0
3118205,NA,NA,NA,NA,NA,NA,0,0
3118502,NA,NA,NA,NA,NA,NA,0,0
3118700,NA,NA,NA,NA,NA,NA,0,0
3119005,NA,NA,NA,NA,NA,NA,0,0
3119302,NA,NA,NA,NA,NA,NA,121,0
3119906,NA,NA,NA,NA,NA,NA,0,0
3119955,NA,NA,NA,NA,NA,NA,0,0
3120201,NA,NA,NA,NA,NA,NA,0,0
3120508,NA,NA,NA,NA,NA,NA,0,0
3120706,NA,NA,NA,NA,NA,NA,0,0
3121100,NA,NA,NA,NA,NA,NA,0,0
3121209,NA,NA,NA,NA,NA,NA,0,39
3121258,NA,NA,NA,NA,NA,NA,45,0
3122405,NA,NA,NA,NA,NA,NA,0,0
3122470,NA,NA,NA,NA,NA,NA,0,0
3122801,NA,NA,NA,NA,NA,NA,0,0
3123205,NA,NA,NA,NA,NA,NA,0,0
3123403,NA,NA,NA,NA,NA,NA,0,0
3123502,NA,NA,NA,NA,NA,NA,0,0
3123601,NA,NA,NA,NA,NA,NA,0,0
3124401,NA,NA,NA,NA,NA,NA,5,5
3124500,NA,NA,NA,NA,NA,NA,0,0
3124708,NA,NA,NA,NA,NA,NA,0,2
3124807,NA,NA,NA,NA,NA,NA,0,0
3125101,NA,NA,NA,NA,NA,NA,0,0
3125200,NA,NA,NA,NA,NA,NA,0,0
3125705,NA,NA,NA,NA,NA,NA,0,0
3126109,NA,NA,NA,NA,NA,NA,0,0
3126208,NA,NA,NA,NA,NA,NA,0,0
3126307,NA,NA,NA,NA,NA,NA,0,0
3127008,NA,NA,NA,NA,NA,NA,0,0
3127107,NA,NA,NA,NA,NA,NA,0,1
3127404,NA,NA,NA,NA,NA,NA,0,0
3127909,NA,NA,NA,NA,NA,NA,0,0
3128105,NA,NA,NA,NA,NA,NA,0,0
3128303,NA,NA,NA,NA,NA,NA,0,0
3128600,NA,NA,NA,NA,NA,NA,0,35
3128709,NA,NA,NA,NA,NA,NA,0,0
3128907,NA,NA,NA,NA,NA,NA,0,0
3129202,NA,NA,NA,NA,NA,NA,20,0
3129509,NA,NA,NA,NA,NA,NA,0,0
3129608,NA,NA,NA,NA,NA,NA,0,0
3129707,NA,NA,NA,NA,NA,NA,0,57
3129905,NA,NA,NA,NA,NA,NA,0,0
3130309,NA,NA,NA,NA,NA,NA,0,0
3130507,NA,NA,NA,NA,NA,NA,33,33
3130606,NA,NA,NA,NA,NA,NA,0,0
3130705,NA,NA,NA,NA,NA,NA,0,0
3131406,NA,NA,NA,NA,NA,NA,0,0
3131505,NA,NA,NA,NA,NA,NA,0,0
3131604,NA,NA,NA,NA,NA,NA,0,54
3132404,NA,NA,NA,NA,NA,NA,0,0
3132909,NA,NA,NA,NA,NA,NA,0,0
3133402,NA,NA,NA,NA,NA,NA,0,0
3133501,NA,NA,NA,NA,NA,NA,0,0
3133600,NA,NA,NA,NA,NA,NA,0,0
3133758,NA,NA,NA,NA,NA,NA,0,0
3134202,NA,NA,NA,NA,NA,NA,0,0
3134400,NA,NA,NA,NA,NA,NA,0,0
3134806,NA,NA,NA,NA,NA,NA,0,14
3134905,NA,NA,NA,NA,NA,NA,0,0
3135308,NA,NA,NA,NA,NA,NA,0,0
3135902,NA,NA,NA,NA,NA,NA,0,0
3136306,NA,NA,NA,NA,NA,NA,7,7
3136900,NA,NA,NA,NA,NA,NA,0,0
3137106,NA,NA,NA,NA,NA,NA,0,0
3137205,NA,NA,NA,NA,NA,NA,0,0
3137502,NA,NA,NA,NA,NA,NA,0,2
3137536,NA,NA,NA,NA,NA,NA,0,0
3137809,NA,NA,NA,NA,NA,NA,0,0
3138104,NA,NA,NA,NA,NA,NA,0,25
3138203,NA,NA,NA,NA,NA,NA,0,0
3138302,NA,NA,NA,NA,NA,NA,0,0
3138625,NA,NA,NA,NA,NA,NA,0,0
3138807,NA,NA,NA,NA,NA,NA,0,0
3139003,NA,NA,NA,NA,NA,NA,16,0
3139904,NA,NA,NA,NA,NA,NA,0,0
3140407,NA,NA,NA,NA,NA,NA,0,0
3140506,NA,NA,NA,NA,NA,NA,0,0
3141207,NA,NA,NA,NA,NA,NA,0,0
3141306,NA,NA,NA,NA,NA,NA,0,0
3142403,NA,NA,NA,NA,NA,NA,0,0
3142601,NA,NA,NA,NA,NA,NA,0,0
3142809,NA,NA,NA,NA,NA,NA,0,0
3143005,NA,NA,NA,NA,NA,NA,0,5
3143104,NA,NA,NA,NA,NA,NA,0,0
3143203,NA,NA,NA,NA,NA,NA,0,0
3143401,NA,NA,NA,NA,NA,NA,0,0
3143500,NA,NA,NA,NA,NA,NA,0,0
3143807,NA,NA,NA,NA,NA,NA,0,0
3144102,NA,NA,NA,NA,NA,NA,0,0
3144375,NA,NA,NA,NA,NA,NA,0,0
3144409,NA,NA,NA,NA,NA,NA,0,0
3144607,NA,NA,NA,NA,NA,NA,0,0
3145000,NA,NA,NA,NA,NA,NA,0,74
3145109,NA,NA,NA,NA,NA,NA,0,0
3145208,NA,NA,NA,NA,NA,NA,0,0
3145505,NA,NA,NA,NA,NA,NA,0,0
3146008,NA,NA,NA,NA,NA,NA,0,0
3146404,NA,NA,NA,NA,NA,NA,0,0
3146503,NA,NA,NA,NA,NA,NA,0,0
3147006,NA,NA,NA,NA,NA,NA,9,0
3147204,NA,NA,NA,NA,NA,NA,0,0
3147303,NA,NA,NA,NA,NA,NA,0,0
3147907,NA,NA,NA,NA,NA,NA,0,0
3148103,NA,NA,NA,NA,NA,NA,46,0
3148905,NA,NA,NA,NA,NA,NA,0,0
3149101,NA,NA,NA,NA,NA,NA,0,0
3149200,NA,NA,NA,NA,NA,NA,0,0
3149705,NA,NA,NA,NA,NA,NA,1,0
3149804,NA,NA,NA,NA,NA,NA,0,27
3149903,NA,NA,NA,NA,NA,NA,0,0
3150505,NA,NA,NA,NA,NA,NA,0,9
3150570,NA,NA,NA,NA,NA,NA,0,0
3150703,NA,NA,NA,NA,NA,NA,0,0
3150901,NA,NA,NA,NA,NA,NA,0,0
3151008,NA,NA,NA,NA,NA,NA,0,0
3151404,NA,NA,NA,NA,NA,NA,0,0
3151503,NA,NA,NA,NA,NA,NA,0,0
3151602,NA,NA,NA,NA,NA,NA,0,0
3151701,NA,NA,NA,NA,NA,NA,41,0
3151800,NA,NA,NA,NA,NA,NA,0,0
3152131,NA,NA,NA,NA,NA,NA,0,0
3152501,NA,NA,NA,NA,NA,NA,0,0
3152808,NA,NA,NA,NA,NA,NA,53,0
3152907,NA,NA,NA,NA,NA,NA,0,0
3153004,NA,NA,NA,NA,NA,NA,25,0
3153400,NA,NA,NA,NA,NA,NA,13,13
3153707,NA,NA,NA,NA,NA,NA,0,0
3154457,NA,NA,NA,NA,NA,NA,0,0
3154705,NA,NA,NA,NA,NA,NA,0,0
3155504,NA,NA,NA,NA,NA,NA,0,0
3156403,NA,NA,NA,NA,NA,NA,0,0
3156908,NA,NA,NA,NA,NA,NA,33,33
3157609,NA,NA,NA,NA,NA,NA,8,0
3157708,NA,NA,NA,NA,NA,NA,0,0
3158300,NA,NA,NA,NA,NA,NA,0,0
3158805,NA,NA,NA,NA,NA,NA,0,0
3159209,NA,NA,NA,NA,NA,NA,0,0
3159605,NA,NA,NA,NA,NA,NA,0,10
3159704,NA,NA,NA,NA,NA,NA,0,0
3159803,NA,NA,NA,NA,NA,NA,0,0
3159902,NA,NA,NA,NA,NA,NA,0,0
3160405,NA,NA,NA,NA,NA,NA,0,0
3160801,NA,NA,NA,NA,NA,NA,0,0
3161205,NA,NA,NA,NA,NA,NA,0,0
3161304,NA,NA,NA,NA,NA,NA,0,0
3161700,NA,NA,NA,NA,NA,NA,0,0
3162005,NA,NA,NA,NA,NA,NA,0,0
3162104,NA,NA,NA,NA,NA,NA,0,14
3162203,NA,NA,NA,NA,NA,NA,0,0
3162302,NA,NA,NA,NA,NA,NA,0,0
3162948,NA,NA,NA,NA,NA,NA,0,0
3163201,NA,NA,NA,NA,NA,NA,0,0
3163904,NA,NA,NA,NA,NA,NA,6,0
3164209,NA,NA,NA,NA,NA,NA,0,0
3164308,NA,NA,NA,NA,NA,NA,0,0
3164407,NA,NA,NA,NA,NA,NA,0,0
3164605,NA,NA,NA,NA,NA,NA,0,0
3164704,NA,NA,NA,NA,NA,NA,8,0
3165107,NA,NA,NA,NA,NA,NA,0,0
3165404,NA,NA,NA,NA,NA,NA,0,0
3165578,NA,NA,NA,NA,NA,NA,0,0
3165800,NA,NA,NA,NA,NA,NA,0,0
3166600,NA,NA,NA,NA,NA,NA,0,0
3166808,NA,NA,NA,NA,NA,NA,0,0
3166907,NA,NA,NA,NA,NA,NA,0,0
3167400,NA,NA,NA,NA,NA,NA,0,0
3168101,NA,NA,NA,NA,NA,NA,6,6
3168200,NA,NA,NA,NA,NA,NA,0,0
3168903,NA,NA,NA,NA,NA,NA,0,0
3169059,NA,NA,NA,NA,NA,NA,0,0
3169109,NA,NA,NA,NA,NA,NA,0,0
3169307,NA,NA,NA,NA,NA,NA,0,0
3169356,NA,NA,NA,NA,NA,NA,0,0
3169406,NA,NA,NA,NA,NA,NA,0,0
3169604,NA,NA,NA,NA,NA,NA,0,0
3169802,NA,NA,NA,NA,NA,NA,0,0
3170008,NA,NA,NA,NA,NA,NA,0,0
3170107,NA,NA,NA,NA,NA,NA,0,6
3170206,NA,NA,NA,NA,NA,NA,0,2
3170404,NA,NA,NA,NA,NA,NA,0,2
3170438,NA,NA,NA,NA,NA,NA,0,0
3170479,NA,NA,NA,NA,NA,NA,0,0
3170529,NA,NA,NA,NA,NA,NA,0,0
3170602,NA,NA,NA,NA,NA,NA,0,0
3170701,NA,NA,NA,NA,NA,NA,0,1
3170750,NA,NA,NA,NA,NA,NA,0,273
3170800,NA,NA,NA,NA,NA,NA,0,0
3171006,NA,NA,NA,NA,NA,NA,0,0
3171105,NA,NA,NA,NA,NA,NA,0,34
3171709,NA,NA,NA,NA,NA,NA,0,0
3172202,NA,NA,NA,NA,NA,NA,0,0
5000203,NA,NA,NA,NA,NA,NA,0,0
5000252,NA,NA,NA,NA,NA,NA,0,0
5000807,NA,NA,NA,NA,NA,NA,0,0
5000856,NA,NA,NA,NA,NA,NA,0,0
5001003,NA,NA,NA,NA,NA,NA,0,0
5001243,NA,NA,NA,NA,NA,NA,0,0
5001508,NA,NA,NA,NA,NA,NA,0,0
5001904,NA,NA,NA,NA,NA,NA,0,0
5002001,NA,NA,NA,NA,NA,NA,0,0
5002159,NA,NA,NA,NA,NA,NA,0,0
5002209,NA,NA,NA,NA,NA,NA,0,0
5002308,NA,NA,NA,NA,NA,NA,0,0
5002605,NA,NA,NA,NA,NA,NA,0,0
5002803,NA,NA,NA,NA,NA,NA,0,0
5002902,NA,NA,NA,NA,NA,NA,0,0
5002951,NA,NA,NA,NA,NA,NA,0,0
5003108,NA,NA,NA,NA,NA,NA,0,0
5003256,NA,NA,NA,NA,NA,NA,0,0
5003306,NA,NA,NA,NA,NA,NA,0,0
5003454,NA,NA,NA,NA,NA,NA,0,0
5003488,NA,NA,NA,NA,NA,NA,0,0
5003801,NA,NA,NA,NA,NA,NA,0,0
5003900,NA,NA,NA,NA,NA,NA,0,0
5004007,NA,NA,NA,NA,NA,NA,0,0
5004106,NA,NA,NA,NA,NA,NA,0,0
5004304,NA,NA,NA,NA,NA,NA,0,498
5004403,NA,NA,NA,NA,NA,NA,0,0
5004502,NA,NA,NA,NA,NA,NA,0,0
5004601,NA,NA,NA,NA,NA,NA,0,0
5004700,NA,NA,NA,NA,NA,NA,0,0
5004908,NA,NA,NA,NA,NA,NA,0,0
5005004,NA,NA,NA,NA,NA,NA,0,0
5005103,NA,NA,NA,NA,NA,NA,0,0
5005152,NA,NA,NA,NA,NA,NA,0,0
5005400,NA,NA,NA,NA,NA,NA,0,0
5005681,NA,NA,NA,NA,NA,NA,0,0
5006002,NA,NA,NA,NA,NA,NA,0,0
5006200,NA,NA,NA,NA,NA,NA,0,0
5006259,NA,NA,NA,NA,NA,NA,0,0
5006275,NA,NA,NA,NA,NA,NA,0,0
5006309,NA,NA,NA,NA,NA,NA,0,0
5006358,NA,NA,NA,NA,NA,NA,0,0
5006408,NA,NA,NA,NA,NA,NA,0,0
5006606,NA,NA,NA,NA,NA,NA,5,5
5007109,NA,NA,NA,NA,NA,NA,0,0
5007307,NA,NA,NA,NA,NA,NA,0,0
5007406,NA,NA,NA,NA,NA,NA,0,0
5007505,NA,NA,NA,NA,NA,NA,0,0
5007554,NA,NA,NA,NA,NA,NA,0,0
5007703,NA,NA,NA,NA,NA,NA,0,0
5007802,NA,NA,NA,NA,NA,NA,0,0
5007935,NA,NA,NA,NA,NA,NA,0,0
5007950,NA,NA,NA,NA,NA,NA,0,0
5007976,NA,NA,NA,NA,NA,NA,0,0
5008305,NA,NA,NA,NA,NA,NA,0,0
5008404,NA,NA,NA,NA,NA,NA,0,0
5103437,NA,NA,NA,NA,NA,NA,0,0
5103452,NA,NA,NA,NA,NA,NA,0,0
5103502,NA,NA,NA,NA,NA,NA,0,0
5103601,NA,NA,NA,NA,NA,NA,0,0
5103809,NA,NA,NA,NA,NA,NA,0,0
5103908,NA,NA,NA,NA,NA,NA,0,0
5104104,NA,NA,NA,NA,NA,NA,1,0
5104203,NA,NA,NA,NA,NA,NA,0,0
5104500,NA,NA,NA,NA,NA,NA,0,0
5104526,NA,NA,NA,NA,NA,NA,0,0
5104542,NA,NA,NA,NA,NA,NA,0,0
5104559,NA,NA,NA,NA,NA,NA,2,0
5104609,NA,NA,NA,NA,NA,NA,0,0
5104906,NA,NA,NA,NA,NA,NA,0,0
5105002,NA,NA,NA,NA,NA,NA,0,0
5105176,NA,NA,NA,NA,NA,NA,0,0
5105200,NA,NA,NA,NA,NA,NA,0,0
5105234,NA,NA,NA,NA,NA,NA,0,0
5105259,NA,NA,NA,NA,NA,NA,0,0
5105580,NA,NA,NA,NA,NA,NA,0,0
5105903,NA,NA,NA,NA,NA,NA,0,0
5106000,NA,NA,NA,NA,NA,NA,0,0
5106174,NA,NA,NA,NA,NA,NA,0,0
5106190,NA,NA,NA,NA,NA,NA,0,0
5106208,NA,NA,NA,NA,NA,NA,0,0
5106216,NA,NA,NA,NA,NA,NA,0,0
5106232,NA,NA,NA,NA,NA,NA,0,0
5106257,NA,NA,NA,NA,NA,NA,0,0
5106273,NA,NA,NA,NA,NA,NA,0,0
5106307,NA,NA,NA,NA,NA,NA,0,46
5106372,NA,NA,NA,NA,NA,NA,0,2
5106455,NA,NA,NA,NA,NA,NA,0,0
5106653,NA,NA,NA,NA,NA,NA,0,0
5106703,NA,NA,NA,NA,NA,NA,0,0
5106752,NA,NA,NA,NA,NA,NA,0,0
5106778,NA,NA,NA,NA,NA,NA,0,0
5107008,NA,NA,NA,NA,NA,NA,0,0
5107040,NA,NA,NA,NA,NA,NA,0,0
5107107,NA,NA,NA,NA,NA,NA,0,0
5107156,NA,NA,NA,NA,NA,NA,0,0
5107180,NA,NA,NA,NA,NA,NA,0,0
5107198,NA,NA,NA,NA,NA,NA,0,0
5107206,NA,NA,NA,NA,NA,NA,0,0
5107248,NA,NA,NA,NA,NA,NA,0,0
5107263,NA,NA,NA,NA,NA,NA,0,0
5107297,NA,NA,NA,NA,NA,NA,0,0
5107305,NA,NA,NA,NA,NA,NA,0,0
5107354,NA,NA,NA,NA,NA,NA,0,0
5107404,NA,NA,NA,NA,NA,NA,0,0
5107701,NA,NA,NA,NA,NA,NA,21,0
5107743,NA,NA,NA,NA,NA,NA,0,0
5107750,NA,NA,NA,NA,NA,NA,0,0
5107768,NA,NA,NA,NA,NA,NA,0,0
5107792,NA,NA,NA,NA,NA,NA,0,0
5107883,NA,NA,NA,NA,NA,NA,0,0
5108055,NA,NA,NA,NA,NA,NA,0,0
5108105,NA,NA,NA,NA,NA,NA,0,0
5108204,NA,NA,NA,NA,NA,NA,0,0
5108303,NA,NA,NA,NA,NA,NA,0,0
5108352,NA,NA,NA,NA,NA,NA,0,0
5108501,NA,NA,NA,NA,NA,NA,0,0
5108600,NA,NA,NA,NA,NA,NA,0,0
5108808,NA,NA,NA,NA,NA,NA,0,0
5108857,NA,NA,NA,NA,NA,NA,0,0
5108907,NA,NA,NA,NA,NA,NA,0,0
5108956,NA,NA,NA,NA,NA,NA,0,0
5100250,NA,NA,NA,NA,NA,NA,0,3
5100300,NA,NA,NA,NA,NA,NA,0,0
5100359,NA,NA,NA,NA,NA,NA,0,0
5100409,NA,NA,NA,NA,NA,NA,0,0
5100607,NA,NA,NA,NA,NA,NA,0,0
5101001,NA,NA,NA,NA,NA,NA,0,0
5101209,NA,NA,NA,NA,NA,NA,0,0
5101258,NA,NA,NA,NA,NA,NA,0,0
5101308,NA,NA,NA,NA,NA,NA,0,0
5102678,NA,NA,NA,NA,NA,NA,0,0
5102686,NA,NA,NA,NA,NA,NA,0,0
5102850,NA,NA,NA,NA,NA,NA,0,0
5103106,NA,NA,NA,NA,NA,NA,0,0
5103205,NA,NA,NA,NA,NA,NA,0,0
5103353,NA,NA,NA,NA,NA,NA,0,0
5103361,NA,NA,NA,NA,NA,NA,0,0
1506708,NA,NA,NA,NA,NA,NA,0,0
2201309,NA,NA,NA,NA,NA,NA,0,0
2209757,NA,NA,NA,NA,NA,NA,0,0
4100202,NA,NA,NA,NA,NA,NA,0,0
4100301,NA,NA,NA,NA,NA,NA,0,0
4100400,NA,NA,NA,NA,NA,NA,0,0
4100509,NA,NA,NA,NA,NA,NA,0,0
4100608,NA,NA,NA,NA,NA,NA,0,0
4100806,NA,NA,NA,NA,NA,NA,0,0
4100905,NA,NA,NA,NA,NA,NA,0,0
4101150,NA,NA,NA,NA,NA,NA,0,0
4101200,NA,NA,NA,NA,NA,NA,0,0
4101309,NA,NA,NA,NA,NA,NA,0,0
4101606,NA,NA,NA,NA,NA,NA,0,0
4101804,NA,NA,NA,NA,NA,NA,29,0
4102109,NA,NA,NA,NA,NA,NA,0,0
4102208,NA,NA,NA,NA,NA,NA,0,0
4102307,NA,NA,NA,NA,NA,NA,0,0
4102802,NA,NA,NA,NA,NA,NA,0,0
4103107,NA,NA,NA,NA,NA,NA,0,0
4103404,NA,NA,NA,NA,NA,NA,0,0
4103602,NA,NA,NA,NA,NA,NA,0,0
4103701,NA,NA,NA,NA,NA,NA,0,0
4104006,NA,NA,NA,NA,NA,NA,0,0
4104105,NA,NA,NA,NA,NA,NA,0,0
4104204,NA,NA,NA,NA,NA,NA,0,0
4104253,NA,NA,NA,NA,NA,NA,0,0
4104659,NA,NA,NA,NA,NA,NA,0,0
4104709,NA,NA,NA,NA,NA,NA,0,0
4104907,NA,NA,NA,NA,NA,NA,0,0
4105102,NA,NA,NA,NA,NA,NA,0,0
4105201,NA,NA,NA,NA,NA,NA,0,0
4105607,NA,NA,NA,NA,NA,NA,0,0
4105805,NA,NA,NA,NA,NA,NA,0,0
4105904,NA,NA,NA,NA,NA,NA,0,0
4106209,NA,NA,NA,NA,NA,NA,0,0
4106605,NA,NA,NA,NA,NA,NA,0,0
4106704,NA,NA,NA,NA,NA,NA,0,0
4106902,NA,NA,NA,NA,NA,NA,0,0
4107108,NA,NA,NA,NA,NA,NA,0,0
4107256,NA,NA,NA,NA,NA,NA,0,0
4107520,NA,NA,NA,NA,NA,NA,0,0
4107652,NA,NA,NA,NA,NA,NA,0,0
4107801,NA,NA,NA,NA,NA,NA,0,0
4108007,NA,NA,NA,NA,NA,NA,0,0
4108106,NA,NA,NA,NA,NA,NA,0,0
4108908,NA,NA,NA,NA,NA,NA,0,0
4109005,NA,NA,NA,NA,NA,NA,0,0
4109104,NA,NA,NA,NA,NA,NA,0,0
4109203,NA,NA,NA,NA,NA,NA,0,0
4109609,NA,NA,NA,NA,NA,NA,0,0
4109906,NA,NA,NA,NA,NA,NA,0,0
4110003,NA,NA,NA,NA,NA,NA,0,0
4110300,NA,NA,NA,NA,NA,NA,0,0
4110409,NA,NA,NA,NA,NA,NA,0,0
4110904,NA,NA,NA,NA,NA,NA,0,0
4111258,NA,NA,NA,NA,NA,NA,0,0
4111308,NA,NA,NA,NA,NA,NA,0,0
4111555,NA,NA,NA,NA,NA,NA,0,0
4111704,NA,NA,NA,NA,NA,NA,0,0
4111803,NA,NA,NA,NA,NA,NA,0,0
4111902,NA,NA,NA,NA,NA,NA,0,0
4112009,NA,NA,NA,NA,NA,NA,0,0
4112405,NA,NA,NA,NA,NA,NA,0,0
4112603,NA,NA,NA,NA,NA,NA,0,0
4112801,NA,NA,NA,NA,NA,NA,0,0
4113205,NA,NA,NA,NA,NA,NA,0,0
