"CD_MUN","agua_2021","agua_2022","terra_2021","terra_2022","violencia_2021","violencia_2022","trabalhoescravo_2021","trabalhoescravo_2022"
2928000,NA,NA,NA,NA,NA,NA,0,0
2928059,NA,NA,NA,NA,NA,NA,0,16
2928208,NA,NA,NA,NA,NA,NA,0,0
2928307,NA,NA,NA,NA,NA,NA,0,0
2928406,NA,NA,NA,NA,NA,NA,0,0
2928505,NA,NA,NA,NA,NA,NA,0,1
2928703,NA,NA,NA,NA,NA,NA,0,0
2928802,NA,NA,NA,NA,NA,NA,0,0
2928950,NA,NA,NA,NA,NA,NA,0,0
2929008,NA,NA,NA,NA,NA,NA,0,0
2929057,NA,NA,NA,NA,NA,NA,0,0
2929107,NA,NA,NA,NA,NA,NA,0,0
2929206,NA,NA,NA,NA,NA,NA,0,0
2929255,NA,NA,NA,NA,NA,NA,0,0
2929305,NA,NA,NA,NA,NA,NA,0,1
2929354,NA,NA,NA,NA,NA,NA,0,0
2929370,NA,NA,NA,NA,NA,NA,0,0
2929404,NA,NA,NA,NA,NA,NA,0,0
2929602,NA,NA,NA,NA,NA,NA,0,0
2929701,NA,NA,NA,NA,NA,NA,0,0
2929750,NA,NA,NA,NA,NA,NA,0,0
2929800,NA,NA,NA,NA,NA,NA,0,0
2929909,NA,NA,NA,NA,NA,NA,0,0
2930006,NA,NA,NA,NA,NA,NA,0,0
2930154,NA,NA,NA,NA,NA,NA,0,0
2930402,NA,NA,NA,NA,NA,NA,0,0
2930501,NA,NA,NA,NA,NA,NA,0,0
2930600,NA,NA,NA,NA,NA,NA,0,0
2930758,NA,NA,NA,NA,NA,NA,0,0
2930766,NA,NA,NA,NA,NA,NA,0,0
2930774,NA,NA,NA,NA,NA,NA,0,0
2930907,NA,NA,NA,NA,NA,NA,0,0
2931004,NA,NA,NA,NA,NA,NA,0,0
2931053,NA,NA,NA,NA,NA,NA,0,0
2931103,NA,NA,NA,NA,NA,NA,0,0
2931202,NA,NA,NA,NA,NA,NA,0,0
2931301,NA,NA,NA,NA,NA,NA,0,0
2931350,NA,NA,NA,NA,NA,NA,0,0
2931400,NA,NA,NA,NA,NA,NA,0,0
2931509,NA,NA,NA,NA,NA,NA,0,0
2931608,NA,NA,NA,NA,NA,NA,0,0
2931707,NA,NA,NA,NA,NA,NA,0,0
2931806,NA,NA,NA,NA,NA,NA,0,0
2931905,NA,NA,NA,NA,NA,NA,0,0
2932002,NA,NA,NA,NA,NA,NA,0,0
2932101,NA,NA,NA,NA,NA,NA,0,0
2932200,NA,NA,NA,NA,NA,NA,0,0
2932309,NA,NA,NA,NA,NA,NA,0,0
2932408,NA,NA,NA,NA,NA,NA,0,0
2932457,NA,NA,NA,NA,NA,NA,0,0
2932606,NA,NA,NA,NA,NA,NA,0,0
2932705,NA,NA,NA,NA,NA,NA,0,0
2932903,NA,NA,NA,NA,NA,NA,0,0
2933000,NA,NA,NA,NA,NA,NA,0,0
2933059,NA,NA,NA,NA,NA,NA,0,0
2933109,NA,NA,NA,NA,NA,NA,0,0
2933158,NA,NA,NA,NA,NA,NA,0,0
2933174,NA,NA,NA,NA,NA,NA,0,0
2933208,NA,NA,NA,NA,NA,NA,0,0
2933257,NA,NA,NA,NA,NA,NA,0,0
2933406,NA,NA,NA,NA,NA,NA,0,0
2933455,NA,NA,NA,NA,NA,NA,0,0
2933505,NA,NA,NA,NA,NA,NA,0,0
2300101,NA,NA,NA,NA,NA,NA,0,0
2300150,NA,NA,NA,NA,NA,NA,0,0
2300200,NA,NA,NA,NA,NA,NA,0,0
2300309,NA,NA,NA,NA,NA,NA,0,0
2300408,NA,NA,NA,NA,NA,NA,0,0
2300507,NA,NA,NA,NA,NA,NA,0,0
2300606,NA,NA,NA,NA,NA,NA,0,0
2300705,NA,NA,NA,NA,NA,NA,0,0
2300754,NA,NA,NA,NA,NA,NA,0,0
2300804,NA,NA,NA,NA,NA,NA,0,0
2300903,NA,NA,NA,NA,NA,NA,0,0
2301208,NA,NA,NA,NA,NA,NA,0,0
2301257,NA,NA,NA,NA,NA,NA,0,0
2301307,NA,NA,NA,NA,NA,NA,0,0
2301406,NA,NA,NA,NA,NA,NA,0,0
2301505,NA,NA,NA,NA,NA,NA,0,0
2301604,NA,NA,NA,NA,NA,NA,0,0
2301703,NA,NA,NA,NA,NA,NA,0,0
2301802,NA,NA,NA,NA,NA,NA,0,0
2301851,NA,NA,NA,NA,NA,NA,0,0
2301901,NA,NA,NA,NA,NA,NA,0,0
2301950,NA,NA,NA,NA,NA,NA,0,0
2302008,NA,NA,NA,NA,NA,NA,0,0
2302057,NA,NA,NA,NA,NA,NA,0,0
2302107,NA,NA,NA,NA,NA,NA,0,0
2302206,NA,NA,NA,NA,NA,NA,0,40
2302305,NA,NA,NA,NA,NA,NA,0,0
2302404,NA,NA,NA,NA,NA,NA,0,0
2302503,NA,NA,NA,NA,NA,NA,0,0
2302701,NA,NA,NA,NA,NA,NA,0,0
2302800,NA,NA,NA,NA,NA,NA,0,0
2302909,NA,NA,NA,NA,NA,NA,0,0
2303006,NA,NA,NA,NA,NA,NA,0,0
2303105,NA,NA,NA,NA,NA,NA,0,0
2303204,NA,NA,NA,NA,NA,NA,0,0
2303303,NA,NA,NA,NA,NA,NA,0,0
2303402,NA,NA,NA,NA,NA,NA,0,0
2303501,NA,NA,NA,NA,NA,NA,0,0
2303600,NA,NA,NA,NA,NA,NA,0,0
2303659,NA,NA,NA,NA,NA,NA,0,0
2303808,NA,NA,NA,NA,NA,NA,0,0
2303907,NA,NA,NA,NA,NA,NA,0,0
2303931,NA,NA,NA,NA,NA,NA,0,0
2303956,NA,NA,NA,NA,NA,NA,0,0
2304004,NA,NA,NA,NA,NA,NA,0,0
2304236,NA,NA,NA,NA,NA,NA,0,0
2304251,NA,NA,NA,NA,NA,NA,0,0
2304269,NA,NA,NA,NA,NA,NA,0,0
2304277,NA,NA,NA,NA,NA,NA,0,0
2304285,NA,NA,NA,NA,NA,NA,0,0
2304301,NA,NA,NA,NA,NA,NA,0,0
2304350,NA,NA,NA,NA,NA,NA,0,0
2304400,NA,NA,NA,NA,NA,NA,3,3
2304459,NA,NA,NA,NA,NA,NA,0,1
2304509,NA,NA,NA,NA,NA,NA,0,0
2304608,NA,NA,NA,NA,NA,NA,0,0
2304657,NA,NA,NA,NA,NA,NA,0,0
2304707,NA,NA,NA,NA,NA,NA,96,0
2304806,NA,NA,NA,NA,NA,NA,0,0
2304905,NA,NA,NA,NA,NA,NA,0,0
2304954,NA,NA,NA,NA,NA,NA,0,0
2305001,NA,NA,NA,NA,NA,NA,0,0
2305100,NA,NA,NA,NA,NA,NA,0,0
2305209,NA,NA,NA,NA,NA,NA,0,0
2305233,NA,NA,NA,NA,NA,NA,0,0
2305266,NA,NA,NA,NA,NA,NA,0,0
2305308,NA,NA,NA,NA,NA,NA,0,0
2305332,NA,NA,NA,NA,NA,NA,0,0
2305407,NA,NA,NA,NA,NA,NA,0,0
2305605,NA,NA,NA,NA,NA,NA,0,0
2305654,NA,NA,NA,NA,NA,NA,0,0
2305704,NA,NA,NA,NA,NA,NA,0,0
2305803,NA,NA,NA,NA,NA,NA,0,0
2306009,NA,NA,NA,NA,NA,NA,0,0
2306108,NA,NA,NA,NA,NA,NA,0,0
2306207,NA,NA,NA,NA,NA,NA,0,0
2306256,NA,NA,NA,NA,NA,NA,17,0
2306306,NA,NA,NA,NA,NA,NA,0,0
2306504,NA,NA,NA,NA,NA,NA,0,0
2306553,NA,NA,NA,NA,NA,NA,0,0
2306603,NA,NA,NA,NA,NA,NA,0,0
2306702,NA,NA,NA,NA,NA,NA,0,0
2306801,NA,NA,NA,NA,NA,NA,0,0
2306900,NA,NA,NA,NA,NA,NA,0,0
2307007,NA,NA,NA,NA,NA,NA,0,0
2307106,NA,NA,NA,NA,NA,NA,0,0
2307205,NA,NA,NA,NA,NA,NA,0,0
2307254,NA,NA,NA,NA,NA,NA,0,0
2307304,NA,NA,NA,NA,NA,NA,0,0
2307403,NA,NA,NA,NA,NA,NA,0,0
2307502,NA,NA,NA,NA,NA,NA,0,0
2307635,NA,NA,NA,NA,NA,NA,0,0
2307650,NA,NA,NA,NA,NA,NA,0,0
2307700,NA,NA,NA,NA,NA,NA,0,0
2307809,NA,NA,NA,NA,NA,NA,0,0
2307908,NA,NA,NA,NA,NA,NA,0,0
2308005,NA,NA,NA,NA,NA,NA,0,0
2308203,NA,NA,NA,NA,NA,NA,0,0
2308302,NA,NA,NA,NA,NA,NA,0,0
2308351,NA,NA,NA,NA,NA,NA,0,0
2308377,NA,NA,NA,NA,NA,NA,0,0
2308401,NA,NA,NA,NA,NA,NA,0,0
2308500,NA,NA,NA,NA,NA,NA,0,0
2308609,NA,NA,NA,NA,NA,NA,0,0
2308708,NA,NA,NA,NA,NA,NA,0,0
2308807,NA,NA,NA,NA,NA,NA,0,0
2308906,NA,NA,NA,NA,NA,NA,0,0
2309003,NA,NA,NA,NA,NA,NA,0,0
2309102,NA,NA,NA,NA,NA,NA,0,0
2309201,NA,NA,NA,NA,NA,NA,0,0
2309300,NA,NA,NA,NA,NA,NA,0,0
2309409,NA,NA,NA,NA,NA,NA,0,0
2309458,NA,NA,NA,NA,NA,NA,0,0
2309508,NA,NA,NA,NA,NA,NA,0,0
2309607,NA,NA,NA,NA,NA,NA,0,0
2309805,NA,NA,NA,NA,NA,NA,0,0
2309904,NA,NA,NA,NA,NA,NA,0,0
2310001,NA,NA,NA,NA,NA,NA,0,0
2310100,NA,NA,NA,NA,NA,NA,0,0
2310209,NA,NA,NA,NA,NA,NA,0,0
2310258,NA,NA,NA,NA,NA,NA,0,0
2310308,NA,NA,NA,NA,NA,NA,0,0
2310407,NA,NA,NA,NA,NA,NA,0,0
2310506,NA,NA,NA,NA,NA,NA,0,0
2310605,NA,NA,NA,NA,NA,NA,0,0
2310704,NA,NA,NA,NA,NA,NA,0,0
2310803,NA,NA,NA,NA,NA,NA,0,0
2310852,NA,NA,NA,NA,NA,NA,0,0
2310902,NA,NA,NA,NA,NA,NA,0,0
2310951,NA,NA,NA,NA,NA,NA,0,0
2311009,NA,NA,NA,NA,NA,NA,0,0
2311108,NA,NA,NA,NA,NA,NA,0,0
2311207,NA,NA,NA,NA,NA,NA,0,0
2311231,NA,NA,NA,NA,NA,NA,0,0
2311264,NA,NA,NA,NA,NA,NA,0,0
2311306,NA,NA,NA,NA,NA,NA,0,0
2311355,NA,NA,NA,NA,NA,NA,0,0
2311405,NA,NA,NA,NA,NA,NA,0,0
2311504,NA,NA,NA,NA,NA,NA,0,0
2311603,NA,NA,NA,NA,NA,NA,0,0
2311702,NA,NA,NA,NA,NA,NA,0,0
2311801,NA,NA,NA,NA,NA,NA,1,0
2311900,NA,NA,NA,NA,NA,NA,0,0
2311959,NA,NA,NA,NA,NA,NA,0,0
2312007,NA,NA,NA,NA,NA,NA,0,0
2312106,NA,NA,NA,NA,NA,NA,0,0
2312304,NA,NA,NA,NA,NA,NA,0,0
2312403,NA,NA,NA,NA,NA,NA,0,0
2312502,NA,NA,NA,NA,NA,NA,0,0
2312601,NA,NA,NA,NA,NA,NA,0,0
2312700,NA,NA,NA,NA,NA,NA,0,0
2312809,NA,NA,NA,NA,NA,NA,0,0
2312908,NA,NA,NA,NA,NA,NA,0,0
2313005,NA,NA,NA,NA,NA,NA,0,0
2313104,NA,NA,NA,NA,NA,NA,0,0
2313203,NA,NA,NA,NA,NA,NA,0,0
2313252,NA,NA,NA,NA,NA,NA,0,0
2313302,NA,NA,NA,NA,NA,NA,0,0
2313351,NA,NA,NA,NA,NA,NA,0,0
2313401,NA,NA,NA,NA,NA,NA,0,0
2313500,NA,NA,NA,NA,NA,NA,0,0
2313559,NA,NA,NA,NA,NA,NA,0,0
2313609,NA,NA,NA,NA,NA,NA,0,0
2313708,NA,NA,NA,NA,NA,NA,0,0
2313757,NA,NA,NA,NA,NA,NA,0,0
2313807,NA,NA,NA,NA,NA,NA,0,0
2313906,NA,NA,NA,NA,NA,NA,0,0
2313955,NA,NA,NA,NA,NA,NA,0,0
2314003,NA,NA,NA,NA,NA,NA,0,0
2314102,NA,NA,NA,NA,NA,NA,0,0
3200102,NA,NA,NA,NA,NA,NA,0,10
3200136,NA,NA,NA,NA,NA,NA,0,0
3200169,NA,NA,NA,NA,NA,NA,0,0
3200201,NA,NA,NA,NA,NA,NA,0,0
3200300,NA,NA,NA,NA,NA,NA,0,0
3200359,NA,NA,NA,NA,NA,NA,2,0
3200409,NA,NA,NA,NA,NA,NA,0,0
3200508,NA,NA,NA,NA,NA,NA,0,0
3200706,NA,NA,NA,NA,NA,NA,0,0
3200904,NA,NA,NA,NA,NA,NA,0,0
3201001,NA,NA,NA,NA,NA,NA,0,0
3201100,NA,NA,NA,NA,NA,NA,0,0
3201159,NA,NA,NA,NA,NA,NA,0,0
3201209,NA,NA,NA,NA,NA,NA,0,0
3201308,NA,NA,NA,NA,NA,NA,0,0
3201407,NA,NA,NA,NA,NA,NA,0,0
3201704,NA,NA,NA,NA,NA,NA,0,0
3201803,NA,NA,NA,NA,NA,NA,0,0
3201902,NA,NA,NA,NA,NA,NA,0,0
3202009,NA,NA,NA,NA,NA,NA,0,0
3202108,NA,NA,NA,NA,NA,NA,0,0
3202207,NA,NA,NA,NA,NA,NA,0,0
3202256,NA,NA,NA,NA,NA,NA,0,0
3202306,NA,NA,NA,NA,NA,NA,0,12
3202454,NA,NA,NA,NA,NA,NA,0,0
3202504,NA,NA,NA,NA,NA,NA,0,0
3202553,NA,NA,NA,NA,NA,NA,0,0
3202603,NA,NA,NA,NA,NA,NA,0,0
3202652,NA,NA,NA,NA,NA,NA,0,0
3202702,NA,NA,NA,NA,NA,NA,0,0
3202801,NA,NA,NA,NA,NA,NA,4,0
3202900,NA,NA,NA,NA,NA,NA,0,0
3203007,NA,NA,NA,NA,NA,NA,0,0
3203056,NA,NA,NA,NA,NA,NA,0,77
3203106,NA,NA,NA,NA,NA,NA,0,0
3203130,NA,NA,NA,NA,NA,NA,0,0
3203163,NA,NA,NA,NA,NA,NA,0,0
3203304,NA,NA,NA,NA,NA,NA,0,0
3203320,NA,NA,NA,NA,NA,NA,0,0
3203346,NA,NA,NA,NA,NA,NA,0,0
3203353,NA,NA,NA,NA,NA,NA,0,0
3203403,NA,NA,NA,NA,NA,NA,0,0
3203502,NA,NA,NA,NA,NA,NA,0,0
3203601,NA,NA,NA,NA,NA,NA,0,0
3203700,NA,NA,NA,NA,NA,NA,0,0
3203809,NA,NA,NA,NA,NA,NA,0,0
3204005,NA,NA,NA,NA,NA,NA,0,0
3204054,NA,NA,NA,NA,NA,NA,0,0
3204104,NA,NA,NA,NA,NA,NA,0,0
3204203,NA,NA,NA,NA,NA,NA,0,0
3204302,NA,NA,NA,NA,NA,NA,0,0
3204351,NA,NA,NA,NA,NA,NA,0,0
3204401,NA,NA,NA,NA,NA,NA,0,0
3204500,NA,NA,NA,NA,NA,NA,0,0
3204559,NA,NA,NA,NA,NA,NA,0,0
3204609,NA,NA,NA,NA,NA,NA,0,0
3204658,NA,NA,NA,NA,NA,NA,0,0
3204708,NA,NA,NA,NA,NA,NA,0,0
3204807,NA,NA,NA,NA,NA,NA,0,0
3204955,NA,NA,NA,NA,NA,NA,0,0
3205002,NA,NA,NA,NA,NA,NA,0,0
3205010,NA,NA,NA,NA,NA,NA,0,0
3205036,NA,NA,NA,NA,NA,NA,0,0
3205069,NA,NA,NA,NA,NA,NA,0,0
3205101,NA,NA,NA,NA,NA,NA,0,0
3205150,NA,NA,NA,NA,NA,NA,0,0
3205176,NA,NA,NA,NA,NA,NA,70,0
3205200,NA,NA,NA,NA,NA,NA,0,0
2100105,NA,NA,NA,NA,NA,NA,0,0
2100154,NA,NA,NA,NA,NA,NA,0,0
2100402,NA,NA,NA,NA,NA,NA,0,0
2100477,NA,NA,NA,NA,NA,NA,0,0
2100550,NA,NA,NA,NA,NA,NA,0,0
2100808,NA,NA,NA,NA,NA,NA,0,0
2100832,NA,NA,NA,NA,NA,NA,0,0
2101103,NA,NA,NA,NA,NA,NA,0,0
2101202,NA,NA,NA,NA,NA,NA,0,0
2101251,NA,NA,NA,NA,NA,NA,0,0
2101301,NA,NA,NA,NA,NA,NA,0,0
2101350,NA,NA,NA,NA,NA,NA,0,0
2101509,NA,NA,NA,NA,NA,NA,0,0
2101731,NA,NA,NA,NA,NA,NA,0,0
2101772,NA,NA,NA,NA,NA,NA,0,0
2101806,NA,NA,NA,NA,NA,NA,0,0
2101905,NA,NA,NA,NA,NA,NA,0,0
2101939,NA,NA,NA,NA,NA,NA,0,0
2101970,NA,NA,NA,NA,NA,NA,0,0
2102036,NA,NA,NA,NA,NA,NA,105,0
2102077,NA,NA,NA,NA,NA,NA,0,0
2102150,NA,NA,NA,NA,NA,NA,0,0
2102309,NA,NA,NA,NA,NA,NA,0,1
2102325,NA,NA,NA,NA,NA,NA,0,0
2102358,NA,NA,NA,NA,NA,NA,0,0
2102374,NA,NA,NA,NA,NA,NA,0,0
2102408,NA,NA,NA,NA,NA,NA,0,0
2102507,NA,NA,NA,NA,NA,NA,0,0
2102556,NA,NA,NA,NA,NA,NA,0,0
2102754,NA,NA,NA,NA,NA,NA,0,0
2102804,NA,NA,NA,NA,NA,NA,0,0
2103000,NA,NA,NA,NA,NA,NA,0,20
2103109,NA,NA,NA,NA,NA,NA,0,0
2103125,NA,NA,NA,NA,NA,NA,0,0
2103158,NA,NA,NA,NA,NA,NA,0,0
2103174,NA,NA,NA,NA,NA,NA,0,0
2103257,NA,NA,NA,NA,NA,NA,0,18
2103406,NA,NA,NA,NA,NA,NA,0,0
2103554,NA,NA,NA,NA,NA,NA,0,0
2103703,NA,NA,NA,NA,NA,NA,0,0
2103752,NA,NA,NA,NA,NA,NA,0,0
2103802,NA,NA,NA,NA,NA,NA,0,0
2104008,NA,NA,NA,NA,NA,NA,0,0
2104057,NA,NA,NA,NA,NA,NA,0,1
2104073,NA,NA,NA,NA,NA,NA,0,0
2104107,NA,NA,NA,NA,NA,NA,0,0
2104206,NA,NA,NA,NA,NA,NA,0,0
2104404,NA,NA,NA,NA,NA,NA,0,0
2104503,NA,NA,NA,NA,NA,NA,0,0
2104552,NA,NA,NA,NA,NA,NA,0,0
2104602,NA,NA,NA,NA,NA,NA,0,0
2104628,NA,NA,NA,NA,NA,NA,0,0
2104651,NA,NA,NA,NA,NA,NA,0,0
2104677,NA,NA,NA,NA,NA,NA,0,0
2104701,NA,NA,NA,NA,NA,NA,0,0
2104909,NA,NA,NA,NA,NA,NA,0,0
2105005,NA,NA,NA,NA,NA,NA,0,0
2105104,NA,NA,NA,NA,NA,NA,0,0
2105203,NA,NA,NA,NA,NA,NA,0,0
2105351,NA,NA,NA,NA,NA,NA,0,0
2105450,NA,NA,NA,NA,NA,NA,0,0
2105476,NA,NA,NA,NA,NA,NA,0,0
2105500,NA,NA,NA,NA,NA,NA,0,0
2105708,NA,NA,NA,NA,NA,NA,0,0
2105807,NA,NA,NA,NA,NA,NA,0,0
2105906,NA,NA,NA,NA,NA,NA,0,0
2105922,NA,NA,NA,NA,NA,NA,0,0
2105948,NA,NA,NA,NA,NA,NA,0,0
2105963,NA,NA,NA,NA,NA,NA,0,0
2105989,NA,NA,NA,NA,NA,NA,0,0
2106003,NA,NA,NA,NA,NA,NA,0,0
2106102,NA,NA,NA,NA,NA,NA,0,0
2106300,NA,NA,NA,NA,NA,NA,0,0
2106326,NA,NA,NA,NA,NA,NA,0,0
2106359,NA,NA,NA,NA,NA,NA,0,0
2106375,NA,NA,NA,NA,NA,NA,0,0
2106409,NA,NA,NA,NA,NA,NA,0,0
2106805,NA,NA,NA,NA,NA,NA,0,0
2106904,NA,NA,NA,NA,NA,NA,0,0
2107100,NA,NA,NA,NA,NA,NA,0,0
2107209,NA,NA,NA,NA,NA,NA,0,0
2107258,NA,NA,NA,NA,NA,NA,0,0
2107308,NA,NA,NA,NA,NA,NA,0,0
2107357,NA,NA,NA,NA,NA,NA,0,0
2107407,NA,NA,NA,NA,NA,NA,0,0
2107456,NA,NA,NA,NA,NA,NA,0,0
2107506,NA,NA,NA,NA,NA,NA,0,0
2107605,NA,NA,NA,NA,NA,NA,0,0
2107704,NA,NA,NA,NA,NA,NA,0,0
2107902,NA,NA,NA,NA,NA,NA,0,0
2108058,NA,NA,NA,NA,NA,NA,0,0
2108108,NA,NA,NA,NA,NA,NA,0,0
2108207,NA,NA,NA,NA,NA,NA,0,0
2108405,NA,NA,NA,NA,NA,NA,0,0
2108454,NA,NA,NA,NA,NA,NA,0,0
2108504,NA,NA,NA,NA,NA,NA,0,0
2108702,NA,NA,NA,NA,NA,NA,0,0
2108900,NA,NA,NA,NA,NA,NA,0,0
2109007,NA,NA,NA,NA,NA,NA,0,1
2109056,NA,NA,NA,NA,NA,NA,0,0
2109106,NA,NA,NA,NA,NA,NA,0,0
2109205,NA,NA,NA,NA,NA,NA,0,0
2109239,NA,NA,NA,NA,NA,NA,0,0
2109270,NA,NA,NA,NA,NA,NA,0,0
2109304,NA,NA,NA,NA,NA,NA,0,0
2109403,NA,NA,NA,NA,NA,NA,0,0
2109551,NA,NA,NA,NA,NA,NA,0,0
2109601,NA,NA,NA,NA,NA,NA,0,0
2109759,NA,NA,NA,NA,NA,NA,0,0
2110005,NA,NA,NA,NA,NA,NA,0,0
2110039,NA,NA,NA,NA,NA,NA,0,0
2110104,NA,NA,NA,NA,NA,NA,0,0
2110237,NA,NA,NA,NA,NA,NA,0,0
2110278,NA,NA,NA,NA,NA,NA,0,0
2110302,NA,NA,NA,NA,NA,NA,0,0
2110500,NA,NA,NA,NA,NA,NA,0,0
2110708,NA,NA,NA,NA,NA,NA,0,0
2110807,NA,NA,NA,NA,NA,NA,13,13
2110856,NA,NA,NA,NA,NA,NA,0,0
2110906,NA,NA,NA,NA,NA,NA,0,0
2111003,NA,NA,NA,NA,NA,NA,0,0
2111029,NA,NA,NA,NA,NA,NA,0,0
2111052,NA,NA,NA,NA,NA,NA,0,0
2111102,NA,NA,NA,NA,NA,NA,0,0
2111250,NA,NA,NA,NA,NA,NA,0,0
2111409,NA,NA,NA,NA,NA,NA,0,0
2111508,NA,NA,NA,NA,NA,NA,0,0
2111532,NA,NA,NA,NA,NA,NA,0,0
2111573,NA,NA,NA,NA,NA,NA,0,0
2111607,NA,NA,NA,NA,NA,NA,0,103
2111631,NA,NA,NA,NA,NA,NA,0,0
2111672,NA,NA,NA,NA,NA,NA,0,0
2111706,NA,NA,NA,NA,NA,NA,0,0
2111722,NA,NA,NA,NA,NA,NA,0,0
2111748,NA,NA,NA,NA,NA,NA,0,0
2111763,NA,NA,NA,NA,NA,NA,0,0
2111805,NA,NA,NA,NA,NA,NA,0,11
2111904,NA,NA,NA,NA,NA,NA,1,0
2111953,NA,NA,NA,NA,NA,NA,0,0
2112209,NA,NA,NA,NA,NA,NA,0,0
2112233,NA,NA,NA,NA,NA,NA,0,0
2112274,NA,NA,NA,NA,NA,NA,0,0
2112308,NA,NA,NA,NA,NA,NA,0,0
2112407,NA,NA,NA,NA,NA,NA,0,0
2112704,NA,NA,NA,NA,NA,NA,0,0
2112852,NA,NA,NA,NA,NA,NA,0,0
2112902,NA,NA,NA,NA,NA,NA,0,0
2113009,NA,NA,NA,NA,NA,NA,0,0
3100302,NA,NA,NA,NA,NA,NA,0,0
3100401,NA,NA,NA,NA,NA,NA,0,0
3100500,NA,NA,NA,NA,NA,NA,0,0
3100609,NA,NA,NA,NA,NA,NA,0,0
3100906,NA,NA,NA,NA,NA,NA,0,0
3101003,NA,NA,NA,NA,NA,NA,0,0
3101102,NA,NA,NA,NA,NA,NA,0,0
3101201,NA,NA,NA,NA,NA,NA,0,0
3101300,NA,NA,NA,NA,NA,NA,0,0
3101508,NA,NA,NA,NA,NA,NA,0,0
3101631,NA,NA,NA,NA,NA,NA,0,0
3101706,NA,NA,NA,NA,NA,NA,0,0
3101805,NA,NA,NA,NA,NA,NA,0,0
3102050,NA,NA,NA,NA,NA,NA,0,0
3102100,NA,NA,NA,NA,NA,NA,0,0
3102209,NA,NA,NA,NA,NA,NA,0,0
3102308,NA,NA,NA,NA,NA,NA,0,0
3102407,NA,NA,NA,NA,NA,NA,0,0
3102506,NA,NA,NA,NA,NA,NA,0,0
3102704,NA,NA,NA,NA,NA,NA,0,0
3102803,NA,NA,NA,NA,NA,NA,0,2
3102852,NA,NA,NA,NA,NA,NA,0,0
3102902,NA,NA,NA,NA,NA,NA,0,0
3103009,NA,NA,NA,NA,NA,NA,0,0
3103108,NA,NA,NA,NA,NA,NA,0,0
3103207,NA,NA,NA,NA,NA,NA,0,0
3103306,NA,NA,NA,NA,NA,NA,0,0
3103603,NA,NA,NA,NA,NA,NA,0,0
3103702,NA,NA,NA,NA,NA,NA,6,0
3104403,NA,NA,NA,NA,NA,NA,0,0
3104452,NA,NA,NA,NA,NA,NA,0,0
3104601,NA,NA,NA,NA,NA,NA,0,0
3104700,NA,NA,NA,NA,NA,NA,0,0
3104809,NA,NA,NA,NA,NA,NA,0,0
3104908,NA,NA,NA,NA,NA,NA,0,0
3105004,NA,NA,NA,NA,NA,NA,0,0
3105202,NA,NA,NA,NA,NA,NA,0,0
3105509,NA,NA,NA,NA,NA,NA,0,0
3105608,NA,NA,NA,NA,NA,NA,0,2
3105905,NA,NA,NA,NA,NA,NA,0,0
3106002,NA,NA,NA,NA,NA,NA,0,0
3106101,NA,NA,NA,NA,NA,NA,0,0
3106309,NA,NA,NA,NA,NA,NA,0,0
3106606,NA,NA,NA,NA,NA,NA,0,0
3106804,NA,NA,NA,NA,NA,NA,0,0
3106903,NA,NA,NA,NA,NA,NA,0,0
3107208,NA,NA,NA,NA,NA,NA,0,0
3107307,NA,NA,NA,NA,NA,NA,0,0
3107505,NA,NA,NA,NA,NA,NA,0,0
3107703,NA,NA,NA,NA,NA,NA,0,0
3107802,NA,NA,NA,NA,NA,NA,0,0
3108008,NA,NA,NA,NA,NA,NA,0,0
3108255,NA,NA,NA,NA,NA,NA,0,24
3108503,NA,NA,NA,NA,NA,NA,0,0
3108602,NA,NA,NA,NA,NA,NA,0,0
3108701,NA,NA,NA,NA,NA,NA,0,0
3108800,NA,NA,NA,NA,NA,NA,0,0
3109204,NA,NA,NA,NA,NA,NA,0,0
3109253,NA,NA,NA,NA,NA,NA,0,0
3109600,NA,NA,NA,NA,NA,NA,0,0
3109907,NA,NA,NA,NA,NA,NA,0,0
3110004,NA,NA,NA,NA,NA,NA,0,0
3110103,NA,NA,NA,NA,NA,NA,0,0
3110202,NA,NA,NA,NA,NA,NA,0,0
3110806,NA,NA,NA,NA,NA,NA,0,0
3111150,NA,NA,NA,NA,NA,NA,0,0
3111705,NA,NA,NA,NA,NA,NA,0,0
3112109,NA,NA,NA,NA,NA,NA,0,0
3112208,NA,NA,NA,NA,NA,NA,0,0
3112307,NA,NA,NA,NA,NA,NA,0,0
3112505,NA,NA,NA,NA,NA,NA,0,0
3112653,NA,NA,NA,NA,NA,NA,0,0
3112703,NA,NA,NA,NA,NA,NA,0,0
3112901,NA,NA,NA,NA,NA,NA,0,0
3113008,NA,NA,NA,NA,NA,NA,0,0
3113107,NA,NA,NA,NA,NA,NA,0,0
3113206,NA,NA,NA,NA,NA,NA,0,0
3113305,NA,NA,NA,NA,NA,NA,0,0
3113503,NA,NA,NA,NA,NA,NA,0,2
3113701,NA,NA,NA,NA,NA,NA,0,0
3113800,NA,NA,NA,NA,NA,NA,0,0
3114204,NA,NA,NA,NA,NA,NA,0,0
3114501,NA,NA,NA,NA,NA,NA,0,0
3114600,NA,NA,NA,NA,NA,NA,0,0
3114808,NA,NA,NA,NA,NA,NA,0,0
3114907,NA,NA,NA,NA,NA,NA,0,0
