Estado,Município(s),Nome do Conflito,Data,Famílias,Categoria
Amapá,Tartarugalzinho,Comunidade ao Longo do Rio Aporema,30/04/2021,,Posseiro
Amapá,Tartarugalzinho,Ramal do Ariramba/Vale do Ariramba,30/04/2021,20,Posseiro
Amapá,Tartarugalzinho,Quilombo São Tomé,16/09/2021,30,Quilombola
Amapá,Tartarugalzinho,Área na Margem Direita do Rio Itaubal/São Raimundo,16/09/2021,2,Posseiro
Amapá,Tartarugalzinho,Faz. Novo Horizonte,16/09/2021,5,Posseiro
Amapá,Tartarugalzinho,Las Palmas,16/09/2021,5,Posseiro
Amapá,Tartarugalzinho,Ramal Nova Canaã/Colônia de Itaubal/Faz.Santa Isabel/Pedreiro/Boca do Braço,16/09/2021,27,Posseiro
Amapá,Tartarugalzinho,Fazenda Santa Cruz,16/09/2021,20,Posseiro
Amapá,Tartarugalzinho,Ponta do Socorro e Vareiro,16/09/2021,50,Posseiro
Amapá,Tartarugalzinho,Redenção do Araguari,16/09/2021,5,Posseiro
Amazonas,Atalaia do Norte,T. I. Vale do Javari,31/08/2021,1000,Indígenas
Amazonas,Atalaia do Norte,T. I. Vale do Javari,25/10/2021,1000,Indígenas
Amazonas,Atalaia do Norte,T. I. Vale do Javari,09/11/2021,1000,Indígenas
Amazonas,Autazes,T. I. Jauary,29/11/2021,315,Indígenas
Amazonas,Autazes,T. I. Paracuhuba,29/11/2021,134,Indígenas
Amazonas,Autazes,Aldeia Taquara,30/12/2021,,Indígenas
Amazonas,Boca do Acre,SOecruinp.g adl oN Doivvoa Axioma Redenção/,15/02/2021,14,Posseiro
Amazonas,Boca do Acre,Seringal Cametá,06/06/2021,36,Seringueiro
Amazonas,Boca do Acre,Faz. União/Cruzeirinho,26/06/2021,314,Posseiro
Amazonas,Boca do Acre,Aldeias Cajueiro e Floresta,31/07/2021,100,Indígenas
Amazonas,Boca do Acre,Seringal Bom Lugar/Com. Nova Vida,08/08/2021,60,Ribeirinho
Amazonas,Boca do Acre,Seringal Europa,08/08/2021,30,Extrativista
Amazonas,Boca do Acre,Ocup. do Vinha/Ramal São Francisco/Km 60,10/09/2021,25,Posseiro
Amazonas,Boca do Acre,Gl. Novo Axioma Redenção/Ramal doKm 104/Vila Velha,12/09/2021,33,Posseiro
Amazonas,Boca do Acre,Seringal Andaraí,12/09/2021,120,Posseiro
Amazonas,Boca do Acre,"Terras Indígenas Camicerã, Monte II,Lurdes e Valparaíso",15/09/2021,,Indígenas
Amazonas,Boca do Acre,Seringal Codó/PAE Antimary,23/09/2021,23,Seringueiro
Amazonas,Boca do Acre,Seringal Cajueiro,25/09/2021,25,Posseiro
Amazonas,Boca do Acre,Seringal Bananeira,04/10/2021,26,Extrativista
Amazonas,Boca do Acre,Seringal Igarapé Grande,09/10/2021,26,Posseiro
Amazonas,Boca do Acre,Seringal Entre Rios/Ramal do 52,15/10/2021,39,Posseiro
Amazonas,Boca do Acre,Ramal do 37/Seringal Entre Rios/Recreio do Sto. Antônio/Gl. Pauene,20/10/2021,31,Posseiro
Amazonas,Boca do Acre,Seringal Entre Rios/Ramal do 64/Com. Lua Nova,22/10/2021,15,Posseiro
Amazonas,Boca do Acre,9Gl0e/bRaa mNoalv oS aAnxtiao mHeal eRneadenção/Km,24/10/2021,28,Posseiro
Amazonas,Boca do Acre,ESsepriinggãaol Bom Lugar/Ramal do,07/11/2021,300,Posseiro
Amazonas,Boca do Acre,SGleeribnag aNlo Nvoo vAox iAoxmioam Raedenção/,08/11/2021,60,Posseiro
Amazonas,Boca do Acre,SOecruinp.g adl oN Doivvoa Axioma Redenção/,12/11/2021,14,Posseiro
Amazonas,Boca do Acre,Seringal Pirapora,13/11/2021,350,Posseiro
Amazonas,Boca do Acre,Seringal Entre Rios/Ramal SãoFrancisco/Faz. do Km 60/Faz. Savana,19/11/2021,28,Posseiro
Amazonas,Boca do Acre,Seringal Perseverança,22/11/2021,25,Extrativista
Amazonas,Boca do Acre,Resex Arapixi/PAE Antimary,29/11/2021,300,Extrativista
Amazonas,Boca do Acre,FSrearnincigsacl oE/Fntarze.  Rdioo sK/Rma 6m0a/l FSaãz.o Savana,03/12/2021,28,Agente pastoral
Amazonas,Canutama,T. I. Jacareúba/Katawixi,08/12/2021,,Indígenas
Amazonas,Careiro da Várzea,T. I. Sissaíma,29/11/2021,74,Indígenas
Amazonas,Humaitá,T. I. Tenharim Marmelos,03/03/2021,,Indígenas
Amazonas,Humaitá,T. I. Tenharim Marmelos,08/09/2021,,Indígenas
Amazonas,Iranduba,Com. Vera Lúcia Castelo Branco/Km,02/12/2021,165,Posseiro
Amazonas,Iranduba,Comunidade Grande Vitória,31/12/2021,31,Posseiro
Amazonas,Itacoatiara,Área de Preservação Poção do SãoSebastião/6 comunidades,16/10/2021,,Posseiro
Amazonas,Itacoatiara,T. I. Rio Urubu,29/11/2021,94,Indígenas
Amazonas,Lábrea,Faz. Palotina/Seringal Novo Natal/Com. Mariele Franco,07/05/2021,125,Posseiro
Amazonas,Lábrea,Resex Médio Purus/Com. LaranjeiraLagos de Cairu e Searazinho,24/05/2021,,Ribeirinho
Amazonas,Lábrea,"Resex Médio Purus/Com. Capacini/Vila Canízio/Jurucuá/Mabidiri/Samauma/Bananal/Recanto/Lago
Grande",24/05/2021,50,Ribeirinho
Amazonas,Lábrea,Resex Médio Purus,24/05/2021,30,Extrativista
Amazonas,Lábrea,Resex Médio Purus/Ser. Lusitânia/Com. Independência/Sta. Cruz/Lusitânia/Ser. Prainha/Ser.Porongaba,24/05/2021,30,Extrativista
Amazonas,Lábrea,Resex Médio Purus/Com. Barranco doBosque/Praia do Galho/Boca do Ituxi,24/05/2021,50,Extrativista
Amazonas,Lábrea,Resex Ituxi,29/11/2021,109,Ribeirinho
Amazonas,Manaus,LCiovrmaumniednatode Nossa Senhora do,21/06/2021,140,Indígenas
Amazonas,Manaus,Aldeia Tsetsu Davi/Km 23/BR-174,05/12/2021,2,Indígenas
Amazonas,Maués,Próximo à Com. Santa Clara/RioUrupadi/Polo 11/Sítio São Francisco,03/03/2021,,Ribeirinho
Amazonas,Nova Olinda do Norte,POAutEr aAsbacaxis 1 e 2/Terra Preta e,17/02/2021,140,Ribeirinho
Amazonas,Parintins,JAadrjdaicmê ndcoi aSsenhor/Rio Mamuru e,11/05/2021,370,Ribeirinho
Amazonas,Pauini,Resex do Médio Purus/Com. Anisapée Atalaia/Lago Saco do Boi,24/05/2021,40,Ribeirinho
Amazonas,Presidente Figueiredo,Com. Terra Santa/Km 152/BR-174,30/12/2021,34,Posseiro
Amazonas,São Gabriel da Cachoeira,T. I. Alto Rio Negro,01/07/2021,1100,Indígenas
Amazonas,Tapauá,Terra Indígena Igarapé São João,31/03/2021,,Indígenas
Amazonas,Tapauá,Reserva Biológica de Abufari,24/05/2021,389,Ribeirinho
Amazonas,Tapauá,Floresta Estadual de Tapauá/Marizal/Duas Bocas/Santo Antônio/Socozal/Pinheiro/Mangueirão/Sol Nascente/Maloca/Dois Unidos/Central,02/09/2021,,Ribeirinho
Amazonas,Tapauá,Floresta Estadual de Tapauá/Assentamento PDS Samaúma,27/11/2021,332,Assentado
Bahia,Antônio Gonçalves,Mucambo,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Antônio Gonçalves,Com. Lagoa Grande,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Antônio Gonçalves,Com. Brejão da Grota,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Antônio Gonçalves,Com. Olho d' Água,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Antônio Gonçalves,Com. Baixinha,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Antônio Gonçalves,Com. Salgada,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Barra,Comunidade Braço do Roçado,24/01/2021,37,Posseiro
Bahia,Barra,Com. Quilombola Santo Expedito,13/03/2021,18,Quilombola
Bahia,Barra,Com. Quilombola Curralinho,22/04/2021,180,Quilombola
Bahia,Barra,Com. Quilombola Igarité,27/04/2021,400,Quilombola
Bahia,Barra,Com. Quilombola Santo Expedito,27/04/2021,18,Quilombola
Bahia,Barra,FAatizn. gBidoaqsueirão/13 Comunidades,07/06/2021,512,Camponês de fundo e fecho de pasto
Bahia,Barra,Comunidade Quilombola Torrinha,04/09/2021,94,Quilombola
Bahia,Barra,Com. Quilombola Igarité,05/10/2021,400,Quilombola
Bahia,Barra,"Pé de Serra/Pagêu/Bandara/CarroQuebrado/Tanquinho/Santeiro/Cachaça/Folha Larga/Caraíba/Grota/
BOrlhejoos  dde' ÁVgauraa//UCamcbhuoreairnaa//JAarbriorda/eio/
Sucuruíu/Santa Rosa/Lagoa de ZéPequeno/Cabeça da Vaca/Jatobazinho/Tanque Velho/Volta d’Anta",12/10/2021,900,Camponês de fundo e fecho de pasto
Bahia,Barra,Com. Quilombola Igarité,24/10/2021,450,Quilombola
Bahia,Bom Jesus da Lapa,Com. Quil. Araçá-Volta/Fiol,19/02/2021,200,Quilombola
Bahia,Bom Jesus da Lapa,Com. Quilombola Barrinha/Fiol,24/04/2021,69,Quilombola
Bahia,Bom Jesus da Lapa,Com. Quilombola Barrinha/Fiol,29/05/2021,69,Quilombola
Bahia,Bom Jesus da Lapa,Com. Quilombola Barrinha/Fiol,30/05/2021,69,Quilombola
Bahia,Brotas de Macaúbas,Comunidade Mangabeira,30/06/2021,50,Camponês de fundo e fecho de pasto
Bahia,Buerarema,Fdaoz .P aSdaenitrao Rosa/T. I. Tupinambá/Serra,30/03/2021,,Indígenas
Bahia,Buerarema,Fdaoz .P aBdeleair oVista/T. I. Tupinambá/Serra,30/03/2021,,Indígenas
Bahia,Caetité,Com. Curral Velho,16/03/2021,80,Pequeno proprietário
Bahia,Caetité,Com. Serragem/Fiol,16/03/2021,120,Pequeno proprietário
Bahia,Cairu,Com. de Garapuá/Ilha de Tinharém,27/07/2021,300,Pescador
Bahia,Cairu,Com. Quilombola de Batateira,15/09/2021,28,Quilombola
Bahia,Caldeirão Grande,CMionme.r aGdeonriap aZpLoF/Serra de Santa Cruz/,26/02/2021,,Posseiro
Bahia,Camaçari,Assentamento Catu de Abrantes/Comunidade Tereré,20/11/2021,30,Posseiro
Bahia,Campo Alegre de Lourdes,8 Comunidades de Angico dos Dias,29/08/2021,400,Camponês de fundo e fecho de pasto
Bahia,Campo Alegre de Lourdes,Comunidade Cacimba Velha,29/08/2021,,Camponês de fundo e fecho de pasto
Bahia,Campo Alegre de Lourdes,8 Comunidades de Angico dos Dias,03/10/2021,400,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Faz. Quina/Pov. Morrinhos,20/09/2021,,Pequeno proprietário
Bahia,Campo Formoso,Comunidade Alvaçã,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Com. Lagoa do Mato,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Tanque Novo,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Borda da Mata,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Com. Boa Vista dos Pauzinhos/Saquinho dos Pauzinhos/Algodõesdos Pauzinhos/Vilas,27/12/2021,200,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Papagaio,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Com. Santo Antônio,27/12/2021,80,Pequeno proprietário
Bahia,Campo Formoso,Comunidade Ilhote,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Com. Alagadiço de Borda da Mata,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Queimada da Lage,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Barreiros,27/12/2021,,Camponês de fundo e fecho de pasto
Bahia,Canudos,Complexo Eólico Canudos,31/08/2021,,Camponês de fundo e fecho de pasto
Bahia,Carinhanha,FPrAiaE São Francisco/Quilombo de Água,15/06/2021,800,Quilombola
Bahia,Correntina,"Fecho de Pasto da Vereda da
FFrealincicdisacdoe//CCoobmr.a  SVielvrdânei/aC/eSrãcoo/Faz.
Sta. Tereza",22/01/2021,40,Camponês de fundo e fecho de pasto
Bahia,Correntina,"Fecho de Pasto da Vereda da
FFrealincicdisacdoe//CCoobmr.a  SVielvrdânei/aC/eSrãcoo/Faz.
Sta. Tereza",24/01/2021,40,Camponês de fundo e fecho de pasto
Bahia,Correntina,"Fecho de Pasto da Vereda da
FFrealincicdisacdoe//CCoobmr.a  SVielvrdânei/aC/eSrãcoo/Faz.
Sta. Tereza",12/02/2021,40,Camponês de fundo e fecho de pasto
Bahia,Correntina,Fecho de Pasto Capão do Modesto,29/04/2021,30,Camponês de fundo e fecho de pasto
Bahia,Correntina,Fecho de Pasto Capão do Modesto,21/06/2021,30,Camponês de fundo e fecho de pasto
Bahia,Correntina,"Fecho de Pasto da Vereda da
FFrealincicdisacdoe//CCoobmr.a  SVielvrdânei/aC/eSrãcoo/Faz.
Sta. Tereza",18/08/2021,40,Camponês de fundo e fecho de pasto
Bahia,Correntina,Fecho de Pasto Capão do Modesto,02/10/2021,30,Camponês de fundo e fecho de pasto
Bahia,Correntina,Fecho de Pasto de Porcos Guará ePombas/Com. Matão/Garrotes/Brejodos Aflitos/Cabeceira Grande,20/10/2021,53,Camponês de fundo e fecho de pasto
Bahia,Correntina,Fecho de Pasto de Porcos Guará ePombas/Com. Matão/Garrotes/Brejodos Aflitos/Cabeceira Grande,03/11/2021,53,Camponês de fundo e fecho de pasto
Bahia,Correntina,Fecho de Pasto Capão do Modesto,03/11/2021,30,Camponês de fundo e fecho de pasto
Bahia,Correntina,"Fecho de Pasto da Vereda da
FFrealincicdisacdoe//CCoobmr.a  SVielvrdânei/aC/eSrãcoo/Faz.
Sta. Tereza",03/12/2021,40,Camponês de fundo e fecho de pasto
Bahia,Curaçá,Com. Esfomeado e Vargem Comprida,11/02/2021,4,Camponês de fundo e fecho de pasto
Bahia,Curaçá,Com. Esfomeado e Vargem Comprida,04/11/2021,,Camponês de fundo e fecho de pasto
Bahia,Érico Cardoso,CCroemo.u laQsuilombola Paramirim das,20/05/2021,,Quilombola
Bahia,Formosa do Rio Preto,Fazenda Cana Brava,20/02/2021,750,Posseiro
Bahia,Formosa do Rio Preto,ECsotrmo. nCdaocimbinha/Arroz/Condomínio,23/03/2021,200,Camponês de fundo e fecho de pasto
Bahia,Formosa do Rio Preto,ECsotrmo. nCdaocimbinha/Arroz/Condomínio,24/03/2021,200,Camponês de fundo e fecho de pasto
Bahia,Formosa do Rio Preto,Com. Cachoeira/Condomínio Estrondo,14/05/2021,7,Camponês de fundo e fecho de pasto
Bahia,Formosa do Rio Preto,ECsotrmo. nAdlodeia/Mutamba/Condomínio,15/05/2021,25,Camponês de fundo e fecho de pasto
Bahia,Formosa do Rio Preto,Com. Cachoeira/Condomínio Estrondo,17/05/2021,7,Camponês de fundo e fecho de pasto
Bahia,Formosa do Rio Preto,Faz. Santa Maria,25/06/2021,,Ribeirinho
Bahia,Formosa do Rio Preto,Com. Cachoeira/Condomínio Estrondo,01/09/2021,7,Camponês de fundo e fecho de pasto
Bahia,Formosa do Rio Preto,ECsotrmo. nBdaoixa Funda/Condomínio,01/09/2021,10,Camponês de fundo e fecho de pasto
Bahia,Formosa do Rio Preto,ECsotrmo. nAdlodeia/Mutamba/Condomínio,01/09/2021,25,Camponês de fundo e fecho de pasto
Bahia,Formosa do Rio Preto,ECsotrmo. nBdroejo do Tatu/Condomínio,01/09/2021,12,Camponês de fundo e fecho de pasto
Bahia,Formosa do Rio Preto,Com. Gatos/Condomínio Estrondo,01/09/2021,4,Camponês de fundo e fecho de pasto
Bahia,Formosa do Rio Preto,Com. Marinheiro/Condomínio Estrondo,01/09/2021,4,Camponês de fundo e fecho de pasto
Bahia,Formosa do Rio Preto,FMaazrecneldoa Tupã/Comunidade São,03/09/2021,80,Geraizeiro
Bahia,Formosa do Rio Preto,FMaazrecneldoa Tupã/Comunidade São,22/09/2021,80,Geraizeiro
Bahia,Ibipeba,VQoulteai mGardaan ddeo/ MRaunfidnoa/cPaér ud/eM oLrirmo ãdo/o,31/05/2021,531,Camponês de fundo e fecho de pasto
Bahia,Ilhéus,Reg. de Aritaguá/Complexo do Porto,13/07/2021,80,Assentado
Bahia,Iraquara,Com. Quilombola Riacho do Mel,23/09/2021,180,Quilombola
Bahia,Itaberaba,FBaezn. áSriaonta Maria/Acamp. Olga,22/10/2021,100,Sem Terra
Bahia,Jaborandi,FCoormmuonsiodades ao Longo do Rio,22/02/2021,1281,Ribeirinho
Bahia,Jacobina,Pilões,23/12/2021,13,Sem Terra
Bahia,Jaguarari,Comunidade de Correncia,17/08/2021,30,Camponês de fundo e fecho de pasto
Bahia,Juazeiro,Faz. Mariad I/Mariat/Projeto Curaçá/Acamp. Palmares,10/03/2021,80,Sem Terra
Bahia,Juazeiro,Faz. Mariad I/Mariat/Projeto Curaçá/Acamp. Palmares,24/03/2021,80,Sem Terra
Bahia,Lauro de Freitas,Com. Quilombola Quingoma,14/10/2021,578,Quilombola
Bahia,Licínio de Almeida,Com. Taquaril dos Fialhos,17/07/2021,32,Posseiro
Bahia,Malhada,Quilombos Pau d' Arco e Parateca/Faz. Bauru,30/09/2021,400,Quilombola
Bahia,Mirangaba,CCoOmM.T RRiAaFcPho/Fundo de Pasto da,14/09/2021,50,Camponês de fundo e fecho de pasto
Bahia,Mirangaba,CCoOmM.T RMAanFPgabeira/Fundo de Pasto da,16/09/2021,114,Camponês de fundo e fecho de pasto
Bahia,Mirangaba,CCoOmM.T URAmFbPiguda/Fundo de Pasto da,20/10/2021,90,Camponês de fundo e fecho de pasto
Bahia,Mirangaba,PCaosmt.o  Qdua eCimOaMdTaR AGFraPnde/Fundo de,20/10/2021,16,Camponês de fundo e fecho de pasto
Bahia,Mirangaba,CCoOmM.T PRaArFaPnazinho/Fundo de Pasto da,20/10/2021,180,Camponês de fundo e fecho de pasto
Bahia,Mucuri,Fazenda Vale da Esperança,17/02/2021,83,Assentado
Bahia,Oliveira dos Brejinhos,FLaezti.c iLaagoa da Serra/Assent. Marisa,07/08/2021,31,Assentado
Bahia,Paulo Afonso,Índios Truká Tupã,14/10/2021,18,Indígenas
Bahia,Piatã,Comunidade dos Gerais,27/01/2021,,Camponês de fundo e fecho de pasto
Bahia,Piatã,Comunidade Ressaca,27/01/2021,1,Camponês de fundo e fecho de pasto
Bahia,Piatã,Com. Quilombola do Mocó e Bocaína,10/03/2021,150,Quilombola
Bahia,Pindaí,Cdoe mF.e rNroo/vBoa Hmionrizonte/Projeto Pedra,07/06/2021,150,Camponês de fundo e fecho de pasto
Bahia,Pindaí,FCeorrmo./ BAaçomiitna Cavalo/Projeto Pedra de,13/07/2021,13,Pequeno proprietário
Bahia,Pindaí,CBaommi. nBrejo/Projeto Pedra de Ferro/,16/10/2021,30,Camponês de fundo e fecho de pasto
