Estado,Município(s),Nome do Conflito,Data,Famílias,Categoria
Maranhao,Alto Alegre do Maranhão,"T. I. Arariboia/92 Aldeias/Etnias
Guajajara, Gavião e Guajá",08/09/2022,1329,Indígenas
Maranhao,Alto Alegre do Maranhão,"T. I. Arariboia/92 Aldeias/Etnias
Guajajara, Gavião e Guajá",11/09/2022,1329,Indígenas
Maranhao,Alto Alegre do Maranhão,"T. I. Arariboia/92 Aldeias/Etnias
Guajajara, Gavião e Guajá",25/11/2022,1329,Indígenas
Maranhao,Maranhãozinho,T. I. Alto Turiaçu,22/01/2022,360,Indígenas
Maranhao,Maranhãozinho,T. I. Alto Turiaçu,23/01/2022,360,Indígenas
Maranhao,Araguanã,T. I. Alto Turiaçu,08/03/2022,360,Indígenas
Maranhao,Maranhãozinho,T. I. Alto Turiaçu,14/05/2022,360,Indígenas
Maranhao,Arame,T. I. Araribóia/Povo Guajajara,17/07/2022,1,Indígenas
Maranhao,Arame,T. I. Araribóia/Povo Guajajara,15/12/2022,1,Indígenas
Maranhao,Arari,Povoado Cedro,03/01/2022,5,Quilombola
Maranhao,Arari,Povoado Cedro,08/01/2022,5,Quilombola
Maranhao,Arari,Com. Félix/Búfalos,02/09/2022,1,Quilombola
Maranhao,Balsas,Gleba Picos/Faz. Picos/AssociaçãoCaminhos dos Gerais,05/01/2022,317,Posseiro
Maranhao,Balsas,Gleba Picos/Associação NovoHorizonte,05/01/2022,57,Posseiro
Maranhao,Balsas,Com. Bom Acerto/Data Flor doTempo,07/02/2022,8,Posseiro
Maranhao,Balsas,Com. Bom Acerto/Data Flor doTempo,09/02/2022,8,Posseiro
Maranhao,Balsas,P. A. Gado Bravinho,11/04/2022,21,Assentado
Maranhao,Balsas,Com. Uruçú/Gerais de Balsas,21/05/2022,10,Posseiro
Maranhao,Balsas,Data Coco/Castanho,09/12/2022,1,Pequeno proprietário
Maranhao,Balsas,Data Coco/Castanho,12/12/2022,1,Pequeno proprietário
Maranhao,Balsas,Data Coco/Castanho,18/12/2022,26,Posseiro
Maranhao,Barra do Corda,Povoado Serra Grande,01/04/2022,1,Posseiro
Maranhao,Barra do Corda,T. I. Porquinhos/Canela-Memortumré/Canela-Apãnjekra,13/06/2022,169,Indígenas
Maranhao,Barra do Corda,Td.o Is.  CCaacneat eBsr/aAvlad-eMiaa rTarjaáv/eSssãioa Pedro,17/07/2022,1126,Indígenas
Maranhao,Barra do Corda,Aldeia Santa Maria,17/07/2022,1,Indígenas
Maranhao,Barra do Corda,Td.o Is.  CCaacneat eBsr/aAvlad-eMiaa rTarjaáv/eSssãioa Pedro,03/08/2022,1126,Indígenas
Maranhao,Barra do Corda,T. I. Porquinhos/Canela-Memortumré/Canela-Apãnjekra,16/12/2022,169,Indígenas
Maranhao,Barreirinhas,Povoado Sobradinho,20/01/2022,1,Assentado
Maranhao,Bom Jardim,Assentamento Rio dos Bois,15/02/2022,300,Assentado
Maranhao,Bom Jardim,TT.a Ib.o Rciaol Pindaré/Aldeia Januária/,13/09/2022,80,Indígenas
Maranhao,Brejo,Com. Quilombola de Depósito,01/12/2022,22,Quilombola
Maranhao,Brejo,Com. Quilombola de Depósito,09/12/2022,5,Quilombola
Maranhao,Brejo,Com. Quilombola de Depósito,10/12/2022,5,Quilombola
Maranhao,Buriti,Povoado Carrancas/Araçá,20/01/2022,12,Posseiro
Maranhao,Carutapera,Faz. Nazaré/Assent. Novo Paraíso,02/11/2022,45,Posseiro
Maranhao,Carutapera,Faz. Nazaré/Assent. Novo Paraíso,06/11/2022,45,Posseiro
Maranhao,Carutapera,Faz. Nazaré/Assent. Novo Paraíso,09/11/2022,45,Posseiro
Maranhao,Codó,Pov. Vergel/Vegel/Faz. Boa Esperança,10/02/2022,8,Quilombola
Maranhao,Codó,Com. Quilombola Cipoal dos Pretos,01/11/2022,22,Quilombola
Maranhao,Coroatá,"Data Santana/Com. São José do
Lagão/Projeto Assent. Santana",28/04/2022,43,Assentado
Maranhao,Duque Bacelar,Povoado Roça do Meio,07/04/2022,2,Posseiro
Maranhao,Fernando Falcão,CMoirma.d oBrrejinho/Parque Estadual do,25/08/2022,1,Posseiro
Maranhao,Fernando Falcão,CMoirma.d oBrrejinho/Parque Estadual do,27/10/2022,42,Posseiro
Maranhao,Formosa da Serra Negra,PBoavc.u rBie/mGl .F eSiãtoo /JFoaszé. /CDhaatpa aAdlae gdroe,22/01/2022,19,Posseiro
Maranhao,Formosa da Serra Negra,PBoavc.u rBie/mGl .F eSiãtoo /JFoaszé. /CDhaatpa aAdlae gdroe,12/02/2022,19,Posseiro
Maranhao,Formosa da Serra Negra,PBoavc.u rBie/mGl .F eSiãtoo /JFoaszé. /CDhaatpa aAdlae gdroe,28/02/2022,19,Posseiro
Maranhao,Formosa da Serra Negra,PBoavc.u rBie/mGl .F eSiãtoo /JFoaszé. /CDhaatpa aAdlae gdroe,16/03/2022,19,Posseiro
Maranhao,Formosa da Serra Negra,PBoavc.u rBie/mGl .F eSiãtoo /JFoaszé. /CDhaatpa aAdlae gdroe,17/03/2022,19,Posseiro
Maranhao,Formosa da Serra Negra,PBoavc.u rBie/mGl .F eSiãtoo /JFoaszé. /CDhaatpa aAdlae gdroe,18/03/2022,19,Posseiro
Maranhao,Formosa da Serra Negra,PBoavc.u rBie/mGl .F eSiãtoo /JFoaszé. /CDhaatpa aAdlae gdroe,19/03/2022,19,Posseiro
Maranhao,Formosa da Serra Negra,PBoavc.u rBie/mGl .F eSiãtoo /JFoaszé. /CDhaatpa aAdlae gdroe,13/04/2022,19,Posseiro
Maranhao,Formosa da Serra Negra,PBoavc.u rBie/mGl .F eSiãtoo /JFoaszé. /CDhaatpa aAdlae gdroe,29/04/2022,19,Posseiro
Maranhao,Formosa da Serra Negra,PBoavc.u rBie/mGl .F eSiãtoo /JFoaszé. /CDhaatpa aAdlae gdroe,04/05/2022,19,Posseiro
Maranhao,Formosa da Serra Negra,PBoavc.u rBie/mGl .F eSiãtoo /JFoaszé. /CDhaatpa aAdlae gdroe,19/05/2022,19,Posseiro
Maranhao,Formosa da Serra Negra,PBoavc.u rBie/mGl .F eSiãtoo /JFoaszé. /CDhaatpa aAdlae gdroe,26/05/2022,19,Posseiro
Maranhao,Grajaú,"T. I. Cana Brava/Guajajara/Aldeias
Coquinho/Coquinho II/Ilha de São
Pedro/Silvino/Mussun/Nova Vitoriano",17/07/2022,4500,Indígenas
Maranhao,Grajaú,"T. I. Bacurizinho/Aldeias Kamihaw
Guajajara/Nazaré/Pedra/Planalto",17/07/2022,915,Indígenas
Maranhao,Grajaú,"T. I. Cana Brava/Guajajara/Aldeias
Coquinho/Coquinho II/Ilha de São
Pedro/Silvino/Mussun/Nova Vitoriano",03/08/2022,4500,Indígenas
Maranhao,Grajaú,"T. I. Cana Brava/Guajajara/Aldeias
Coquinho/Coquinho II/Ilha de São
Pedro/Silvino/Mussun/Nova Vitoriano",22/09/2022,4500,Indígenas
Maranhao,Grajaú,Aldeia Bananal/T. I. Bacurizinho,15/12/2022,1,Indígenas
Maranhao,Grajaú,"T. I. Bacurizinho/Aldeias Kamihaw
Guajajara/Nazaré/Pedra/Planalto",15/12/2022,915,Indígenas
Maranhao,Imperatriz,FEastzr. aEdlad odroa dAorr/oAzcamp. Viva Deus/,16/03/2022,420,Sem Terra
Maranhao,Itinga do Maranhão,Acamp. Marielle Franco,31/03/2022,152,Sem Terra
Maranhao,Itinga do Maranhão,Acamp. Marielle Franco,15/06/2022,152,Sem Terra
Maranhao,Itinga do Maranhão,Acamp. Marielle Franco,03/09/2022,152,Sem Terra
Maranhao,Joselândia,Fazenda no Povoado Nova Vida,06/09/2022,1,Posseiro
Maranhao,Matinha,Com. Quilombola Tanque do Valença,22/09/2022,130,Quilombola
Maranhao,Matões,Com. Tanque de Rodagem/São João/Faz. Castiça,15/04/2022,60,Quilombola
Maranhao,Matões,Com. Tanque de Rodagem/São João/Faz. Castiça,13/06/2022,60,Quilombola
Maranhao,Matões,Com. Tanque de Rodagem/São João/Faz. Castiça,20/06/2022,60,Quilombola
Maranhao,Matões,Com. Tanque de Rodagem/São João/Faz. Castiça,27/10/2022,60,Quilombola
Maranhao,Matões,Com. Tanque de Rodagem/São João/Faz. Castiça,02/12/2022,60,Quilombola
Maranhao,Matões,Com. Tanque de Rodagem/São João/Faz. Castiça,04/12/2022,60,Quilombola
Maranhao,Mirador,Com. Cabeceira do Brejo/ParqueEstadual do Mirador,05/08/2022,1,Posseiro
Maranhao,Mirador,Com. Sítio/Parque Estadual doMirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Vão do Porto/Parque Estadualdo Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Cachoeira de Baixo/ParqueEstadual do Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Cachoeira de Cima/ParqueEstadual do Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Pindaiba/Parque Estadual doMirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Canastra/Parque Estadual doMirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Brejo Escuro/Parque Estadualdo Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Riboleiro/Parque Estadual do,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Porquinhos/Parque Estadual do,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Fonte do Riachão/Brejo/ParqueEstadual do Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Brejo Seco/Parque Estadual do,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Santana de Baixo/ParqueEstadual do Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Zé Miguel/Parque Estadual do,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Tiririca/Parque Estadual doMirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Angico/Parque Estadual doMirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Mariquinha/Parque Estadual do,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Cabeceira Grande/ParqueEstadual do Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Vereda Bonita/Parque Estadualdo Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Cabeceira do Sítio/ParqueEstadual do Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Caatin/Parque Estadual doMirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. João Carlos/Parque Estadual do,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Riachão/Anajá/Parque Estadualdo Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Cágado/Parque Estadual doMirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Tiuba/Parque Estadual doMirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Papagaio/Parque Estadual doMirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Barra do Riacho/ParqueEstadual do Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Mangaba/Parque Estadual doMirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Vazante/Parque Estadual doMirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Brejo da Cruz/Parque Estadualdo Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Brejo Grande/Parque Estadualdo Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Monte Alegre/Parque Estadualdo Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,"Com. Galheiro, Cabaça, Onça,
Ribeiro, Sucuruju, Atoleiro, Estiva e
Porcos/Parque Estadual do Mirador",25/08/2022,260,Posseiro
Maranhao,Mirador,Com. Cabeceira do Riachão/ParqueEstadual do Mirador,25/08/2022,1,Posseiro
Maranhao,Mirador,Com. Brejo da Cruz/Parque Estadualdo Mirador,05/10/2022,42,Posseiro
Maranhao,Mirador,Com. Cabeceira do Sítio/ParqueEstadual do Mirador,14/10/2022,42,Posseiro
Maranhao,Mirador,"Comunidade Pau de Terra/Travessia
do Mirador",14/10/2022,42,Posseiro
Maranhao,São Domingos do Azeitão,"Ribeiro, Sucuruju, Atoleiro, Estiva e",20/10/2022,260,Posseiro
Maranhao,Mirador,"Comunidade Mané Martins/Travessia
do Mirador",20/10/2022,42,Posseiro
Maranhao,Mirador,"Comunidade Pau de Terra/Travessia
do Mirador",21/10/2022,48,Posseiro
Maranhao,Mirador,Com. Brejo Grande/Parque Estadualdo Mirador,21/10/2022,42,Posseiro
Maranhao,Mirador,"Comunidade Bacurizeiro/Travessia
do Mirador",27/10/2022,42,Posseiro
Maranhao,Miranda do Norte,Comunidade Morro Grande,07/12/2022,2,Posseiro
Maranhao,Montes Altos,T. I. Krikati,28/09/2022,254,Indígenas
Maranhao,Parnarama,CCaonma.  BQruaivloambola Guerreiro/Faz.,15/03/2022,80,Quilombola
Maranhao,Parnarama,Com. Quilombola Cocalinho,16/03/2022,170,Quilombola
Maranhao,Parnarama,Com. Quilombola Cocalinho,12/07/2022,170,Quilombola
Maranhao,Parnarama,Com. Quilombola Cocalinho,13/07/2022,170,Quilombola
Maranhao,Pastos Bons,Território Quilombo Jacú,16/06/2022,40,Quilombola
Maranhao,Pastos Bons,Território Quilombo Jacú,18/11/2022,40,Quilombola
Maranhao,Pedro do Rosário,BCroamn.c aQuilombola Imbiral Cabeça,11/08/2022,37,Quilombola
Maranhao,Pinheiro,Povoado Encanto,27/06/2022,1,Posseiro
Maranhao,Pirapemas,Com. Quilombola Salgado/TerritórioAldeia Velha/11 Comunidades,03/07/2022,240,Quilombola
Maranhao,Pirapemas,Com. Quilombola Salgado/TerritórioAldeia Velha/11 Comunidades,16/07/2022,240,Quilombola
Maranhao,Pirapemas,Com. Quilombola Salgado/TerritórioAldeia Velha/11 Comunidades,15/08/2022,240,Quilombola
Maranhao,Riachão,"Comunidade Salto, Lagoa Feia eTodos os Santos",11/02/2022,34,Posseiro
Maranhao,Sambaíba,Comunidade Taboca,29/06/2022,1,Posseiro
Maranhao,Santa Helena,Com. Quilombola Mundico,04/05/2022,45,Quilombola
Maranhao,Santa Inês,Com. Quilombola no Povoado Onça,03/09/2022,60,Quilombola
Maranhao,Santa Inês,Com. Quilombola no Povoado Onça,15/09/2022,60,Quilombola
Maranhao,Santa Inês,Com. Quilombola no Povoado Onça,30/10/2022,60,Quilombola
Maranhao,Santa Inês,Com. Quilombola no Povoado Onça,05/11/2022,60,Quilombola
Maranhao,Santa Inês,Com. Quilombola no Povoado Onça,09/11/2022,60,Quilombola
Maranhao,Santa Inês,Com. Quilombola no Povoado Onça,10/12/2022,60,Quilombola
Maranhao,São Benedito do Rio Preto,Bacuri,17/01/2022,16,Posseiro
Maranhao,São Benedito do Rio Preto,Bacuri,28/04/2022,16,Posseiro
Maranhao,São Benedito do Rio Preto,Comunidade Baixão dos Rochas,30/07/2022,60,Posseiro
Maranhao,São Benedito do Rio Preto,Comunidade Baixão dos Rochas,19/08/2022,60,Posseiro
Maranhao,São Benedito do Rio Preto,Comunidade Baixão dos Rochas,17/12/2022,60,Posseiro
Maranhao,São Bernardo,Comunidade São Miguel,13/09/2022,6,Quebradeiras de coco babaçu
Maranhao,São João do Soter,Com. Quilombola Jacarezinho,31/03/2022,60,Quilombola
Maranhao,São João do Soter,Com. Quilombola Jacarezinho,29/04/2022,60,Quilombola
Maranhao,São João do Soter,Com. Quilombola Jacarezinho,27/08/2022,60,Quilombola
Maranhao,São Luís,Com. Residencial Natureza,31/01/2022,20,Posseiro
Maranhao,São Luís,Comunidade Cajueiro,18/02/2022,500,Assentado
Maranhao,São Luís,Com. Residencial Natureza,05/04/2022,20,Posseiro
Maranhao,Serrano do Maranhão,Com. Quilombola Boa Esperança II,20/07/2022,56,Quilombola
Maranhao,Timbiras,"Com. Quilombola Mamorana/
Território Campestre",19/05/2022,32,Quilombola
Maranhao,Timbiras,"Faz. São Raimundo/Pov. Santa Maria/
Jaqueira/Cavalo Morto/São Carlos/
São Lourenço/Poço do Boi/São Tomé",24/05/2022,400,Posseiro
Maranhao,Timbiras,Povoado Alegria/Território Campestre,12/07/2022,40,Posseiro
Maranhao,Timbiras,Povoado Alegria/Território Campestre,17/07/2022,40,Posseiro
Maranhao,Timbiras,"Com. Quilombola Mamorana/
Território Campestre",26/09/2022,32,Quilombola
Maranhao,Timbiras,"Faz. São Raimundo/Pov. Santa Maria/
Jaqueira/Cavalo Morto/São Carlos/
São Lourenço/Poço do Boi/São Tomé",06/10/2022,400,Posseiro
Maranhao,Timbiras,"Com. Quilombola Mamorana/
Território Campestre",18/10/2022,32,Quilombola
Maranhao,Timbiras,"Com. Quilombola Mamorana/
Território Campestre",31/10/2022,32,Quilombola
Maranhao,Timbiras,"Com. Quilombola Mamorana/
Território Campestre",18/11/2022,32,Quilombola
Maranhao,Timbiras,Povoado Alegria/Território Campestre,21/11/2022,40,Posseiro
Maranhao,Timbiras,"Com. Quilombola Mamorana/
Território Campestre",26/11/2022,32,Quilombola
Maranhao,Timbiras,"Com. Quilombola Mamorana/
Território Campestre",01/12/2022,32,Quilombola
Maranhao,Turilândia,Com. Quilombola Pindoval de Fama,22/11/2022,31,Quilombola
Maranhao,Turilândia,Com. Quilombola Pindoval de Fama,24/11/2022,31,Quilombola
Maranhao,Urbano Santos,Estiva do Cangati,28/03/2022,30,Posseiro
Maranhao,Urbano Santos,Estiva do Cangati,06/08/2022,30,Posseiro
Maranhao,Urbano Santos,Estiva do Cangati,26/09/2022,33,Posseiro
Maranhao,Viana,Comunidade Esperança,09/08/2022,1,Quebradeiras de coco babaçu
Maranhao,Viana,"Povo Gamela de Taquaritiua/Centro
do Antero/Sesmaria Índios/Pov.
Chulanga",09/10/2022,100,Indígenas
Maranhao,Viana,"Povo Gamela de Taquaritiua/Centro
do Antero/Sesmaria Índios/Pov.
Chulanga",16/12/2022,100,Indígenas
Maranhao,Zé Doca,Área Indígena Awá - Guajá,28/07/2022,90,Indígenas
Mato Grosso,Acorizal,Comunidade Aldeias,23/02/2022,1,Quilombola
Mato Grosso,Acorizal,Comunidade Quilombola Baús,23/02/2022,1,Quilombola
Mato Grosso,Água Boa,T.I. Areões/Xavante,19/08/2022,336,Indígenas
Mato Grosso,Apiacás,T. I. Kayabi,26/05/2022,192,Indígenas
Mato Grosso,Apiacás,T. I. Kayabi,03/08/2022,192,Indígenas
Mato Grosso,Apiacás,T. I. Kayabi,06/09/2022,192,Indígenas
Mato Grosso,Apiacás,T. I. Kayabi,15/12/2022,192,Indígenas
Mato Grosso,Aripuanã,T. I. Rio Branco Alegria/Arara,30/06/2022,62,Indígenas
Mato Grosso,Aripuanã,Gleba em Aripuanã,30/09/2022,300,Posseiro
Mato Grosso,Barão de Melgaço,T. I. Baía dos Guató/Guató,26/04/2022,80,Indígenas
Mato Grosso,Barra do Bugres,Comunidade Quilombola Queimada,23/02/2022,1,Quilombola
Mato Grosso,Barra do Bugres,Comunidade Vaca Morta,23/02/2022,1,Quilombola
Mato Grosso,Barra do Bugres,Comunidade Quilombola Tinga,23/02/2022,1,Quilombola
Mato Grosso,Barra do Bugres,Comunidade Vermelhinho,23/02/2022,1,Quilombola
Mato Grosso,Barra do Bugres,Comunidade Quilombola Água Doce,23/02/2022,1,Quilombola
Mato Grosso,Barra do Bugres,VCooltmi.n hQauilombolas Vãozinho e,23/02/2022,63,Quilombola
Mato Grosso,Barra do Bugres,Comunidade Baixio,23/02/2022,1,Quilombola
Mato Grosso,Barra do Bugres,RCeodmounndiodade Quilombola Morro,23/02/2022,1,Quilombola
Mato Grosso,Barra do Bugres,Comunidade Quilombola Buriti Fundo,23/02/2022,1,Quilombola
Mato Grosso,Barra do Bugres,Comunidade Quilombola Camarinha,23/02/2022,1,Quilombola
Mato Grosso,Brasnorte,T. I. Menkü,11/05/2022,58,Indígenas
Mato Grosso,Brasnorte,T.I. Manoki,15/12/2022,63,Indígenas
Mato Grosso,Cáceres,Comunidade São Gonçalo,23/02/2022,1,Quilombola
Mato Grosso,Cáceres,Comunidade Ponta do Morro,23/02/2022,1,Quilombola
Mato Grosso,Cáceres,Comunidade Exú,23/02/2022,1,Quilombola
Mato Grosso,Cáceres,Comunidade Santana,23/02/2022,1,Quilombola
Mato Grosso,Cáceres,Quilombo de Pita Canudos,23/02/2022,1,Quilombola
Mato Grosso,Cáceres,Comunidade Chapadinha,23/02/2022,1,Quilombola
Mato Grosso,Cáceres,Quilombo de Pita Canudos,12/05/2022,1,Quilombola
Mato Grosso,Campinápolis,T. I. Parabubure/Xavante,28/04/2022,955,Indígenas
Mato Grosso,Campinápolis,T. I. Parabubure/Xavante,07/08/2022,300,Indígenas
Mato Grosso,Campo Novo do Parecis,T. I. Utiariti,30/07/2022,102,Indígenas
Mato Grosso,Canarana,T. I. Pimentel Barbosa/Xavante,04/08/2022,48,Indígenas
Mato Grosso,Chapada dos Guimarães,dCoo mBounmi dJaarddei Qmuilombola Cachoeira,23/02/2022,1,Quilombola
Mato Grosso,Chapada dos Guimarães,Comunidade Aricá-Açú,23/02/2022,1,Quilombola
Mato Grosso,Chapada dos Guimarães,Comunidade Cansação,23/02/2022,1,Quilombola
Mato Grosso,Cláudia,UOuHtEu bdreo /SiPnAoCp/Assent. 12 de,17/01/2022,140,Sem Terra
Mato Grosso,Cláudia,UOuHtEu bdreo /SiPnAoCp/Assent. 12 de,17/02/2022,140,Assentado
Mato Grosso,Cláudia,,11/03/2022,140,Assentado
Mato Grosso,Cláudia,UOuHtEu bdreo /SiPnAoCp/Assent. 12 de,18/08/2022,140,Assentado
Mato Grosso,Colniza,T. I. Piripkura,09/02/2022,4,Indígenas
Mato Grosso,Colniza,Resex Guariba-Roosevelt,09/02/2022,80,Extrativista
Mato Grosso,Colniza,T. I. Piripkura,25/03/2022,4,Indígenas
Mato Grosso,Colniza,Com. São Lázaro/Reserva EstadualExtrativista Guariba-Roosevelt,19/05/2022,1,Extrativista
Mato Grosso,Colniza,Resex Guariba-Roosevelt,02/06/2022,80,Extrativista
Mato Grosso,Colniza,T. I. Piripkura,31/07/2022,4,Indígenas
Mato Grosso,Colniza,RGeusaerrivbaa -ERxotorsateivveilstta (Resex),07/08/2022,80,Extrativista
Mato Grosso,Colniza,FAaszseasnsdian adtao família Gringos/,25/11/2022,1,Trabalhador Rural
Mato Grosso,Comodoro,T.I. Lagoa dos Brincos,28/06/2022,16,Indígenas
Mato Grosso,Comodoro,T. I. Kawahiva do Rio Pardo,30/06/2022,17,Indígenas
Mato Grosso,Cotriguaçu,Fazenda Pau D'alho,30/06/2022,80,Sem Terra
Mato Grosso,Cotriguaçu,Fazenda Pau D'alho,14/07/2022,80,Sem Terra
Mato Grosso,Cotriguaçu,Fazenda Pau D'alho,16/08/2022,80,Sem Terra
Mato Grosso,Cotriguaçu,Fazenda Pau D'alho,07/09/2022,80,Sem Terra
Mato Grosso,Cotriguaçu,Fazenda Pau D'alho,12/09/2022,30,Sem Terra
Mato Grosso,Cotriguaçu,Fazenda Pau D'alho,14/09/2022,30,Sem Terra
Mato Grosso,Cotriguaçu,Fazenda Pau D'alho,04/12/2022,80,Sem Terra
Mato Grosso,Cuiabá,Comunidade Aguassú,23/02/2022,1,Quilombola
Mato Grosso,Cuiabá,Comunidade Coxipó-Açú,23/02/2022,1,Quilombola
Mato Grosso,Cuiabá,Comunidade São Gerônimo,23/02/2022,1,Quilombola
Mato Grosso,Jaciara,Gl. Mestre I/Usina Pantanal/Acamp.Renascer,30/06/2022,198,Sem Terra
Mato Grosso,Juara,Faz. Bom Sucesso/Assent. Vale doArinos/Com. Porta do Céu,24/08/2022,35,Assentado
Mato Grosso,Juína,T.I. Serra Morena,06/04/2022,33,Indígenas
Mato Grosso,Juína,T. I. Aripuanã/Cinta Larga,22/06/2022,88,Indígenas
Mato Grosso,Juína,T. I. Aripuanã/Cinta Larga,15/07/2022,88,Indígenas
Mato Grosso,Luciara,T. I. Porto Velho/Aldeia Pukañu/Kanela do Araguaia,20/01/2022,100,Indígenas
Mato Grosso,Luciara,T. I. Porto Velho/Aldeia Pukañu/Kanela do Araguaia,03/02/2022,1,Indígenas
Mato Grosso,Luciara,T.I. Cacique Fontoura,18/02/2022,122,Indígenas
Mato Grosso,Matupá,T. I. Menkragnoti/Kayapó,12/04/2022,400,Indígenas
Mato Grosso,Nossa Senhora do Livramento,Comunidade Barreiro,23/02/2022,1,Quilombola
Mato Grosso,Nossa Senhora do Livramento,Com. Quilombola Jacaré de Cima/dos,23/02/2022,20,Quilombola
Mato Grosso,Nossa Senhora do Livramento,Comunidade Cabeceiras do Santana,23/02/2022,1,Quilombola
Mato Grosso,Nossa Senhora do Livramento,Comunidade Entrada do Bananal,23/02/2022,1,Quilombola
Mato Grosso,Nossa Senhora do Livramento,Comunidade Campina Verde,23/02/2022,1,Quilombola
Mato Grosso,Nossa Senhora do Livramento,Comunidade São Gonçalo/Com. São,27/09/2022,20,Posseiro
Mato Grosso,Nova Bandeirantes,CAsosmenutnaidmaednet oS ãMoi l Me aQteuuisnhentos/,20/08/2022,15,Assentado
Mato Grosso,Nova Lacerda,T. I. Sararé,19/03/2022,47,Indígenas
Mato Grosso,Nova Mutum,Comunidade Batatais,12/09/2022,1,Pequeno proprietário
Mato Grosso,Nova Mutum,Comunidade Mutum,12/09/2022,1,Pequeno proprietário
Mato Grosso,Nova Mutum,Comunidade Limoeiro,12/09/2022,1,Pequeno proprietário
Mato Grosso,Nova Mutum,Comunidade Rancho Alegre,12/09/2022,1,Pequeno proprietário
Mato Grosso,Nova Mutum,Comunidade Serra Moreira,12/09/2022,1,Pequeno proprietário
Mato Grosso,Nova Mutum,Comunidade Angical,12/09/2022,1,Pequeno proprietário
Mato Grosso,Marcelândia,Parque Indígena do Xingu,17/07/2022,1875,Indígenas
Mato Grosso,Novo Mundo,Gl. Nhandú/Faz. Recanto/5 Estrelas/PDS Nova Conquista II,27/02/2022,60,Sem Terra
Mato Grosso,Novo Mundo,,31/03/2022,96,Assentado
Mato Grosso,Novo Mundo,FEaszp.e rAarnaçúan/aG/lP. réN-hAasnsednutamento Boa,31/08/2022,100,Sem Terra
Mato Grosso,Novo Santo Antônio,FCaommí.l iaQ uViileoirmab Aolma odrio mAraguaia,23/02/2022,1,Quilombola
Mato Grosso,Novo São Joaquim,T. I. Sangradouro/Volta Grande/Xavante,27/07/2022,221,Indígenas
Mato Grosso,Cláudia,T.I. Capoto/Jarinã,18/08/2022,606,Indígenas
Mato Grosso,Poconé,Comunidade Céu Azul,23/02/2022,1,Quilombola
Mato Grosso,Poconé,Comunidade Rodeio,23/02/2022,1,Quilombola
Mato Grosso,Poconé,Comunidade Passagem de Carro,23/02/2022,1,Quilombola
Mato Grosso,Poconé,Comunidade Quilombola Campina 2,23/02/2022,1,Quilombola
Mato Grosso,Poconé,Comunidade Sete Porcos,23/02/2022,1,Quilombola
Mato Grosso,Poconé,Comunidade Minadouro 2,23/02/2022,1,Quilombola
Mato Grosso,Poconé,Comunidade Pantanalzinho,23/02/2022,1,Quilombola
Mato Grosso,Poconé,Comunidade Pedra Viva,23/02/2022,1,Quilombola
Mato Grosso,Poconé,Comunidade Quilombola Chafariz eUrubamba,23/02/2022,1,Quilombola
Mato Grosso,Poconé,Comunidade Capão Verde,23/02/2022,1,Quilombola
Mato Grosso,Poconé,Comunidade Cágado,23/02/2022,1,Quilombola
Mato Grosso,Poconé,Comunidade Tanque do Padre Pinhal,23/02/2022,1,Quilombola
Mato Grosso,Poconé,Comunidade Varal,23/02/2022,1,Quilombola
Mato Grosso,Poconé,Comunidade Curralinho,23/02/2022,1,Quilombola
Mato Grosso,Poconé,Comunidade Canto do Agostinho,23/02/2022,1,Quilombola
