system:index,AREA_KM2,CD_MUN,NM_MUN,SIGLA_UF,mapbiomas_deforestation_2021,mapbiomas_deforestation_2022,.geo
0000000000000000067d,1220.426,2805406,Poço Redondo,SE,4.586332331112133,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000067e,441.326,2805505,Poço Verde,SE,0.5271270446777344,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000067f,878.043,2805604,Porto da Folha,SE,25.2450355350988,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000680,96.32,2805703,Propriá,SE,0.6160979553222656,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000681,530.607,2805802,Riachão do Dantas,SE,17.90760214843751,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000682,78.308,2805901,Riachuelo,SE,2.0212424499511723,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000683,259.044,2806008,Ribeirópolis,SE,0.11969091911764705,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000684,102.683,2806107,Rosário do Catete,SE,2.373204089355469,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000685,247.579,2806206,Salgado,SE,30.627589860528676,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000686,325.258,2806305,Santa Luzia do Itanhy,SE,43.96283460712507,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000687,44.017,2806404,Santana do São Francisco,SE,0.7919561523437498,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000688,67.672,2806503,Santa Rosa de Lima,SE,12.832765496826159,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000689,236.965,2806602,Santo Amaro das Brotas,SE,25.255337443919455,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000068a,438.037,2806701,São Cristóvão,SE,95.09929914354524,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000068b,101.999,2806800,São Domingos,SE,3.149060861313764,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000068c,83.985,2806909,São Francisco,SE,0.35198212890625,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000068d,144.868,2807006,São Miguel do Aleixo,SE,16.063951092266002,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000068e,560.199,2807105,Simão Dias,SE,0.08791174926757812,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000068f,168.343,2807204,Siriri,SE,35.870746697998115,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000690,47.86,2807303,Telha,SE,0.9682112487792969,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000691,1024.645,2807402,Tobias Barreto,SE,1.053584326171875,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000692,304.837,2807501,Tomar do Geru,SE,0.1753293395996094,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000693,117.514,2807600,Umbaúba,SE,6.15143141434015,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b20,156.903,3503158,Arapeí,SP,10.079149936954275,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b21,305.227,3503505,Areias,SP,13.469761743164055,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b22,616.429,3504909,Bananal,SP,26.371355218912772,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b23,287.99,3508603,Cachoeira Paulista,SP,24.78759556511375,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b24,53.261,3509957,Canas,SP,0.0825750732421875,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b25,305.699,3513405,Cruzeiro,SP,5.047550244140625,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b26,1407.25,3513603,Cunha,SP,15.691846700487321,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b28,167.067,3526605,Lavrinhas,SP,20.654968523188597,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b29,414.16,3527207,Lorena,SP,2.471196535644532,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b2a,249.399,3541901,Queluz,SP,21.577674244576254,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b2b,570.685,3549607,São José do Barreiro,SP,14.531327745337386,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b2c,414.782,3552007,Silveiras,SP,79.79811572875975,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b2d,708.105,3555406,Ubatuba,SP,20.76896860102635,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000109,236.792,1700301,Aguiarnópolis,TO,182.13818378499067,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010a,1581.058,1701002,Ananás,TO,1001.4374822211677,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010b,447.549,1701051,Angico,TO,143.57535445575826,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010c,1168.213,1701309,Aragominas,TO,176.69640510416684,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010d,4004.646,1702109,Araguaína,TO,1234.8834730441718,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010e,834.834,1702158,Araguanã,TO,15.955302145110485,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010f,2633.278,1702208,Araguatins,TO,1769.7447966481723,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000110,1558.138,1702307,Arapoema,TO,19.288303566320085,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000111,388.81,1702554,Augustinópolis,TO,43.16809788818352,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000112,153.539,1702901,Axixá do Tocantins,TO,9.828778337809249,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000113,1790.297,1703008,Babaçulândia,TO,1348.027706109021,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000114,1540.541,1703057,Bandeirantes do Tocantins,TO,66.77695299517461,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000115,1105.84,1703073,Barra do Ouro,TO,890.5618530739205,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000116,924.045,1703206,Bernardo Sayão,TO,37.42490059036554,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117,252.73,1703800,Buriti do Tocantins,TO,119.7072845484117,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000118,351.535,1703826,Cachoeirinha,TO,176.36597647551812,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000119,339.366,1703883,Carmolândia,TO,26.854028452770724,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011a,190.352,1703891,Carrasco Bonito,TO,110.73932572021485,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011b,842.488,1705508,Colinas do Tocantins,TO,46.41233545912801,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011c,1641.77,1706506,Darcinópolis,TO,2013.4368615096535,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011d,506.175,1707405,Esperantina,TO,173.77065519409155,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011e,1991.258,1707702,Filadélfia,TO,1185.4481482702167,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011f,6414.846,1709005,Goiatins,TO,5627.191002807096,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000120,730.163,1710706,Itaguatins,TO,265.51253715298515,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000121,1246.349,1710904,Itapiratins,TO,524.3988434133029,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000122,483.452,1711803,Juarina,TO,126.32324309996415,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000123,281.543,1712454,Luzinópolis,TO,111.5993078129054,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000124,736.303,1712801,Maurilândia do Tocantins,TO,99.65438140546016,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000125,743.407,1713809,Palmeiras do Tocantins,TO,243.12441445606908,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000126,1194.368,1713957,Muricilândia,TO,113.05504060281179,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000127,395.997,1714302,Nazaré,TO,166.68800858692822,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000128,1567.834,1714880,Nova Olinda,TO,1073.316359172364,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000129,2638.465,1715705,Palmeirante,TO,5189.894676142969,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012a,1375.551,1716307,Pau D'Arco,TO,98.18477008568851,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012b,1363.412,1717206,Piraquê,TO,723.5333274591408,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012c,300.999,1718303,Praia Norte,TO,261.58334953843024,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012d,512.156,1718550,Riachinho,TO,65.22977029327993,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012e,222.435,1718808,Sampaio,TO,56.974098968505864,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012f,1671.239,1718865,Santa Fé do Araguaia,TO,124.15925757700009,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000130,274.104,1720002,Santa Terezinha do Tocantins,TO,225.1678655543427,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000131,1099.58,1720101,São Bento do Tocantins,TO,863.9407417227462,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000132,406.957,1720200,São Miguel do Tocantins,TO,262.4313887935381,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000133,289.597,1720309,São Sebastião do Tocantins,TO,43.536690417480486,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000134,307.095,1720804,Sítio Novo do Tocantins,TO,18.66369977180033,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000135,1083.6,1721208,Tocantinópolis,TO,436.93142806039907,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136,1365.431,1722081,Wanderlândia,TO,2217.787859762089,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000137,1190.489,1722107,Xambioá,TO,129.52787368958735,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000008f,8051.274,2903201,Barreiras,BA,5918.421264286933,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000090,4036.094,2919553,Luís Eduardo Magalhães,BA,4088.1461737609557,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003cd,5760.784,5300108,Brasília,DF,531.2712198341993,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002d7,143.357,5200050,Abadia de Goiás,GO,5.715233123731427,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002d8,1044.555,5200100,Abadiânia,GO,219.0246700290334,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002d9,1566.742,5200134,Acreúna,GO,62.42335828412234,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002da,115.385,5200159,Adelândia,GO,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002db,2023.636,5200175,Água Fria de Goiás,GO,497.3263754009646,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002dc,458.836,5200209,Água Limpa,GO,31.942540955092475,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002dd,191.817,5200258,Águas Lindas de Goiás,GO,69.13143863128062,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002de,846.876,5200308,Alexânia,GO,26.99879006958008,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002df,102.094,5200506,Aloândia,GO,0.25577506103515624,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002e0,500.342,5200555,Alto Horizonte,GO,61.06366105145617,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002e1,2594.998,5200605,Alto Paraíso de Goiás,GO,373.4408089896651,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002e2,1268.347,5200803,Alvorada do Norte,GO,159.76899054053203,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002e3,1343.742,5200829,Amaralina,GO,231.83241709111246,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002e4,133.834,5200852,Americano do Brasil,GO,0.6013232421875,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002e5,406.93,5200902,Amorinópolis,GO,16.375447888207518,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002e6,935.672,5201108,Anápolis,GO,93.69770453821516,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002e7,55.569,5201207,Anhanguera,GO,0.8618602164952895,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002e8,976.038,5201306,Anicuns,GO,23.37105502302581,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002e9,279.954,5201405,Aparecida de Goiânia,GO,6.729157990794462,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002ea,603.254,5201454,Aparecida do Rio Doce,GO,25.680991894531235,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002eb,2899.237,5201504,Aporé,GO,21.033326731866573,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002ec,149.776,5201603,Araçu,GO,2.4017144002278648,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002ed,661.677,5201702,Aragarças,GO,150.9634725211124,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002ee,218.125,5201801,Aragoiânia,GO,11.127624021953508,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002ef,2188.1,5202155,Araguapaz,GO,329.41404745471436,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002f0,1075.535,5202353,Arenópolis,GO,126.63699625528987,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002f1,3054.773,5202502,Aruanã,GO,322.1253703998641,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002f2,565.514,5202601,Aurilândia,GO,144.19488199261775,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002f3,170.228,5202809,Avelinópolis,GO,1.037477501627604,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002f4,1780.173,5203104,Baliza,GO,672.5293509338399,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002f5,1080.268,5203203,Barro Alto,GO,101.39923409608132,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002f6,1274.034,5203302,Bela Vista de Goiás,GO,99.62464488484699,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002f7,1901.137,5203401,Bom Jardim de Goiás,GO,623.8082942818204,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002f8,1405.605,5203500,Bom Jesus de Goiás,GO,33.52177135584215,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002f9,121.915,5203559,Bonfinópolis,GO,4.8889982055664065,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002fa,1635.319,5203575,Bonópolis,GO,203.56468647985128,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002fb,125.326,5203609,Brazabrantes,GO,1.328589925776463,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002fc,1458.459,5203807,Britânia,GO,63.46649954108744,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002fd,901.932,5203906,Buriti Alegre,GO,43.16851841837566,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002fe,202.576,5203939,Buriti de Goiás,GO,13.800434707725378,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002ff,246.075,5203962,Buritinópolis,GO,12.210540934220857,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000300,1126.434,5204003,Cabeceiras,GO,135.83503982718653,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000301,1657.226,5204102,Cachoeira Alta,GO,53.91328215808346,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000302,424.49,5204201,Cachoeira de Goiás,GO,31.09463566063974,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000303,528.281,5204250,Cachoeira Dourada,GO,9.58559106998219,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000304,2254.34,5204300,Caçu,GO,20.86360761180204,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000305,8627.961,5204409,Caiapônia,GO,1474.8989058221634,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000306,1608.523,5204508,Caldas Novas,GO,225.43283176408363,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000307,251.72,5204557,Caldazinha,GO,7.3549251507209314,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000308,272.734,5204607,Campestre de Goiás,GO,3.091580528947418,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000309,1978.386,5204656,Campinaçu,GO,620.4577599167758,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000030a,1064.541,5204706,Campinorte,GO,544.4441364254001,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000030b,2450.111,5204805,Campo Alegre de Goiás,GO,486.844673895455,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000030c,156.113,5204854,Campo Limpo de Goiás,GO,12.888080209625839,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000030d,735.126,5204904,Campos Belos,GO,123.88195946377614,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000030e,443.125,5204953,Campos Verdes,GO,84.58394888176419,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000030f,419.821,5205000,Carmo do Rio Verde,GO,3.2004873853257125,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000310,299.228,5205059,Castelândia,GO,2.4663150268554688,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000311,3826.37,5205109,Catalão,GO,259.193972358949,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000312,205.065,5205208,Caturaí,GO,1.8021889160156248,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000313,6948.78,5205307,Cavalcante,GO,2149.0142952286046,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000314,213.07,5205406,Ceres,GO,0.7769212158203125,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000315,417.08,5205455,Cezarina,GO,7.484944272939643,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000316,2184.076,5205471,Chapadão do Céu,GO,81.70686702500288,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000317,389.984,5205497,Cidade Ocidental,GO,14.319269885708678,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000318,1785.339,5205513,Cocalzinho de Goiás,GO,377.20718482859854,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000319,1707.519,5205521,Colinas do Sul,GO,473.1964055848133,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000031a,458.077,5205703,Córrego do Ouro,GO,9.30269173184264,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000031b,1064.833,5205802,Corumbá de Goiás,GO,320.6657135858509,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000031c,1864.277,5205901,Corumbaíba,GO,246.2356778467275,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000031d,6153.921,5206206,Cristalina,GO,1956.216508058337,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000031e,221.624,5206305,Cristianópolis,GO,10.603668096540863,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000031f,4673.039,5206404,Crixás,GO,2010.6268138550536,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000320,364.918,5206503,Cromínia,GO,18.36608561032763,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000321,568.365,5206602,Cumari,GO,52.485076384301315,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000322,417.625,5206701,Damianópolis,GO,84.18399620971677,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000323,86.057,5206800,Damolândia,GO,1.948453221650965,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000324,482.857,5206909,Davinópolis,GO,16.589077685546876,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000325,685.382,5207105,Diorama,GO,72.89956022539927,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000326,3227.558,5207253,Doverlândia,GO,505.0971896550682,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000327,598.218,5207352,Edealina,GO,3.988277380418965,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000328,1469.099,5207402,Edéia,GO,11.440884808349614,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000329,301.139,5207501,Estrela do Norte,GO,164.54695224817652,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000032a,1949.685,5207535,Faina,GO,506.77999932298854,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000032b,1279.107,5207600,Fazenda Nova,GO,115.10358075161793,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000032c,422.34,5207808,Firminópolis,GO,4.163396509746477,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000032d,3695.106,5207907,Flores de Goiás,GO,1349.4689131246087,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000032e,5804.292,5208004,Formosa,GO,1493.8347917626436,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000032f,843.42,5208103,Formoso,GO,281.37185836238984,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000330,588.328,5208152,Gameleira de Goiás,GO,32.59244777305453,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000331,828.874,5208301,Divinópolis de Goiás,GO,86.00661147420247,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000332,166.642,5208400,Goianápolis,GO,6.477335686753218,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000333,569.917,5208509,Goiandira,GO,23.798381895177513,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000334,1547.319,5208608,Goianésia,GO,176.22784525560644,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000335,729.296,5208707,Goiânia,GO,10.97953935721603,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000336,213.772,5208806,Goianira,GO,5.920953143310546,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000337,3108.423,5208905,Goiás,GO,420.85368024732435,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000338,2479.591,5209101,Goiatuba,GO,37.2802264576871,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000339,827.373,5209150,Gouvelândia,GO,101.27249717876352,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000033a,514.178,5209200,Guapó,GO,9.533247575324564,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000033b,205.533,5209291,Guaraíta,GO,7.147305712268307,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000033c,1221.054,5209408,Guarani de Goiás,GO,670.3012476518842,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000033d,593.188,5209457,Guarinos,GO,142.59888193871595,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000033e,228.615,5209606,Heitoraí,GO,8.810845507501337,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000033f,952.122,5209705,Hidrolândia,GO,58.20844142992206,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000340,583.756,5209804,Hidrolina,GO,116.22429198977007,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000341,1547.183,5209903,Iaciara,GO,219.61327208601426,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000342,689.201,5209937,Inaciolândia,GO,27.908487414790123,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000343,955.419,5209952,Indiara,GO,14.156757412109375,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000344,614.887,5210000,Inhumas,GO,9.468210592256435,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000345,4382.863,5210109,Ipameri,GO,1029.5868389939,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000346,244.209,5210158,Ipiranga de Goiás,GO,0.9500973876953125,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000347,1027.249,5210208,Iporá,GO,133.0172108955653,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000348,579.19,5210307,Israelândia,GO,30.068602064041443,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000349,1461.916,5210406,Itaberaí,GO,100.51561435372146,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000034a,142.652,5210562,Itaguari,GO,2.0739244311044733,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000034b,241.029,5210604,Itaguaru,GO,2.950493131582223,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000034c,2082.736,5210802,Itajá,GO,18.2149171682081,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000034d,952.998,5210901,Itapaci,GO,93.46378261429146,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000034e,2047.874,5211008,Itapirapuã,GO,79.85236678974232,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000034f,1281.404,5211206,Itapuranga,GO,52.54463955659751,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000350,3437.367,5211305,Itarumã,GO,66.94042122120575,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
