Ano,Regiao,Uf Sigla,Municipio Primario,Nome Conflito,Categoria Causou Acao,Categoria Sofreu Acao,Situacao Conflito Agua,Tipo Conflito Agua,Tipo De Violencia
2021,Nordeste,PI,São Gonçalo do Piauí (PI),Com. Buritizinho/Ennel Green Power,Empresário,Ribeirinho,Destruição e ou poluição,Uso e preservação,Omissão/Conivência
2021,Nordeste,PI,São Gonçalo do Piauí (PI),Com. Lapa/Eneel Green Power,Empresário,Ribeirinho,Destruição e ou poluição,Uso e preservação,Omissão/Conivência
2021,Nordeste,PI,São Raimundo Nonato (PI),Assentamento Novo Zabelê,Governo estadual,Assentado,Diminuição do acesso à Água,Uso e preservação,
2021,Norte,AM,Itacoatiara (AM),T. I. Waimiri Atroari/Linhão de Tucuruí,Mineradora,Indígenas,Destruição e ou poluição,Uso e preservação,
2021,Norte,AM,Nova Olinda do Norte (AM),PAE Abacaxis 1 e 2/Terra Preta e Outras,Governo estadual,Ribeirinho,Impedimento de acesso à água,Uso e preservação,
2021,Norte,AM,Parintins (AM),P. A. Gleba Vila Amazônia,Empresário,Ribeirinho,Pesca predatória,Uso e preservação,
2021,Norte,AM,Santa Isabel do Rio Negro (AM),T. I. Médio Rio Negro II/Com. Arurá,Garimpeiro,Indígenas,Destruição e ou poluição,Uso e preservação,
2021,Norte,PA,Altamira (PA),T.I. Araweté Igarapé Ipixuna,Hidrelétrica,Indígenas,Desconstrução do histórico-cultural,Uso e preservação,
2021,Norte,PA,Altamira (PA),T.I. Baú/Kayapó,Garimpeiro,Indígenas,Destruição e ou poluição,Uso e preservação,
2021,Norte,PA,Altamira (PA),T. I. Cachoeira Seca do Iriri/Índios Arara/UHE Belo Monte,Hidrelétrica,Indígenas,Desconstrução do histórico-cultural,Barragens e Açudes,
2021,Norte,PA,Altamira (PA),T.I. Kararaô,Hidrelétrica,Indígenas,Desconstrução do histórico-cultural,Uso e preservação,
2021,Norte,PA,Altamira (PA),T.I. Koatinemo,Hidrelétrica,Indígenas,Desconstrução do histórico-cultural,Uso e preservação,
2021,Norte,PA,Altamira (PA),T. I. Xipáia Kuruáia/UHE Belo Monte,Hidrelétrica,Indígenas,Desconstrução do histórico-cultural,Barragens e Açudes,
2021,Norte,PA,Anapu (PA),T. I. Paquiçamba/Juruna/UHE Belo Monte/PAC,Hidrelétrica,Indígenas,Desconstrução do histórico-cultural,Barragens e Açudes,
2021,Norte,PA,Barcarena (PA),Com. Bom Futuro/Mineradora Hydro Alunorte,Mineradora internacional,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Norte,PA,Barcarena (PA),Com. Burajuba/Codebar/Itupanema/Caripi/Hydro Alunorte,Mineradora internacional,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Norte,PA,Barcarena (PA),Com. Gibrié de São Lourenço/Hydro Alunorte,Mineradora internacional,Quilombola,Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Norte,PA,Barcarena (PA),Com. Quil. Cupuaçu Boa Vista/Hydro Alunorte,Mineradora internacional,Quilombola,Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Norte,PA,Barcarena (PA),Com. Quilombola Sítio Conceição/Hydro Alunorte,Mineradora internacional,Quilombola,Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Norte,PA,Barcarena (PA),Com. Ramal Fazendinha/Hydro Alunorte,Mineradora internacional,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Norte,PA,Barcarena (PA),Com. Renascer com Cristo/Mineradora Hydro Alunorte,Mineradora internacional,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Norte,PA,Barcarena (PA),Com. Sítio São João/Hydro Alunorte,Mineradora internacional,Quilombola,Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Norte,PA,Brasil Novo (PA),T.I. Arara,Hidrelétrica,Indígenas,Desconstrução do histórico-cultural,Uso e preservação,
2021,Norte,PA,Concórdia do Pará (PA),Comunidade Quilombola Timboteua Cravo,Empresário,Quilombola,Destruição e ou poluição,Uso e preservação,
2021,Norte,PA,Itupiranga (PA),Comunidade Vila Tauiry,Governo federal,Ribeirinho,Destruição e ou poluição,Uso e preservação,
2021,Norte,PA,Marabá (PA),Com. Ribeirinha Lago dos Macacos,Fazendeiro,Ribeirinho,Desconstrução do histórico-cultural,Uso e preservação,
2021,Norte,PA,Marabá (PA),P. A. Diamante,Fazendeiro,Ribeirinho,Desconstrução do histórico-cultural,Uso e preservação,
2021,Norte,PA,Santarém (PA),Com. Quil. do Murumuru,Empresário,Quilombola,Destruição e ou poluição,Uso e preservação,
2021,Norte,PA,Santarém (PA),Com. Quilombola de Murumurutuba,Empresário Internacional,Quilombola,Destruição e ou poluição,Uso e preservação,
2021,Norte,PA,Santarém (PA),Com. Quilombola Maria Valentina,Empresário Internacional,Quilombola,Destruição e ou poluição,Uso e preservação,
2021,Norte,PA,Santarém (PA),Com. Quilombola Saracura e Arapemã,Empresário Internacional,Quilombola,Destruição e ou poluição,Uso e preservação,
2021,Norte,PA,Santarém (PA),Com. Quil. Pérola do Maicá,Empresário Internacional,Quilombola,Destruição e ou poluição,Uso e preservação,
2021,Norte,PA,Santarém (PA),Quilombo Bom Jardim,Empresário Internacional,Quilombola,Destruição e ou poluição,Uso e preservação,
2021,Norte,PA,Santarém (PA),T. I. Munduruku/Planalto Santareno,Empresário Internacional,Indígenas,Destruição e ou poluição,Uso e preservação,
2021,Norte,PA,São Félix do Xingu (PA),T. I. Apyterena/Apyterewa/Parakanã,Grileiro,Indígenas,Destruição e ou poluição,Uso e preservação,
2021,Norte,PA,Senador José Porfírio (PA),T. I. Arara da Volta Grande do Xingu,Hidrelétrica,Indígenas,Desconstrução do histórico-cultural,Uso e preservação,
2021,Norte,PA,Tomé-Açu (PA),T. I. Tembé/Turé-Mariquita I e II,Empresário,Indígenas,Destruição e ou poluição,Uso e preservação,
2021,Norte,PA,Vitória do Xingu (PA),T.I. Juruna do Km 17,Hidrelétrica,Indígenas,Desconstrução do histórico-cultural,Uso e preservação,
2021,Norte,RR,Mucajaí (RR),T. I. Yanomami/Apiauí/Papiu/Yawaripé,Garimpeiro,Indígenas,Destruição e ou poluição,Uso e preservação,Contaminação por minérios
2021,Norte,TO,Porto Nacional (TO),Assentamento Prata,Governo estadual,Assentado,Diminuição do acesso à Água,Uso e preservação,
2021,Sudeste,ES,Baixo Guandu (ES),Com. Ribeirinha Mascarenhas/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Não cumprimento de procedimentos legais,Uso e preservação,
2021,Sudeste,ES,Baixo Guandu (ES),Ilha das Orquídeas/Rio Doce/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Não cumprimento de procedimentos legais,Uso e preservação,
2021,Sudeste,ES,Conceição da Barra (ES),Com. Quilombola de Angelim II/Sapê do Norte/Aracruz,Grileiro,Quilombola,Destruição e ou poluição,Apropriação Particular,
2021,Sudeste,ES,Conceição da Barra (ES),Comunidade de Barreiras,Governo federal,Pescador,Não cumprimento de procedimentos legais,Uso e preservação,
2021,Sudeste,ES,Nova Venécia (ES),Comunidade Rural de Cedrolândia,Governo municipal,Pequeno proprietário,Diminuição do acesso à Água,Uso e preservação,
2021,Sudeste,ES,Nova Venécia (ES),Comunidade Rural de Cedrolândia,Governo municipal,Pequeno proprietário,Não cumprimento de procedimentos legais,Uso e preservação,
2021,Sudeste,MG,Barão de Cocais (MG),Com. Socorro/Barragem Sul Superior/Mina Gongo Soco/Vale,Mineradora internacional,"Atingido por barragem, Pequeno proprietário",Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Sudeste,MG,Barão de Cocais (MG),Mina do Brucutu/ Com. Laranjeiras / Com. São José de Brumadinho/Vale do Rio Doce,Mineradora internacional,Pequeno proprietário,Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Sudeste,MG,Barra Longa (MG),Com. de Gesteira/Rompimento da Barragem da Samarco-Vale-BHP Billiton,Mineradora internacional,Ribeirinho,Não reassentamento,Barragens e Açudes,
2021,Sudeste,MG,Barra Longa (MG),Com. Ribeirinha de Barra Longa/Rompimento da Barragem da Samarco/Vale/BHP Billiton,Mineradora internacional,Pequeno proprietário,Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Sudeste,MG,Brumadinho (MG),Com. Casa Branca/Mina da Jangada/Vale,Mineradora,Pequeno proprietário,Destruição e ou poluição,Barragens e Açudes,
2021,Sudeste,MG,Brumadinho (MG),Com. Córrego do Feijão/Rompimento da Barragem Mina do Feijão/Vale,Mineradora internacional,Pequeno proprietário,Destruição e ou poluição,Barragens e Açudes,
2021,Sudeste,MG,Brumadinho (MG),Com. Córrego do Feijão/Rompimento da Barragem Mina do Feijão/Vale,Mineradora internacional,Pequeno proprietário,Diminuição do acesso à Água,Barragens e Açudes,
2021,Sudeste,MG,Congonhas (MG),Comunidade do Barnabé,Empresário,Pequeno proprietário,Diminuição do acesso à Água,Uso e preservação,
2021,Sudeste,MG,Fortuna de Minas (MG),Com. Quilombola Beira do Córrego/Rompimento da Barragem Mina do Feijão/Vale/Ferro,Mineradora internacional,Quilombola,Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Sudeste,MG,Fortuna de Minas (MG),Com. Quilombola Retiro dos Moreiras/Rompimento da Barragem Mina do Feijão/Vale/Ferro,Mineradora internacional,Quilombola,Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Sudeste,MG,Mariana (MG),Com. Bento Rodrigues/Rompimento da Barragem da Samarco/Vale-BHP Billiton,Mineradora internacional,Pequeno proprietário,Não reassentamento,Barragens e Açudes,
2021,Sudeste,MG,Mariana (MG),Com. Bento Rodrigues/Rompimento da Barragem da Samarco/Vale-BHP Billiton,Mineradora internacional,Pequeno proprietário,Diminuição do acesso à Água,Barragens e Açudes,
2021,Sudeste,MG,Mariana (MG),Com. Camargos/Rompimento da Barragem Fundão/Samarco-Vale-BHP Billiton,Mineradora internacional,Ribeirinho,Diminuição do acesso à Água,Barragens e Açudes,
2021,Sudeste,MG,Mariana (MG),Com. Campinas /Rompimento da Barragem da Samarco/Vale-BHP Billiton,Mineradora internacional,Pequeno proprietário,Diminuição do acesso à Água,Barragens e Açudes,
2021,Sudeste,MG,Mariana (MG),Com. de Pedras/Rompimento da Barragem da Samarco/Vale-BHP Billiton,Mineradora internacional,Pequeno proprietário,Diminuição do acesso à Água,Barragens e Açudes,
2021,Sudeste,MG,Mariana (MG),Com. Paracatu de Baixo/Rompimento da Barragem/Samarco/Vale-BHP Billiton,Mineradora internacional,Pequeno proprietário,Não reassentamento,Barragens e Açudes,
2021,Sudeste,MG,Mariana (MG),Com. Paracatu de Baixo/Rompimento da Barragem/Samarco/Vale-BHP Billiton,Mineradora internacional,Pequeno proprietário,Diminuição do acesso à Água,Barragens e Açudes,
2021,Sudeste,MG,Mariana (MG),Com. Ponte do Gama/Rompimento da Barragem Fundão/Samarco-Vale-BHP Billiton,Mineradora internacional,Pequeno proprietário,Diminuição do acesso à Água,Barragens e Açudes,
2021,Sudeste,MG,Naque (MG),Com. Ribeirinha de Naque/Rompimento da Barragem da Samarco/Vale/BHP Billiton,Mineradora internacional,Pescador,Não cumprimento de procedimentos legais,Barragens e Açudes,Intimidação
2021,Sudeste,MG,Ouro Preto (MG),Com. Antônio Pereira/Barragem Doutor/Mina de Timbopeba/Vale,Mineradora internacional,Pequeno proprietário,Falta de projeto de reassentamento,Barragens e Açudes,
2021,Sudeste,MG,Paraopeba (MG),Com. Quilombola de Pontinha,Mineradora internacional,Quilombola,Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Sudeste,MG,Periquito (MG),Com. de Pedra Corrida e Outras/Rompimento da Barragem da Samarco/Vale/BHP Billiton,Mineradora internacional,"Pescador, Ribeirinho",Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Sudeste,MG,Pompéu (MG),T. I. Capão do Zezinho/Fundinho/Pindaíba/Romp. da Barragem Mina do Feijão,Mineradora internacional,Indígenas,Destruição e ou poluição,Barragens e Açudes,
2021,Sudeste,MG,Senhora do Porto (MG),Com. Quilombola Moinho Velho,Empresário,Quilombola,Diminuição do acesso à Água,Uso e preservação,
2021,Sudeste,MG,Serro (MG),Comunidade Mato Grosso,Fazendeiro,Pequeno proprietário,Destruição e ou poluição,Barragens e Açudes,
2021,Sudeste,RJ,Mangaratiba (RJ),Baía de Sepetiba,Empresário Internacional,Pescador,Destruição e ou poluição,Uso e preservação,
2021,Sudeste,RJ,Niterói (RJ),Colônia de  Pescadores Z-7,Governo municipal,Pescador,Destruição e ou poluição,Uso e preservação,Acidente de trabalho
2021,Sudeste,RJ,Paraty (RJ),APA de Cairuçu/Com. Caiçara Praia do Sono,Empresário,Caiçara,Impedimento de acesso à água,Apropriação Particular,
2021,Sudeste,SP,Guarujá (SP),Com. Caiçara/Colônia de Pescadores de Floriano Peixoto,Governo federal,Caiçara,Desconstrução do histórico-cultural,Uso e preservação,Criminalização
2021,Sul,PR,Itaipulândia (PR),Área do Estado/Tekoha Aty Mirim/Povo Guarani,Hidrelétrica,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,
2021,Sul,PR,Renascença (PR),PCH Bedin,Governo estadual,Pequeno proprietário,Destruição e ou poluição,Barragens e Açudes,
2021,Sul,PR,Terra Roxa (PR),T. I. Guarani Mbya/Tekohá Tajy Poty/Guasu Guavirá/Itaipu,Fazendeiro,Indígenas,Contaminação por agrotóxico,Uso e preservação,
2021,Sul,RS,Capão do Leão (RS),Faz. Santana,Governo federal,Pescador,Desconstrução do histórico-cultural,Uso e preservação,Criminalização
2021,Sul,RS,Nova Santa Rita (RS),Assent. Santa Rita de Cássia II,Empresário,Assentado,Contaminação por agrotóxico,Uso e preservação,
2021,Sul,RS,Rio Grande (RS),Colônia de Pescadores Z-1,Governo federal,Pescador,Desconstrução do histórico-cultural,Uso e preservação,Criminalização
2021,Sul,SC,Balneário Rincão (SC),Com. Pesqueira de Balneário Rincão/Rio Araranguá,Governo federal,Pescador,Não cumprimento de procedimentos legais,Uso e preservação,Omissão/Conivência
2021,Sul,SC,Brunópolis (SC),UHE São Roque,Hidrelétrica,Atingido por barragem,Não cumprimento de procedimentos legais,Barragens e Açudes,
2022,Centro-Oeste,MS,Corumbá (MS),Terra Indígena Guató,Empresário,Indígenas,Não cumprimento de procedimentos legais,Apropriação Particular,
2022,Centro-Oeste,MT,Barra do Bugres (MT),T.I. Umutina/Barreira Sanitária,Empresário,Indígenas,Destruição e ou poluição,Uso e preservação,
2022,Centro-Oeste,MT,Brasnorte (MT),T.I. Erikpatsá/Rikbaktsa,Hidrelétrica,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,
2022,Centro-Oeste,MT,Cáceres (MT),Ribeirinhos no Porto Barranco Vermelho,Empresário,Ribeirinho,Não cumprimento de procedimentos legais,Apropriação Particular,
2022,Centro-Oeste,MT,Juara (MT),Comunidade Casulo,Hidrelétrica,Pequeno proprietário,Não cumprimento de procedimentos legais,Barragens e Açudes,
2022,Centro-Oeste,MT,Juara (MT),Comunidade Palmital,Hidrelétrica,Pequeno proprietário,Não cumprimento de procedimentos legais,Barragens e Açudes,
2022,Centro-Oeste,MT,Juara (MT),Comunidade Pedreira,Hidrelétrica,Pequeno proprietário,Não cumprimento de procedimentos legais,Barragens e Açudes,
2022,Centro-Oeste,MT,Juara (MT),Comunidade Rodolfo Ferro,Hidrelétrica,Pequeno proprietário,Não cumprimento de procedimentos legais,Barragens e Açudes,
2022,Centro-Oeste,MT,Juara (MT),T. I. Batelão/Apiacá- Kayabi/Ald. Kururuzinho/Muruvi/Dinossauro,Hidrelétrica,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,
2022,Centro-Oeste,MT,Mirassol D'Oeste (MT),Faz. Prata/P. A. Roseli Nunes,Fazendeiro,Assentado,Contaminação por agrotóxico,Uso e preservação,Contaminação por agrotóxico
2022,Centro-Oeste,MT,Novo Mundo (MT),Gl. Nhandú/Faz. Recanto/5 Estrelas/PDS Nova Conquista II,Grileiro,Sem Terra,Contaminação por agrotóxico,Uso e preservação,
2022,Centro-Oeste,MT,Novo São Joaquim (MT),T. I. Sangradouro/Volta Grande/Xavante,Hidrelétrica,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,
2022,Nordeste,AL,Palmeira dos Índios (AL),Quilombo Tabacaria,Governo municipal,Quilombola,Destruição e ou poluição,Barragens e Açudes,
2022,Nordeste,AL,Pão de Açúcar (AL),Comunidades da Região de Cima,Fazendeiro,Posseiro,Impedimento de acesso à água,Uso e preservação,
2022,Nordeste,BA,Caetité (BA),Com. Araticum/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2022,Nordeste,BA,Caetité (BA),Com. João Barroca/Bamin/BML,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2022,Nordeste,BA,Cairu (BA),Moreré/Ilha de Boipeba,Empresário,Pescador,Impedimento de acesso à água,Uso e preservação,
2022,Nordeste,BA,Casa Nova (BA),Lagoa da Catinga/Caatinga,Grileiro,Camponês de fundo e fecho de pasto,Impedimento de acesso à água,Apropriação Particular,
2022,Nordeste,BA,Correntina (BA),Fecho de Pasto Capão do Modesto,Grileiro,Camponês de fundo e fecho de pasto,Impedimento de acesso à água,Uso e preservação,
2022,Nordeste,BA,Nordestina (BA),Com. Quilombola Grotas,Governo estadual,Quilombola,Diminuição do acesso à Água,Cobrança,
2022,Nordeste,BA,Piatã (BA),Com. Quilombola do Mocó e Bocaína,Mineradora internacional,Quilombola,Destruição e ou poluição,Barragens e Açudes,
2022,Nordeste,BA,Piatã (BA),Com. Quilombola do Mocó e Bocaína,Mineradora internacional,Quilombola,Não cumprimento de procedimentos legais,Barragens e Açudes,
2022,Nordeste,BA,São Desidério (BA),PCHs do Rio das Fêmeas e do Rio Grande/PAC,Hidrelétrica,Ribeirinho,Diminuição do acesso à Água,Barragens e Açudes,
2022,Nordeste,BA,Xique-Xique (BA),Projeto de Irrigação Baixio do Irecê/18 Comunidades Atingidas,Empresário,Camponês de fundo e fecho de pasto,Desconstrução do histórico-cultural,Barragens e Açudes,
2022,Nordeste,MA,Cândido Mendes (MA),Carará-Mirim ,Mineradora internacional,Atingido por barragem,Desconstrução do histórico-cultural,Barragens e Açudes,
2022,Nordeste,MA,Cândido Mendes (MA),Comunidade Aurizona,Mineradora internacional,Posseiro,Desconstrução do histórico-cultural,Barragens e Açudes,
2022,Nordeste,MA,Godofredo Viana (MA),Área na MA-308/Manoel Ribeiro/Mineração Aurizona,Mineradora internacional,Posseiro,Desconstrução do histórico-cultural,Barragens e Açudes,
2022,Nordeste,MA,Godofredo Viana (MA),Com. Bacuri/Aurizona Mineração,Mineradora internacional,Posseiro,Desconstrução do histórico-cultural,Barragens e Açudes,
2022,Nordeste,MA,Godofredo Viana (MA),Com. Barão de Pirucaua/Aurizona Mineração,Mineradora internacional,Posseiro,Desconstrução do histórico-cultural,Barragens e Açudes,
2022,Nordeste,MA,Godofredo Viana (MA),Com. Jenipapo/Aurizona Mineração,Mineradora internacional,Posseiro,Desconstrução do histórico-cultural,Barragens e Açudes,
2022,Nordeste,MA,Godofredo Viana (MA),Com. São José de Pirucaua/Aurizona Mineração,Mineradora internacional,Posseiro,Desconstrução do histórico-cultural,Barragens e Açudes,
2022,Nordeste,MA,Mirador (MA),Com. Papagaio/Parque Estadual do Mirador,Empresário,Posseiro,Contaminação por agrotóxico,Uso e preservação,
2022,Nordeste,MA,Mirador (MA),Com. Porquinhos/Parque Estadual do Mirador,Empresário,Posseiro,Contaminação por agrotóxico,Uso e preservação,
2022,Nordeste,MA,Raposa (MA),Colônia de Pescadores Z-53,Governo municipal,Pescador,Impedimento de acesso à água,Apropriação Particular,
2022,Nordeste,PB,Sobrado (PB),Faz. Antas/Assent. Elizabeth Teixeira/Com. Barra de Antas,Governo estadual,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,
2022,Nordeste,PE,Garanhuns (PE),Quilombo Castainho,Governo municipal,Quilombola,Destruição e ou poluição,Uso e preservação,
2022,Nordeste,PE,Ipojuca (PE),Com. Quil. Ilha de Mercês,Governo federal,Quilombola,Ameaça de expropriação,Apropriação Particular,
2022,Nordeste,PE,Itambé (PE),Eng. São Sebastião/Com. São Sebastião,Empresário,Posseiro,Impedimento de acesso à água,Apropriação Particular,
2022,Nordeste,PI,Cajueiro da Praia (PI),Praia em Cajueiro da Praia/Vazamento do Óleo,Empresário,Pescador,Não cumprimento de procedimentos legais,Apropriação Particular,
2022,Nordeste,RN,Natal (RN),Colônia de Pescadores Z4/Canto do Mangue,Governo municipal,Pescador,Ameaça de expropriação,Uso e preservação,
2022,Nordeste,RN,Pedra Grande (RN),Com. Pesqueira Enxu Queimado,Empresário,Pescador,Ameaça de expropriação,Apropriação Particular,
2022,Norte,AM,Atalaia do Norte (AM),T. I. Vale do Javari,Traficante,Indígenas,Pesca predatória,Uso e preservação,Assassinato
2022,Norte,AM,Autazes (AM),Aldeia Taquara,Fazendeiro,Indígenas,Destruição e ou poluição,Uso e preservação,
2022,Norte,AM,Humaitá (AM),Terra Indígena Diahui,Empresário,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,
2022,Norte,AM,Humaitá (AM),T. I. Tenharim Marmelos,Empresário,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,
2022,Norte,AM,Manicoré (AM),Rebio do Rio Manicoré/15 Comunidades Ribeirinhas,Garimpeiro,Extrativista,Destruição e ou poluição,Uso e preservação,Contaminação por minérios
2022,Norte,AM,Presidente Figueiredo (AM),Região da Vila de Balbina/Igarapé da Cachoeira/Sussuarana,Madeireiro,Atingido por barragem,Destruição e ou poluição,Uso e preservação,
2022,Norte,AM,Santa Isabel do Rio Negro (AM),T. I. Médio Rio Negro II/Com. Arurá,Garimpeiro,Indígenas,Destruição e ou poluição,Uso e preservação,
2022,Norte,AM,Tapauá (AM),Comunidade Boca do Mapixi/Igarapé Boca do Mapixi,Empresário,Ribeirinho,Pesca predatória,Uso e preservação,
2022,Norte,AM,Tapauá (AM),Comunidade da Boa Fé/Igarapé Cura Curá,Empresário,Ribeirinho,Pesca predatória,Uso e preservação,
2022,Norte,AM,Tapauá (AM),Comunidade do Igarapé Arimã Grande/Rio Purus,Empresário,Ribeirinho,Pesca predatória,Uso e preservação,
2022,Norte,AM,Tapauá (AM),Comunidade do Igarapé Camaraã/Rio Purus,Empresário,Ribeirinho,Pesca predatória,Uso e preservação,
2022,Norte,AM,Tapauá (AM),Comunidade do Igarapé Coati/Rio Purus,Empresário,Ribeirinho,Pesca predatória,Uso e preservação,
2022,Norte,AM,Tapauá (AM),Comunidade do Igarapé Ila dos Bons,Empresário,Ribeirinho,Pesca predatória,Uso e preservação,
2022,Norte,AM,Tapauá (AM),Comunidade do Igarapé Macuri,Empresário,Ribeirinho,Pesca predatória,Uso e preservação,
2022,Norte,AM,Tapauá (AM),Comunidade do Igarapé Nova Olinda,Empresário,Ribeirinho,Pesca predatória,Uso e preservação,
2022,Norte,AM,Tapauá (AM),Comunidade do Igarapé Pacoval,Empresário,Ribeirinho,Pesca predatória,Uso e preservação,
2022,Norte,AM,Tapauá (AM),Comunidade do Igarapé Rabelo,Empresário,Ribeirinho,Pesca predatória,Uso e preservação,
2022,Norte,AM,Tapauá (AM),Comunidade do Igarapé Tacacá,Empresário,Ribeirinho,Pesca predatória,Uso e preservação,
2022,Norte,AM,Tapauá (AM),Floresta Estadual de Tapauá/Marizal/Duas Bocas/Santo Antônio/Socozal/Pinheiro/Mangueirão/Sol Nascente/Maloca/Dois Unidos/Central,Empresário,Ribeirinho,Pesca predatória,Uso e preservação,
2022,Norte,AP,Macapá (AP),Comunidade Quilombola Ilha Redonda,Governo municipal,Quilombola,Destruição e ou poluição,Uso e preservação,
2022,Norte,AP,Pedra Branca do Amapari (AP),Com. Ribeirinha do Igarapé Xivete/Igarapé do Areia/Rio Amapari,Mineradora,Ribeirinho,Destruição e ou poluição,Uso e preservação,Contaminação por minérios
2022,Norte,AP,Pracuúba (AP),Território de Uso Tradicional no Entorno do Lago Pracuúba,Fazendeiro,Pescador,Impedimento de acesso à água,Apropriação Particular,Assassinato
2022,Norte,PA,Acará (PA),Com. Quil. Alto Acará/ Com. Quil. Balsas,Empresário,Quilombola,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Acará (PA),Com. Quil. Alto Acará/ Com. Quil. Balsas,Empresário,Quilombola,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Acará (PA),Com. Quil. Alto Acará/ Com. Quil. Balsas,Empresário,Quilombola,Impedimento de acesso à água,Apropriação Particular,
2022,Norte,PA,Acará (PA),Com. Quil. Alto Acará/ Com. Quil. Balsas,Empresário,Quilombola,Impedimento de acesso à água,Apropriação Particular,
2022,Norte,PA,Altamira (PA),Resex Riozinho do Anfrísio,Garimpeiro,Ribeirinho,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Altamira (PA),T.I. Menkragnoti,Fazendeiro,Indígenas,Pesca predatória,Uso e preservação,
2022,Norte,PA,Altamira (PA),T. I. Xipáia Kuruáia/UHE Belo Monte,Garimpeiro,Indígenas,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Anapu (PA),T. I. Paquiçamba/Juruna/UHE Belo Monte/PAC,Hidrelétrica,Indígenas,Diminuição do acesso à Água,Barragens e Açudes,
2022,Norte,PA,Brasil Novo (PA),T.I. Arara,Mineradora,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,
2022,Norte,PA,Bujaru (PA),Com. Quil. São Judas Tadeu,Empresário,Quilombola,Diminuição do acesso à Água,Uso e preservação,
2022,Norte,PA,Concórdia do Pará (PA),Comunidade Quilombola Campo Verde,Empresário,Quilombola,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Concórdia do Pará (PA),Comunidade Quilombola Curuperé,Empresário,Quilombola,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Concórdia do Pará (PA),Comunidade Quilombola Curuperé,Empresário,Quilombola,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Concórdia do Pará (PA),Comunidade Quilombola Curuperézinho,Empresário,Quilombola,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Concórdia do Pará (PA),Comunidade Quilombola do KM 35-Cravo,Empresário,Quilombola,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Concórdia do Pará (PA),Comunidade Quilombola Galho Cravo,Empresário,Quilombola,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Concórdia do Pará (PA),Comunidade Quilombola  Igarapé Dona Carupe,Empresário,Quilombola,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Concórdia do Pará (PA),Comunidade Quilombola Igarapé Jutaí,Empresário,Quilombola,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Concórdia do Pará (PA),Comunidade Quilombola Jutaí,Empresário,Quilombola,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Concórdia do Pará (PA),Comunidade Quilombola Timboteua Cravo,Empresário,Quilombola,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Itaituba (PA),Com. de Miritituba/P. A. Areia,Governo municipal,Sem Terra,Destruição e ou poluição,Barragens e Açudes,
2022,Norte,PA,Itaituba (PA),T. I. Sawré Muybu/Munduruku/PCHs Tapajós,Garimpeiro,Indígenas,Destruição e ou poluição,Uso e preservação,
2022,Norte,PA,Jacareacanga (PA),T. I. Munduruku/UHE Tapajós,Garimpeiro,Indígenas,Destruição e ou poluição,Uso e preservação,
