Ano,Regiao,Uf Sigla,Municipio Primario,Nome Conflito,Categoria Causou Acao,Categoria Sofreu Acao,Situacao Conflito Agua,Tipo Conflito Agua,Tipo De Violencia
2014,Centro-Oeste,MS,Corumbá (MS),Com. Antônio Maria Coelho,Mineradora,Extrativista,Diminuição do acesso à Água,Uso e preservação,
2014,Centro-Oeste,MT,Chapada dos Guimarães (MT),Usina de Manso/Furnas/Faz. do Mamão,Hidrelétrica,Pequeno proprietário,Não cumprimento de procedimentos legais,Barragens e Açudes,
2014,Centro-Oeste,MT,Cláudia (MT),UHE de Sinop/Assent. 12 de Outubro/PAC,Hidrelétrica,Assentado,Ameaça de expropriação,Barragens e Açudes,
2014,Centro-Oeste,MT,Paranaíta (MT),PCHs no Rio Teles Pires/PAC/UHE São Manoel,Hidrelétrica,Indígenas,Ameaça de expropriação,Barragens e Açudes,
2014,Centro-Oeste,MT,Sinop (MT),UHE Sinop/Colônia de Pescadores Z-16/PAC,Hidrelétrica,Pescador,Ameaça de expropriação,Barragens e Açudes,
2014,Centro-Oeste,MT,Tabaporã (MT),Gl. Mercedes V/P.A. Wesley Manoel Santos,Hidrelétrica,Assentado,Ameaça de expropriação,Barragens e Açudes,
2014,Nordeste,AL,Porto de Pedras (AL),Colônia de Pescadores Z-25/Praia do Patacho/Praia Tatuamunha/Vazamento de Óleo,Empresário,Pescador,Impedimento de acesso à água,Apropriação Particular,Impedimento de ir e vir
2014,Nordeste,BA,Andorinha (BA),Açude Andorinha II/Mineradora Ferbasa,Mineradora,Pescador,Diminuição do acesso à Água,Uso e preservação,
2014,Nordeste,BA,Caetité (BA),Com. Araticum/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Caetité (BA),Com. Casa da Roda/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Caetité (BA),Com. Flores/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Caetité (BA),Com. João Barroca/Bamin/BML,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Caetité (BA),Com. Olho d' Água dos Pires/Projeto Pedra de Ferro/Bamin    ,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Caetité (BA),Com. Rancho do Meio/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Campo Formoso (BA),Com. de Brejo Grande/Mineradora Ferbasa,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,
2014,Nordeste,BA,Campo Formoso (BA),Com. Limoeiro/Mineradora Ferbasa,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,
2014,Nordeste,BA,Campo Formoso (BA),Com. Santo Antônio,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,
2014,Nordeste,BA,Pindaí (BA),Com. Baixa Preta/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Pindaí (BA),Com. Barra dos Crioulos/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Pindaí (BA),Com. Barriguda/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Pindaí (BA),Com. Cachoeira de Baixo/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Pindaí (BA),Com. Cachoeira de Cima/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Pindaí (BA),Com. Pau Ferro/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Pindaí (BA),Com. Piripiri/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Pindaí (BA),Com. Poço Comprido/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Pindaí (BA),Com. Rega Pé/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Pindaí (BA),Com. Tábuas/Projeto Pedra de Ferro/Bamin,Mineradora,Geraizeiro,Impedimento de acesso à água,Apropriação Particular,
2014,Nordeste,BA,Salinas da Margarida (BA),Comunidade Encarnação,Empresário,Pescador,Destruição e ou poluição,Uso e preservação,Ameaça de Morte
2014,Nordeste,BA,São Félix (BA),Com. Ribeirinha do Bairro 135/Barragem Pedra do Cavalo,Hidrelétrica,Ribeirinho,Destruição e ou poluição,Barragens e Açudes,
2014,Nordeste,MA,Presidente Juscelino (MA),Pov. Bela Vista do Pinho/Assoc. Amigos do Rio Munim/Magropel,Empresário,Posseiro,Destruição e ou poluição,Uso e preservação,Danos
2014,Nordeste,PE,Afogados da Ingazeira (PE),Barragem da Ingazeira,Governo federal,Atingido por barragem,Falta de projeto de reassentamento,Barragens e Açudes,Omissão/Conivência
2014,Nordeste,PE,Cabo de Santo Agostinho (PE),Mangue da Praia Suape/Complexo Portuário Suape/PAC,Empresário,Marisqueira,Destruição e ou poluição,Uso e preservação,Impedimento do exercício profissional
2014,Nordeste,PE,Cabo de Santo Agostinho (PE),Praia do Paiva/Colônia Z-8/Comp. Suape/PAC,Empresário,Pescador,Impedimento de acesso à água,Uso e preservação,Impedimento de ir e vir
2014,Nordeste,PE,Cabrobó (PE),T. I. Truká/Iha de Assunção,Governo federal,Indígenas,Não cumprimento de procedimentos legais,Uso e preservação,Omissão/Conivência
2014,Nordeste,PE,Floresta (PE),T. I.  Pipipã/Transp. do Rio São Francisco/PAC,Governo federal,Indígenas,Não cumprimento de procedimentos legais,Uso e preservação,Omissão/Conivência
2014,Nordeste,PE,Palmares (PE),Barragem de Serro Azul,Governo estadual,Atingido por barragem,Não reassentamento,Barragens e Açudes,Omissão/Conivência
2014,Nordeste,PE,Trindade (PE),Com. Algodões/Emp. de Gesso,Empresário,Posseiro,Destruição e ou poluição,Uso e preservação,Danos
2014,Nordeste,RN,Caicó (RN),Barragem de Oiticica,Governo estadual,Atingido por barragem,Falta de projeto de reassentamento,Barragens e Açudes,Omissão/Conivência
2014,Norte,AP,Laranjal do Jari (AP),UHE Santo Antônio/Com. Comaru ,Hidrelétrica,Posseiro,Não cumprimento de procedimentos legais,Barragens e Açudes,
2014,Norte,AP,Porto Grande (AP),UHE Cachoeira Caldeirão,Hidrelétrica,Assentado,Não cumprimento de procedimentos legais,Barragens e Açudes,
2014,Norte,PA,Altamira (PA),Com. Sto. Antônio de Cipó-Ambé/UHE Belo Monte/PAC,Hidrelétrica,Ribeirinho,Destruição e ou poluição,Barragens e Açudes,Omissão/Conivência
2014,Norte,PA,Altamira (PA),Sítio Pimental/UHE de Belo Monte/Belo Sun Mineração,Hidrelétrica,Atingido por barragem,Não cumprimento de procedimentos legais,Barragens e Açudes,Ferimento
2014,Norte,PA,Altamira (PA),T. I. Cachoeira Seca do Iriri/Índios Arara/UHE Belo Monte,Hidrelétrica,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,Omissão/Conivência
2014,Norte,PA,Barcarena (PA),Igarapé Curuperé e Dendê,Empresário,Ribeirinho,Destruição e ou poluição,Uso e preservação,
2014,Norte,PA,Senador José Porfírio (PA),Ilha Murici/UHE Belo Monte/PAC,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Omissão/Conivência
2014,Norte,PA,Vitória do Xingu (PA),Vila Santo Antônio/UHE Belo Monte/PAC,Hidrelétrica,Ribeirinho,Falta de projeto de reassentamento,Barragens e Açudes,Omissão/Conivência
2014,Norte,RO,Candeias do Jamari (RO),Usina Hidrelétrica Samuel,Hidrelétrica,Atingido por barragem,Não cumprimento de procedimentos legais,Barragens e Açudes,
2014,Norte,RO,Machadinho D'Oeste (RO),UHE Tabajara/28 Comunidades,Hidrelétrica,Indígenas,Ameaça de expropriação,Barragens e Açudes,
2014,Norte,RO,Porto Velho (RO),"Assent. Joana Darc I, II e III/UHE Jirau e Sto. Antônio",Hidrelétrica,Assentado,Não cumprimento de procedimentos legais,Barragens e Açudes,
2014,Norte,RO,Porto Velho (RO),Com. de São Carlos/Bom Será/Itacoã/UHE Jirau e Sto. Antônio,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,
2014,Norte,RO,Porto Velho (RO),Morrinhos/UHE Sto. Antônio,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,
2014,Norte,RO,Porto Velho (RO),Riacho Azul/UHE Sto. Antônio/PAC,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,
2014,Norte,RO,Porto Velho (RO),Santa Rita/UHE Sto. Antônio,Hidrelétrica,Assentado,Reassentamento inadequado,Barragens e Açudes,
2014,Norte,RO,Porto Velho (RO),São Domingos/UHE Sto. Antônio,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,
2014,Norte,RO,Porto Velho (RO),UHE Jirau e Sto. Antônio/Rio Madeira,Hidrelétrica,Indígenas,Desconstrução do histórico-cultural,Barragens e Açudes,
2014,Norte,TO,Babaçulândia (TO),UHE de Estreito,Hidrelétrica,Pescador,Destruição e ou poluição,Barragens e Açudes,
2014,Norte,TO,Palmas (TO),UHE Luiz Eduardo Magalhães/Usina de Lajeado,Hidrelétrica,Pescador,Destruição e ou poluição,Barragens e Açudes,
2014,Sudeste,ES,Aracruz (ES),Aldeia Tupinikim Pau-Brasil/Aracruz/Vila do Riacho/Caieiras Velhas,Empresário,Pescador,Destruição e ou poluição,Uso e preservação,
2014,Sudeste,ES,Aracruz (ES),Barra do Riacho/Estaleiro Jurong de Aracruz,Mineradora internacional,Pescador,Impedimento de acesso à água,Apropriação Particular,Omissão/Conivência
2014,Sudeste,ES,Linhares (ES),Barra do Riacho/Barra do Sahy/Mineradora Samarco/Superporto Manabi,Mineradora,Pescador,Destruição e ou poluição,Uso e preservação,
2014,Sudeste,ES,Linhares (ES),Barra do Riacho/Barra do Sahy/Mineradora Samarco/Superporto Manabi,Mineradora,Pescador,Destruição e ou poluição,Uso e preservação,
2014,Sudeste,MG,Açucena (MG),Bacia do Rio Santo Antônio/Projeto Manabi,Mineradora,Pequeno proprietário,Divergência,Uso e preservação,
2014,Sudeste,MG,Alvorada de Minas (MG),Mineroduto/Minas Rio/Anglo American,Mineradora internacional,Vazanteiro,Não cumprimento de procedimentos legais,Uso e preservação,Intimidação
2014,Sudeste,MG,Berizal (MG),Barragem de Berizal/Codevasf,Hidrelétrica,Atingido por barragem,Não reassentamento,Barragens e Açudes,
2014,Sudeste,MG,Carangola (MG),Pov. Ponte Alta/Proj. Minas-Rio/Anglo American,Mineradora internacional,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2014,Sudeste,MG,Claro dos Poções (MG),UHE Jequitaí/PAC,Hidrelétrica,Atingido por barragem,Ameaça de expropriação,Barragens e Açudes,
2014,Sudeste,MG,Conceição do Mato Dentro (MG),Com. Quil. Água Santa/Mumbuca,Mineradora internacional,Quilombola,Destruição e ou poluição,Uso e preservação,Omissão/Conivência
2014,Sudeste,MG,Grão Mogol (MG),Com. Geraizeiras Vale das Cancelas/Mineroduto Vale do Rio Pardo/Mineradora SAM/Brookfieds,Mineradora,Geraizeiro,Não cumprimento de procedimentos legais,Uso e preservação,
2014,Sudeste,MG,Miradouro (MG),Moinho da Com. Santa Bárbara/CGH,Hidrelétrica,Pequeno proprietário,Impedimento de acesso à água,Uso e preservação,Danos
2014,Sudeste,MG,Muriaé (MG),Barragem de Contenção de Chuva no Rio Preto,Governo estadual,Pequeno proprietário,Ameaça de expropriação,Barragens e Açudes,Omissão/Conivência
2014,Sudeste,MG,Paracatu (MG),Com. Córrego Rico/Emp. Kinross Gold Corporation ,Mineradora internacional,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2014,Sudeste,MG,Paracatu (MG),Com. Quilombola São Domingos,Mineradora internacional,Quilombola,Destruição e ou poluição,Uso e preservação,Danos
2014,Sudeste,MG,Paracatu (MG),Com. São Pedro/Emp. Kinross Gold Corporetion ,Mineradora internacional,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2014,Sudeste,MG,Paracatu (MG),Com. Sto. Antônio e Sta. Rita/Emp. Kinross Gold Corporetion ,Mineradora internacional,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2014,Sudeste,MG,Presidente Bernardes (MG),Mineroduto da Ferrous Resource,Mineradora,Pequeno proprietário,Não cumprimento de procedimentos legais,Uso e preservação,
2014,Sudeste,MG,São Domingos do Prata (MG),Com. João Antônio/Projeto Minas-Rio/Anglo American,Mineradora internacional,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Morte em conseqüência
2014,Sudeste,MG,São Lourenço (MG),Grupo Nestlé/Perrier Vittel,Empresário Internacional,Pequeno proprietário,Diminuição do acesso à Água,Uso e preservação,
2014,Sudeste,MG,Viçosa (MG),Mineroduto da Ferrous/Rios São Bartolomeu/Turvo Sujo/Turvo Limpo,Mineradora internacional,Pequeno proprietário,Não cumprimento de procedimentos legais,Uso e preservação,
2014,Sudeste,RJ,Cachoeiras de Macacu (RJ),Barragem do Rio Guapiaçu,Governo estadual,Pequeno proprietário,Não cumprimento de procedimentos legais,Barragens e Açudes,Não houve
2014,Sudeste,RJ,Mangaratiba (RJ),Baía de Sepetiba,Mineradora internacional,Pescador,Destruição e ou poluição,Uso e preservação,
2014,Sudeste,RJ,São Gonçalo (RJ),Comunidades da Baía de Guanabara,Mineradora,Pescador,Destruição e ou poluição,Uso e preservação,Ameaça de Morte
2014,Sudeste,RJ,São João da Barra (RJ),Com. Água Preta/Complexo Portuário Açu/Minas-Rio,Empresário,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,
2014,Sudeste,RJ,São João da Barra (RJ),Com. Água Preta/Complexo Portuário Açu/Minas-Rio/PAC,Mineradora internacional,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Omissão/Conivência
2014,Sul,PR,Arapongas (PR),Rio Contaminado no Distrito de Aricanduva/Emp. Nortox,Empresário,Pequeno proprietário,Contaminação por agrotóxico,Uso e preservação,Contaminação por agrotóxico
2014,Sul,PR,Capanema (PR),UHE Baixo Iguaçu/PAC,Hidrelétrica,Atingido por barragem,Ameaça de expropriação,Barragens e Açudes,Omissão/Conivência
2014,Sul,PR,Capanema (PR),UHE Baixo Iguaçu/PAC,Hidrelétrica,Atingido por barragem,Não cumprimento de procedimentos legais,Barragens e Açudes,Intimidação
2014,Sul,PR,Capitão Leônidas Marques (PR),UHE Salto de Caxias,Hidrelétrica,Pequeno proprietário,Destruição e ou poluição,Barragens e Açudes,Omissão/Conivência
2014,Sul,RS,Santo Antônio das Missões (RS),Complexo Hidrelétrico Garabi/Panambi/PAC,Hidrelétrica,Atingido por barragem,Ameaça de expropriação,Barragens e Açudes,
2014,Sul,SC,Doutor Pedrinho (SC),T. I. Xokleng Bugio/Duque de Caxias/Ibirama-La Klaño/B. Norte/Bom Sucesso,Hidrelétrica,Indígenas,Reassentamento inadequado,Barragens e Açudes,
2015,Nordeste,AL,Delmiro Gouveia (AL),Barragem da Chesf   ,Hidrelétrica,Ribeirinho,Destruição e ou poluição,Barragens e Açudes,
2015,Nordeste,BA,Caetité (BA),Comunidade de Água Quente,Empresário,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,
2015,Nordeste,BA,Igaporã (BA),Com. Pau Ferro/Amansador/Lourenço/Pedrão/Gameleirinha/Barra/Santana,Empresário,Pequeno proprietário,Diminuição do acesso à Água,Apropriação Particular,
2015,Nordeste,BA,Jaborandi (BA),Comunidades ao Longo do Rio Formoso,Hidrelétrica,Ribeirinho,Ameaça de expropriação,Barragens e Açudes,
2015,Nordeste,BA,Mirangaba (BA),Com. Queimada Grande/Fundo de Pasto da COMTRAFP,Mineradora,Pequeno proprietário,Impedimento de acesso à água,Apropriação Particular,
2015,Nordeste,BA,Sobradinho (BA),Com. Terra Nossa/Canal Serra da Batateira,Empresário,Pequeno proprietário,Diminuição do acesso à Água,Uso e preservação,
2015,Nordeste,BA,Taperoá (BA),Com. Quilombola de Graciosa ,Empresário,Quilombola,Impedimento de acesso à água,Apropriação Particular,
2015,Nordeste,CE,Orós (CE),Açude de Orós/Comunidades produtoras de pescado,Sem Informação,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2015,Nordeste,CE,Trairi (CE),Agrovila Gameleira,Governo estadual,Trabalhador Rural,Reassentamento inadequado,Barragens e Açudes,
2015,Nordeste,MA,Mirinzal (MA),Com. Quilombola Aranha,Mineradora,Quilombola,Destruição e ou poluição,Uso e preservação,
2015,Nordeste,MA,Mirinzal (MA),Com. Quilombola Maiabi,Mineradora,Quilombola,Destruição e ou poluição,Uso e preservação,
2015,Nordeste,MA,Mirinzal (MA),Com. Quilombola Mata de Pantaleão,Mineradora,Quilombola,Destruição e ou poluição,Uso e preservação,
2015,Nordeste,MA,Mirinzal (MA),Com. Quilombola Rio do Curral ,Mineradora,Quilombola,Destruição e ou poluição,Uso e preservação,
2015,Nordeste,PE,Cabo de Santo Agostinho (PE),Colônia de Pescadores Z-8/Praia de Gaibu/Comp. Suape,Empresário,Pescador,Destruição e ou poluição,Uso e preservação,Intimidação
2015,Nordeste,PE,Goiana (PE),Com. Baldo do Rio/Colônia Z-14,Empresário,Pescador,Destruição e ou poluição,Uso e preservação,Danos
2015,Nordeste,PE,Goiana (PE),Com. Baldo do Rio/Colônia Z-14,Empresário,Pescador,Destruição e ou poluição,Uso e preservação,Danos
2015,Nordeste,PE,Petrolândia (PE),Território entre a BR-316 e o Lago Itaparica,Hidrelétrica,Pescador,Impedimento de acesso à água,Apropriação Particular,Danos
2015,Nordeste,PE,Serra Talhada (PE),Barragem de Serrinha,Empresário,Assentado,Contaminação por agrotóxico,Uso e preservação,Contaminação por agrotóxico
2015,Norte,PA,Altamira (PA),Igarapé Baixão do Tufi/UHE Belo Monte/PAC,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Intimidação
2015,Norte,PA,Altamira (PA),Sítio Pimental/UHE de Belo Monte/Belo Sun Mineração,Hidrelétrica,Pescador,Falta de projeto de reassentamento,Barragens e Açudes,
2015,Norte,PA,Altamira (PA),Sítio Pimental/UHE de Belo Monte/Belo Sun Mineração,Hidrelétrica,Atingido por barragem,Falta de projeto de reassentamento,Barragens e Açudes,Assassinato
2015,Norte,PA,Altamira (PA),UHE Belo Monte/Consórcio Norte Energia,Hidrelétrica,Atingido por barragem,Falta de projeto de reassentamento,Barragens e Açudes,Omissão/Conivência
2015,Norte,PA,Ananindeua (PA),Com. Quilombola do Abacatal,Governo municipal,Quilombola,Destruição e ou poluição,Uso e preservação,
2015,Norte,PA,Barcarena (PA),Com. Vila do Conde/Furo do Arrozal/Multinacional Bunge/Hydro Alunorte,Empresário Internacional,Ribeirinho,Destruição e ou poluição,Barragens e Açudes,Morte em conseqüência
2015,Norte,PA,Barcarena (PA),Com. Vila do Conde/Furo do Arrozal/Multinacional Bunge/Hydro Alunorte,Empresário Internacional,Ribeirinho,Destruição e ou poluição,Uso e preservação,Tentativa de Assassinato
2015,Norte,PA,Itaituba (PA),PAE Mangabal e Montanha/PCH's Tapajós,Hidrelétrica,Atingido por barragem,Não cumprimento de procedimentos legais,Barragens e Açudes,Omissão/Conivência
2015,Norte,PA,Itaituba (PA),T. I. Sawré Muybu/Munduruku/PCHs Tapajós,Hidrelétrica,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,Omissão/Conivência
2015,Norte,PA,Jacareacanga (PA),T. I. Munduruku/UHE Tapajós,Hidrelétrica,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,Omissão/Conivência
2015,Norte,PA,Parauapebas (PA),T. I. Xikrin do Cateté,Mineradora internacional,Indígenas,Destruição e ou poluição,Uso e preservação,Danos
2015,Norte,PA,Senador José Porfírio (PA),Com. Ilha da Fazenda/UHE Belo Monte/Belo Sum Mineradora/PAC,Hidrelétrica,Atingido por barragem,Não cumprimento de procedimentos legais,Barragens e Açudes,Omissão/Conivência
2015,Norte,PA,Senador José Porfírio (PA),Com. Vila da Ressaca/UHE Belo Monte/Belo Sum Mineradora/PAC,Hidrelétrica,Atingido por barragem,Não cumprimento de procedimentos legais,Barragens e Açudes,Omissão/Conivência
2015,Norte,PA,Trairão (PA),Vila de Pimental/UHE Tapajós/PAC,Hidrelétrica,Ribeirinho,Ameaça de expropriação,Barragens e Açudes,Omissão/Conivência
2015,Norte,RO,Candeias do Jamari (RO),Usina Hidrelétrica Samuel,Hidrelétrica,Atingido por barragem,Não cumprimento de procedimentos legais,Barragens e Açudes,
2015,Norte,RO,Nova Mamoré (RO),Com. Garimpo do Araras/UHE Jirau/PAC,Hidrelétrica,Pequeno proprietário,Não cumprimento de procedimentos legais,Barragens e Açudes,
2015,Norte,RO,Porto Velho (RO),Santa Rita/UHE Sto. Antônio,Hidrelétrica,Assentado,Reassentamento inadequado,Barragens e Açudes,
2015,Sudeste,ES,Aracruz (ES),Barra do Riacho/Estaleiro Jurong de Aracruz,Mineradora internacional,Pescador,Destruição e ou poluição,Uso e preservação,Omissão/Conivência
2015,Sudeste,ES,Conceição da Barra (ES),Com. Quilombola de Angelim II/Sapê do Norte/Aracruz,Empresário,Quilombola,Diminuição do acesso à Água,Uso e preservação,Contaminação por agrotóxico
2015,Sudeste,MG,Bonito de Minas (MG),Com. Ribeirinhas às margens do Rio Peruaçu/Plantação de Eucalipto,Empresário,Ribeirinho,Diminuição do acesso à Água,Uso e preservação,Omissão/Conivência
2015,Sudeste,MG,Ervália (MG),Com. Atingidas pelo Mineroduto da Ferrous Resource,Mineradora internacional,Pequeno proprietário,Ameaça de expropriação,Uso e preservação,Omissão/Conivência
2015,Sudeste,MG,Grão Mogol (MG),Com. Geraizeiras Vale das Cancelas/Mineroduto Vale do Rio Pardo/Mineradora SAM/Brookfieds,Mineradora internacional,Geraizeiro,Não cumprimento de procedimentos legais,Uso e preservação,Omissão/Conivência
2015,Sudeste,MG,Guapé (MG),P. A. Santo Dias/Empresa Hortifruty Mallmman,Empresário,Assentado,Contaminação por agrotóxico,Uso e preservação,Contaminação por agrotóxico
2015,Sudeste,MG,Itabirito (MG),Serra da Moeda/Mineroduto da Ferrous Resource,Mineradora internacional,Quilombola,Destruição e ou poluição,Uso e preservação,Omissão/Conivência
2015,Sudeste,MG,Janaúba (MG),Projeto Gorutuba/Barragem Pico das Pedras,Hidrelétrica,Atingido por barragem,Falta de projeto de reassentamento,Barragens e Açudes,Contaminação por agrotóxico
2015,Sudeste,MG,José Gonçalves de Minas (MG),UHE de Irapé/Porto Coris/42 Comunidades,Hidrelétrica,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2015,Sudeste,MG,Miravânia (MG),Comunidade Xakriabá do Peruaçu e Dizimeiro/EMPA,Empresário,Indígenas,Diminuição do acesso à Água,Uso e preservação,Omissão/Conivência
2015,Sudeste,MG,Paracatu (MG),Com. Córrego Rico/Emp. Kinross Gold Corporation ,Mineradora internacional,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2015,Sudeste,MG,Viçosa (MG),Mineroduto da Ferrous/Rios São Bartolomeu/Turvo Sujo/Turvo Limpo,Mineradora internacional,Pequeno proprietário,Ameaça de expropriação,Uso e preservação,Omissão/Conivência
2015,Sudeste,RJ,Cachoeiras de Macacu (RJ),Barragem do Rio Guapiaçu,Hidrelétrica,Ribeirinho,Ameaça de expropriação,Barragens e Açudes,
2015,Sudeste,RJ,Mangaratiba (RJ),Baía de Sepetiba,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2015,Sudeste,RJ,São João da Barra (RJ),Com. Água Preta/Complexo Portuário Açu/Minas-Rio/PAC,Mineradora internacional,Pequeno proprietário,Ameaça de expropriação,Uso e preservação,Tentativa de Assassinato
2015,Sudeste,SP,Cubatão (SP),Colônia de Pescadores,Empresário,Pescador,Destruição e ou poluição,Uso e preservação,
2015,Sul,PR,Capanema (PR),UHE Baixo Iguaçu/PAC,Hidrelétrica,Atingido por barragem,Ameaça de expropriação,Barragens e Açudes,Omissão/Conivência
2015,Sul,RS,Santo Antônio das Missões (RS),Complexo Hidrelétrico Garabi/Panambi/PAC,Hidrelétrica,Atingido por barragem,Ameaça de expropriação,Barragens e Açudes,
2016,Centro-Oeste,GO,Caiapônia (GO),Assentamento Cachoeira Bonita,Fazendeiro,Assentado,Diminuição do acesso à Água,Apropriação Particular,
2016,Nordeste,BA,Andorinha (BA),Açude Andorinha II/Mineradora Ferbasa,Mineradora,Pescador,Diminuição do acesso à Água,Uso e preservação,
2016,Nordeste,BA,Caetité (BA),Com. Juazeiro/Mina de Urânio INB,Mineradora,Posseiro,Destruição e ou poluição,Uso e preservação,
2016,Nordeste,BA,Caetité (BA),Com. Mangabeira/Mina de Urânio INB,Mineradora,Posseiro,Destruição e ou poluição,Uso e preservação,
2016,Nordeste,BA,Caetité (BA),Com. Mocambo/Caldeirão/Gameleira/Mina de Urânio INB,Mineradora,Posseiro,Destruição e ou poluição,Uso e preservação,
2016,Nordeste,BA,Caetité (BA),Com. Pega Bem/Mina de Urânio INB,Mineradora,Posseiro,Destruição e ou poluição,Uso e preservação,
2016,Nordeste,BA,Caetité (BA),Com. Quebra Braço/INB,Mineradora,Posseiro,Impedimento de acesso à água,Apropriação Particular,
2016,Nordeste,BA,Caetité (BA),Com. Riacho da Vaca/Mina de Urânio INB,Mineradora,Posseiro,Destruição e ou poluição,Uso e preservação,
2016,Nordeste,BA,Caetité (BA),Com. Tamanduá/Mina de Urânio INB,Mineradora,Posseiro,Destruição e ou poluição,Uso e preservação,
2016,Nordeste,BA,Campo Formoso (BA),Com. de Brejo Grande/Mineradora Ferbasa,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,
2016,Nordeste,BA,Campo Formoso (BA),Com. Limoeiro/Mineradora Ferbasa,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,
2016,Nordeste,BA,Campo Formoso (BA),Com. Santo Antônio,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,
2016,Nordeste,BA,Correntina (BA),Fazenda Sudotex,Empresário,Ribeirinho,Divergência,Apropriação Particular,
2016,Nordeste,BA,Jaguaripe (BA),Comunidade de Pirajuía ,Empresário,Marisqueira,Impedimento de acesso à água,Uso e preservação,Assassinato
2016,Nordeste,BA,Remanso (BA),Comunidade Salinas Grande,Fazendeiro,Camponês de fundo e fecho de pasto,Impedimento de acesso à água,Apropriação Particular,
2016,Nordeste,BA,São Desidério (BA),PCHs do Rio das Fêmeas e do Rio Grande/PAC,Empresário,Ribeirinho,Destruição e ou poluição,Barragens e Açudes,Danos
2016,Nordeste,CE,Aracati (CE),Com.  Quilombola do Cumbe/Emp. de Carcinicultura,Empresário,Ribeirinho,Diminuição do acesso à Água,Uso e preservação,
2016,Nordeste,MA,Barra do Corda (MA),Com. Baixão do Coco/PCH Coco,Hidrelétrica,Ribeirinho,Ameaça de expropriação,Barragens e Açudes,
